SITE,LINE,CROSS,LEN,PRM,SEC
KBSM,538,F2,49.5,30,12.5
KBSM,539,F2,39.25,29.5,14
KBSM,54,F2,53.75,35,18
KBSM,540,F2,45,30.5,12.5
KBSM,541,F2,35,27,13.5
KBSM,542,F2,47,41,17.5
KBSM,544,F2,40.75,32.5,16
KBSM,545,F2,42.25,41,19
KBSM,546,F2,41,34,11
KBSM,547,F2,46.5,26,16
KBSM,548,F2,37.25,31,13
KBSM,549,F2,50.25,38.5,18
KBSM,55,F2,39.5,25.5,14
KBSM,550,F2,44,37,13
KBSM,552,F2,37,26.5,11.5
KBSM,553,F2,38.75,30,16
KBSM,554,F2,41.5,25.5,12.5
KBSM,555,F2,54.75,28,12.5
KBSM,557,F2,40.25,36.5,14
KBSM,558,F2,52,35,16
KBSM,559,F2,45.25,30.5,18.5
KBSM,56,F2,49.75,24,13.5
KBSM,560,F2,39.5,29.5,11
KBSM,561,F2,38.5,30.5,13
KBSM,562,F2,43.75,31,15.5
KBSM,563,F2,40.5,31,19.5
KBSM,565,F2,46.25,37,13
KBSM,566,F2,39,31.5,12
KBSM,567,F2,41.5,24.5,14
KBSM,568,F2,39.27,30,13
KBSM,569,F2,52.75,32.5,12
KBSM,57,F2,53.75,24.5,13.5
KBSM,570,F2,38,26,13
KBSM,571,F2,44,30,12.5
KBSM,572,F2,45,24.5,13.5
KBSM,573,F2,38.75,32.5,14
KBSM,574,F2,43,27,11.5
KBSM,575,F2,45.5,30,14
KBSM,576,F2,43,26.5,13
KBSM,577,F2,48.25,29.5,12
KBSM,578,F2,47,34,15
KBSM,579,F2,48.5,31.5,12.5
KBSM,580,F2,41,25.5,13
KBSM,581,F2,36.25,34,16
KBSM,582,F2,47.5,35,17
KBSM,583,F2,46,27.5,13
KBSM,584,F2,55,39.5,16
KBSM,585,F2,34.75,27.5,11
KBSM,586,F2,50.5,32.5,14.5
KBSM,588,F2,48.75,32,16
KBSM,589,F2,41.25,29,12.5
KBSM,590,F2,48,31.5,16.5
KBSM,592,F2,44.25,34.5,14.5
KBSM,593,F2,38.25,27,12.5
KBSM,594,F2,50,35,15.5
KBSM,595,F2,48.5,29,14
KBSM,596,F2,46.25,27,12.5
KBSM,597,F2,59,33.5,16.5
KBSM,598,F2,42,26,16.5
KBSM,600,F2,43.5,42,18.5
KBSM,601,F2,48,43.5,18.5
KBSM,605,F2,48,32.5,14
KBSM,606,F2,49,26,14.5
KBSM,607,F2,43.25,33,16.5
KBSM,608,F2,40.5,25,12.5
KBSM,609,F2,38.25,28.5,13.5
KBSM,61,F2,47.5,25.5,17
KBSM,610,F2,52,30.5,13
KBSM,611,F2,43,32,14.5
KBSM,612,F2,39.5,19,12.5
KBSM,613,F2,36.75,23,12
KBSM,614,F2,47.5,31.5,17
KBSM,615,F2,41.25,30.5,17.5
KBSM,618,F2,54.5,35,17
KBSM,619,F2,47,33,13
KBSM,62,F2,51.75,31,17
KBSM,620,F2,44.5,27,13
KBSM,621,F2,44,38.5,14.5
KBSM,622,F2,45.25,28,14
KBSM,625,F2,43.25,23.5,12.5
KBSM,626,F2,43.5,29,13.5
KBSM,627,F2,34.5,24.5,11
KBSM,628,F2,37,29.5,14.5
KBSM,629,F2,51,33,16.5
KBSM,630,F2,38,27.5,12.5
KBSM,631,F2,44.5,28,13
KBSM,632,F2,47.25,29,11.5
KBSM,633,F2,44.25,28,11.5
KBSM,634,F2,46.25,30.5,15.5
KBSM,635,F2,46.25,35,15.5
KBSM,636,F2,45,30.5,12.5
KBSM,637,F2,49.25,29.5,16
KBSM,638,F2,40.75,27,13.5
KBSM,639,F2,47.5,28.5,14.5
KBSM,64,F2,31.25,25.5,11
KBSM,640,F2,49.75,33.5,15
KBSM,641,F2,40,35,14.5
KBSM,642,F2,45.25,27,13.5
KBSM,643,F2,36.25,23.5,11
KBSM,644,F2,38,25,11
KBSM,648,F2,28.5,21,10
KBSM,649,F2,38.25,27,13
KBSM,65,F2,42,36,15
KBSM,651,F2,41.25,29.5,11.5
KBSM,652,F2,45.75,28.5,12
KBSM,653,F2,43.75,26.5,12.5
KBSM,654,F2,46,22.5,11
KBSM,655,F2,40.25,29,14
KBSM,656,F2,55.5,33,19
KBSM,657,F2,42.75,25,16.5
KBSM,658,F2,47,21.5,12.5
KBSM,659,F2,52,25,15
KBSM,66,F2,56.5,27.5,15.5
KBSM,660,F2,41.75,31,14.5
KBSM,661,F2,50,26,14.5
KBSM,662,F2,45.5,32.5,15
KBSM,663,F2,45.75,32,13
KBSM,664,F2,40,29.5,12.5
KBSM,666,F2,42.75,31,13
KBSM,667,F2,42.5,22.5,11.5
KBSM,668,F2,46.75,25.5,15
KBSM,669,F2,29,24,10
KBSM,67,F2,39,26.5,13
KBSM,670,F2,42.25,23,12
KBSM,672,F2,47,28,15
KBSM,673,F2,45.75,25,13
KBSM,674,F2,48.75,34.5,13.5
KBSM,675,F2,43,33,13
KBSM,676,F2,57,36.5,17
KBSM,678,F2,43.75,34.5,17.5
KBSM,679,F2,49.75,22,13.5
KBSM,68,F2,42.75,31,19.5
KBSM,680,F2,37.25,26,9.5
KBSM,681,F2,57.25,29.5,13.5
KBSM,682,F2,37.75,31.5,13
KBSM,683,F2,42.75,33,12.5
KBSM,684,F2,48.25,39.5,14
KBSM,685,F2,39.5,26.5,13
KBSM,686,F2,45.25,31.5,13.5
KBSM,69,F2,35.75,33,14.5
KBSM,690,F2,45.5,33,15.5
KBSM,691,F2,45.5,23,12
KBSM,692,F2,50.75,36,18.5
KBSM,693,F2,34.5,26.5,10
KBSM,694,F2,37.75,22,12.5
KBSM,695,F2,41.75,26.5,13
KBSM,696,F2,55.75,27,13.5
KBSM,697,F2,38,21,11
KBSM,698,F2,39,28.5,13.5
KBSM,699,F2,39.25,33.5,14
KBSM,7,F2,32.75,26,12.5
KBSM,70,F2,49,27,13.5
KBSM,700,F2,37,25.5,11.5
KBSM,701,F2,43.75,22,12.5
KBSM,703,F2,36,14.5,11
KBSM,704,F2,50.75,28,14.5
KBSM,705,F2,42.25,22.5,13
KBSM,706,F2,45.25,23.5,12
KBSM,709,F2,50,29,16
KBSM,710,F2,48,38.5,19
KBSM,711,F2,44,31,13
KBSM,712,F2,43.75,25.5,15
KBSM,713,F2,36.25,27.5,12.5
KBSM,715,F2,47.25,31.5,13.5
KBSM,716,F2,38.5,24,12.5
KBSM,719,F2,52,31,14
KBSM,72,F2,41.5,33.5,15
KBSM,720,F2,36.5,29.5,16
KBSM,721,F2,37.75,29,13
KBSM,722,F2,45.75,27,12.5
KBSM,724,F2,45.75,28,11
KBSM,725,F2,37.75,29,12.5
KBSM,726,F2,49.75,30.5,18.5
KBSM,728,F2,47.75,33,12
KBSM,729,F2,38.5,26.5,15
KBSM,73,F2,37,29,16.5
KBSM,730,F2,37.25,20.5,12
KBSM,731,F2,55.75,35,18.5
KBSM,732,F2,38.5,32,12.5
KBSM,733,F2,46,28.5,13
KBSM,734,F2,48.25,41.5,15
KBSM,735,F2,47.75,41.5,20
KBSM,736,F2,44,32.5,12.5
KBSM,737,F2,54.75,33.5,14
KBSM,738,F2,47.75,29,14.5
KBSM,739,F2,36.75,29.5,15.5
KBSM,74,F2,51.5,39,23.5
KBSM,740,F2,52.75,34,14.5
KBSM,741,F2,45,25,14.5
KBSM,742,F2,32.25,21.5,12
KBSM,743,F2,45.25,34,14.5
KBSM,744,F2,47.75,37,22
KBSM,745,F2,45.75,30.5,13
KBSM,746,F2,44.75,29,15
KBSM,747,F2,46.5,33,13
KBSM,748,F2,56.02,27.5,15.5
KBSM,749,F2,48.5,28,15.5
KBSM,750,F2,40,29,13.5
KBSM,751,F2,49.5,28.5,12
KBSM,752,F2,37.25,28,13
KBSM,753,F2,51,37.5,19
KBSM,754,F2,42,33.5,16.5
KBSM,755,F2,44.75,30.5,14
KBSM,756,F2,45.5,31.5,14
KBSM,757,F2,39.75,30.5,13
KBSM,758,F2,48,27,13.5
KBSM,759,F2,36,27.5,14
KBSM,760,F2,45.25,42.5,19
KBSM,761,F2,44.75,31.5,13.5
KBSM,762,F2,42.25,26,14
KBSM,763,F2,35.5,23,15.5
KBSM,764,F2,46.75,25,14
KBSM,765,F2,50.5,32.5,16
KBSM,766,F2,31.5,22.5,12
KBSM,767,F2,42.25,31.5,15.5
KBSM,768,F2,43.25,29,14
KBSM,770,F2,44.75,34.5,13
KBSM,771,F2,37.5,27.5,11.5
KBSM,772,F2,45.5,23,14
KBSM,773,F2,48.75,23.5,14
KBSM,774,F2,53,33,14
KBSM,775,F2,42,21.5,11.5
KBSM,776,F2,41,26,13.5
KBSM,777,F2,33.75,27.5,12
KBSM,778,F2,35.25,25.5,12
KBSM,779,F2,40,25,12
KBSM,78,F2,54.75,35,13.5
KBSM,780,F2,51.75,29.5,14.5
KBSM,782,F2,41.25,30.5,14.5
KBSM,783,F2,50.75,44.5,14.5
KBSM,784,F2,40.75,33.5,15.5
KBSM,785,F2,49.5,26,13.5
KBSM,786,F2,39.75,29.5,13.5
KBSM,787,F2,39.25,37.5,12.5
KBSM,788,F2,40,32.5,14
KBSM,789,F2,41.5,28,14
KBSM,79,F2,45.5,25,14.5
KBSM,790,F2,45,30.5,14
KBSM,791,F2,46,25,15.5
KBSM,792,F2,51.75,38,12.5
KBSM,793,F2,47,27,13
KBSM,794,F2,52.75,34,17
KBSM,795,F2,40,28,13.5
KBSM,797,F2,39,22,12.5
KBSM,798,F2,52,41.5,17.5
KBSM,8,F2,41.75,28.5,14.5
KBSM,80,F2,44.75,27,11
KBSM,800,F2,45.5,29,13.5
KBSM,801,F2,44.25,23.5,14.5
KBSM,802,F2,47.5,34,16
KBSM,803,F2,40.5,29.5,12
KBSM,804,F2,33,24.5,13.5
KBSM,805,F2,39.75,34.5,13
KBSM,806,F2,37.75,33.5,12.5
KBSM,808,F2,43,33,21
KBSM,809,F2,40.5,34.5,14
KBSM,81,F2,42.75,19,13
KBSM,810,F2,44,30.5,15
KBSM,811,F2,36.75,27,13.5
KBSM,812,F2,40,34.5,17.5
KBSM,813,F2,36.25,25.5,11
KBSM,814,F2,46.75,31.5,12.5
KBSM,815,F2,41.75,29.5,12
KBSM,816,F2,44.75,25,12
KBSM,818,F2,62,33,17
KBSM,819,F2,47.5,28.5,15
KBSM,820,F2,47.5,22,12
KBSM,821,F2,39,28.5,11.5
KBSM,822,F2,44,25.5,13.5
KBSM,823,F2,47.25,35,13.5
KBSM,824,F2,49,34,15
KBSM,825,F2,38.75,29,14.5
KBSM,83,F2,43.5,27.5,12
KBSM,85,F2,49.25,21,11.5
KBSM,86,F2,47.75,33,15
KBSM,87,F2,33.5,28.5,12
KBSM,88,F2,47,38,18.5
KBSM,89,F2,48.25,36.5,13.5
KBSM,9,F2,37.75,20,11
KBSM,90,F2,42,32.5,13.5
KBSM,91,F2,47.75,33.5,18.5
KBSM,93,F2,37.5,26.5,14
KBSM,94,F2,38.25,31,11.5
KBSM,95,F2,39.5,23,12.5
KBSM,96,F2,37,26,11
KBSM,97,F2,55,31,14.5
KBSM,99,F2,41.25,26.5,12
KBSM,AP13,F0,53.4125,37.975,16.225
KBSM,DAC,F0,23.975,17.7,8.75
KBSM,VS16,F0,40.2,27.75,13.35
KBSM,WBC,F0,51.43333333,36.3,15.56666667
KING,1,F2,29,24,9.5
KING,10,F2,24,21.5,9.5
KING,100,F2,31.5,21,9.5
KING,101,F2,33.5,20.5,10.5
KING,102,F2,35,19,11.5
KING,103,F2,39.75,35.25,12.5
KING,104,F2,37,21,11
KING,105,F2,31.5,23,9.5
KING,106,F2,39.75,23,8.25
KING,107,F2,27,21.5,10.5
KING,108,F2,44.5,28,12.5
KING,11,F2,39.5,21.5,10.5
KING,110,F2,36.5,23.5,10.5
KING,111,F2,36.5,25.5,13
KING,112,F2,33,19.5,9.5
KING,113,F2,36.25,35,12.25
KING,114,F2,35,20,10.5
KING,115,F2,48.5,30,12.5
KING,116,F2,32.25,23.5,10.5
KING,117,F2,32.5,34,13
KING,118,F2,29,26,12
KING,119,F2,36.5,35,12
KING,12,F2,38,21,10.5
KING,120,F2,44.5,21,12.5
KING,122,F2,35.5,25.5,12
KING,123,F2,39.5,25.5,12.5
KING,124,F2,38,30,14.5
KING,125,F2,35.5,20.5,9.5
KING,126,F2,27.5,19.5,8.5
KING,127,F2,35,21,9.5
KING,128,F2,30,26,11
KING,13,F2,44.5,28,12
KING,130,F2,47,22.5,11.5
KING,131,F2,40.5,30,12
KING,132,F2,55,28.5,13
KING,133,F2,27,7.5,13
KING,134,F2,22,25.5,7.5
KING,135,F2,35,24.5,10.5
KING,136,F2,31,29.5,11
KING,138,F2,30,20.5,10
KING,139,F2,40,26.5,11
KING,140,F2,41.5,36.5,10.5
KING,141,F2,37,27,13
KING,142,F2,16.5,21,9.5
KING,143,F2,42,33.5,10.5
KING,144,F2,39,20.5,8
KING,145,F2,24,17,6
KING,146,F2,27,23,8
KING,147,F2,32.5,31,13.5
KING,15,F2,39.5,28,13.5
KING,150,F2,33.5,26.5,10
KING,151,F2,25,21,9.5
KING,152,F2,36.5,24.5,13
KING,153,F2,41,28,13
KING,154,F2,34.5,28,12.5
KING,155,F2,42,34,13
KING,156,F2,21.5,21,10
KING,157,F2,41,27,14
KING,158,F2,43,21.5,11
KING,159,F2,35,26.5,11.5
KING,16,F2,42,25,13.5
KING,160,F2,39,22,12.5
KING,161,F2,46,30.5,12
KING,165,F2,31.5,28,9.5
KING,166,F2,50,38.5,12.5
KING,167,F2,43.5,33,15
KING,169,F2,36.5,34,12.5
KING,17,F2,50,22.5,13
KING,170,F2,41.5,28.5,11.5
KING,171,F2,27.5,25,10.5
KING,172,F2,25,19,8.5
KING,173,F2,32,22.5,11
KING,174,F2,33,29,13
KING,175,F2,43,38,13.5
KING,176,F2,45.5,35,14.5
KING,177,F2,30.25,28.25,10.5
KING,178,F2,41.5,31.5,11
KING,179,F2,41,24.5,11
KING,18,F2,36,23.5,9.5
KING,180,F2,34,22,10
KING,182,F2,33.75,25.75,11.25
KING,183,F2,43.5,28.5,10.5
KING,184,F2,40.5,24.5,10.5
KING,185,F2,36.5,26,14
KING,186,F2,39,28.5,14
KING,187,F2,32.5,24.25,11.75
KING,188,F2,31,26.5,13.5
KING,189,F2,24.5,19.5,7
KING,19,F2,30,22,9.5
KING,190,F2,33.5,21,11
KING,191,F2,36.5,29.5,10.5
KING,192,F2,46.5,28,13.5
KING,193,F2,45.5,30,11.5
KING,194,F2,39.5,30.5,11
KING,195,F2,26.5,21.5,8
KING,196,F2,42,34,13
KING,197,F2,45,25.5,12
KING,198,F2,35.5,26,10.5
KING,199,F2,30,19,10.5
KING,20,F2,34,22,11.5
KING,200,F2,28.5,27.5,11.5
KING,201,F2,36.5,25,10
KING,202,F2,26.25,18.5,9.25
KING,203,F2,39.5,27.5,11
KING,205,F2,32.25,24.5,11.75
KING,207,F2,21.5,19.5,9
KING,209,F2,45,22.5,12
KING,210,F2,24.5,19,7.5
KING,212,F2,31.5,24.5,11.5
KING,213,F2,24.5,14.5,7
KING,214,F2,44.5,22.5,11
KING,215,F2,35,31,11
KING,216,F2,17,30,7.5
KING,217,F2,36,28.5,12.5
KING,218,F2,35.5,28.5,12.5
KING,219,F2,28.5,19.5,10
KING,22,F2,28.5,19,9
KING,220,F2,27,25,11.5
KING,221,F2,28.75,18.25,7.5
KING,222,F2,27.5,19.5,9
KING,223,F2,40,28.5,11.5
KING,224,F2,43,28.5,12.5
KING,225,F2,46,27,15
KING,226,F2,40.5,41,14
KING,227,F2,43,41,14
KING,228,F2,24.5,17.75,8
KING,229,F2,35,30.5,12
KING,23,F2,50,29.5,14
KING,230,F2,35.5,24.5,10
KING,231,F2,31.5,20.5,9
KING,232,F2,33,28,10.5
KING,234,F2,40,26.5,11.5
KING,236,F2,29,15,11.5
KING,237,F2,34.5,24,14
KING,238,F2,27.5,29.5,12.5
KING,239,F2,46,25,14
KING,240,F2,40,31.5,11.5
KING,241,F2,42,22.5,11
KING,242,F2,36.75,22,10
KING,243,F2,27.5,18.5,11
KING,244,F2,36.5,31,8.5
KING,245,F2,36.5,24.5,10.5
KING,247,F2,43,28,13
KING,248,F2,47,28.5,15.5
KING,249,F2,38,25.5,12.5
KING,25,F2,33.5,19,10
KING,250,F2,45.5,27.5,12.5
KING,251,F2,35,24.5,12
KING,252,F2,32,27.5,10
KING,253,F2,44,36,12.5
KING,254,F2,32.5,21.5,11
KING,255,F2,28,19,9
KING,256,F2,35,31.5,13
KING,257,F2,45.25,26.25,12.25
KING,258,F2,35.5,22,9
KING,259,F2,41,24,11.5
KING,26,F2,58,33,14.5
KING,260,F2,39,33,14
KING,261,F2,34.5,21.5,10
KING,262,F2,45,39.5,19
KING,263,F2,41,27.5,11.5
KING,264,F2,37,22.5,9
KING,265,F2,19.5,17.75,7.25
KING,266,F2,36,27.5,11
KING,267,F2,48.5,28.5,13
KING,269,F2,37.5,20,11
KING,27,F2,38,22.5,11
KING,270,F2,46,33,15
KING,271,F2,38,25.5,10
KING,272,F2,21.5,26.5,9
KING,274,F2,39,20,9
KING,275,F2,32.5,21,11
KING,276,F2,NA,NA,NA
KING,277,F2,33.5,25,11.5
KING,278,F2,34,34.5,14
KING,279,F2,31.75,22.25,11
KING,28,F2,38,25.5,11
KING,280,F2,33.5,33,10.5
KING,281,F2,35,24.5,11.5
KING,282,F2,32,21,10.5
KING,283,F2,41,28,12
KING,284,F2,51.5,28.5,9.5
KING,285,F2,44,28.5,13
KING,286,F2,40,25,12.5
KING,288,F2,36.5,37.5,15.5
KING,289,F2,20,12.5,7
KING,29,F2,27.5,23,9.5
KING,290,F2,35,26,9.5
KING,291,F2,41.5,23,11.5
KING,292,F2,40,32.5,11.5
KING,293,F2,25.5,16,9
KING,294,F2,43.5,18,9.5
KING,296,F2,31,27.5,10
KING,297,F2,38.5,25,12.5
KING,298,F2,37.5,33.5,10.5
KING,299,F2,19,17.5,7.5
KING,3,F2,36.5,32.5,10
KING,30,F2,42.5,24.5,12
KING,300,F2,45,27,13
KING,301,F2,35.75,24.5,12
KING,302,F2,29,19.5,10.5
KING,303,F2,50,27,13
KING,304,F2,35,21.5,8.5
KING,305,F2,25.75,22.5,10.5
KING,306,F2,35.5,26.5,11
KING,307,F2,33.5,19,9.5
KING,308,F2,41,29,13
KING,31,F2,32.5,28.5,10
KING,310,F2,28,22,9.5
KING,311,F2,36.5,29,11
KING,312,F2,29.5,29.5,11
KING,313,F2,29.5,22.5,10
KING,314,F2,35,25,13.5
KING,315,F2,42.5,22.5,13
KING,317,F2,29.5,19.5,8.5
KING,318,F2,30.5,25,11.5
KING,319,F2,41.5,28.5,12.5
KING,32,F2,42.5,22,13
KING,320,F2,47.5,29,10.5
KING,321,F2,NA,NA,NA
KING,322,F2,46,28.5,9.5
KING,323,F2,47.5,33.5,14.5
KING,324,F2,35,32.5,11.5
KING,325,F2,26,28.5,10
KING,326,F2,29,33.5,11.5
KING,327,F2,25.5,15.5,9.5
KING,328,F2,28,24.5,10.5
KING,33,F2,38,27.5,12
KING,330,F2,31,20.5,11
KING,332,F2,35.5,23.25,13.5
KING,333,F2,29.5,29,9.5
KING,334,F2,44,28.75,11.5
KING,336,F2,44.5,29.5,15.5
KING,337,F2,41.5,22,10
KING,338,F2,34.5,21,13
KING,339,F2,29.5,19.5,8.5
KING,34,F2,40.5,28,12
KING,340,F2,25.5,21.5,9.5
KING,341,F2,31,28.5,13
KING,342,F2,37,17.5,9.5
KING,343,F2,25,23.5,10.5
KING,344,F2,45.5,28,13
KING,345,F2,37,16.5,9.5
KING,346,F2,33.5,18.5,10.5
KING,347,F2,28,24,10
KING,348,F2,53,32,12.5
KING,349,F2,45,39.5,11
KING,35,F2,28.5,25.5,11
KING,350,F2,37.5,32.5,12.5
KING,352,F2,36,19.5,12
KING,353,F2,24,20.5,8.5
KING,354,F2,23.5,22,5.5
KING,355,F2,42.5,22.5,12
KING,356,F2,32.5,24,9.5
KING,357,F2,NA,NA,NA
KING,358,F2,29,22,9.5
KING,359,F2,31,25,9
KING,36,F2,32,26.5,13
KING,360,F2,35,21.5,11.5
KING,361,F2,33,29.5,9.5
KING,362,F2,38.5,34.5,17
KING,363,F2,41,28.5,10.5
KING,364,F2,41.5,27,10.5
KING,365,F2,39,22,12
KING,366,F2,50,32.5,12.5
KING,367,F2,21.5,22,9
KING,368,F2,34,25,10.5
KING,369,F2,40.25,29.25,12
KING,37,F2,36,30.5,11.5
KING,370,F2,36.5,25,9
KING,371,F2,42.5,30,13.5
KING,372,F2,38.5,34.5,11
KING,373,F2,30,20.5,10
KING,374,F2,42,31,13
KING,375,F2,31,24,10.5
KING,376,F2,52,28.5,14
KING,377,F2,17,15.5,6
KING,378,F2,41.5,19,9
KING,379,F2,28,25.5,11.5
KING,38,F2,30,28,13
KING,380,F2,33.5,35,17.5
KING,381,F2,37.5,28,11
KING,382,F2,41.75,21,11.75
KING,383,F2,36.5,26.75,11
KING,384,F2,37,25,9
KING,385,F2,28.5,30,11
KING,386,F2,36.5,28,9.5
KING,387,F2,38,28,11
KING,389,F2,47,22.5,12.5
KING,39,F2,26.75,24.75,9
KING,390,F2,38,23,12
KING,391,F2,33.25,19.75,10
KING,392,F2,24,15.5,7.5
KING,393,F2,26.5,19,9
KING,395,F2,27.5,23,9.5
KING,397,F2,38.5,22.5,10
KING,398,F2,31,22.5,15
KING,4,F2,27.5,19,8
KING,40,F2,44.25,31,13.75
KING,400,F2,42.5,32,13
KING,402,F2,57.5,29.75,12.75
KING,403,F2,36,29,9.5
KING,404,F2,44.5,32,11.5
KING,41,F2,35,20,9
KING,411,F2,NA,NA,NA
KING,42,F2,33.5,23,10
KING,43,F2,42,31,14.5
KING,44,F2,31,19,10
KING,45,F2,41,24,11.5
KING,46,F2,35.5,25.5,11
KING,48,F2,37,23.5,12
KING,49,F2,36.5,24.5,11
KING,490,F2,NA,NA,NA
KING,5,F2,40,26,12
KING,50,F2,34,23,10
KING,523,F2,NA,NA,NA
KING,53,F2,32.5,26.5,12
KING,54,F2,61,35.5,14.5
KING,55,F2,42,25,11.75
KING,56,F2,45,25,13.5
KING,57,F2,27.5,18.5,9
KING,58,F2,40,24,11
KING,61,F2,32.5,23.5,11.5
KING,62,F2,44,30.5,12
KING,63,F2,37.5,25,11.5
KING,64,F2,24.5,21,9.5
KING,65,F2,36,28.5,10.5
KING,66,F2,42.5,28,12.5
KING,67,F2,33,21.75,8.75
KING,68,F2,35,33,13
KING,69,F2,29.5,25.5,10
KING,70,F2,31.5,25.5,13
KING,71,F2,25.5,26.25,10
KING,72,F2,36,28.5,11.5
KING,73,F2,34,28,12.5
KING,74,F2,44.5,34,20
KING,75,F2,46.25,29,13.5
KING,76,F2,26,18,6.666666667
KING,77,F2,31.5,20.5,9.5
KING,782,F2,NA,NA,NA
KING,79,F2,29.5,25,10
KING,8,F2,54.5,29.5,14.5
KING,80,F2,36.5,31,11.5
KING,81,F2,36.5,20,11.5
KING,83,F2,51,28.5,13
KING,84,F2,18.5,19,8.5
KING,85,F2,46.5,20,9
KING,86,F2,38,27.5,12
KING,87,F2,13,16.5,6.5
KING,88,F2,55,30.5,13
KING,89,F2,34,35.5,9.5
KING,9,F2,28,18.5,10.5
KING,90,F2,38.5,29.25,13.25
KING,91,F2,43,35.5,14
KING,92,F2,24.5,19,8
KING,93,F2,35.5,25,12.25
KING,94,F2,33,33,13
KING,96,F2,30.5,24.5,9.5
KING,97,F2,40.5,27,12
KING,98,F2,34,27.5,10
KING,99,F2,14.5,12.5,5.5
KING,AP13,F0,50.29411765,34.73529412,14.17647059
KING,DAC,F0,22.5,13.5,6.5
KING,VS16,F0,27.55555556,20.88888889,8.444444444
KING,WBC,F0,53.95,35.2,14.4
LINC,1,F2,44.7,29,9.5
LINC,100,F2,51.7,26,11.25
LINC,101,F2,50,26.5,12.5
LINC,103,F2,49.5,28,12.5
LINC,104,F2,41.2,22,10
LINC,105,F2,NA,NA,13
LINC,106,F2,49.7,27,10.5
LINC,107,F2,49.5,24,9.5
LINC,108,F2,45.5,24.5,11.5
LINC,11,F2,49.7,29.5,12.5
LINC,110,F2,48,30.5,11
LINC,111,F2,40,23,11.5
LINC,112,F2,53.7,28,14.5
LINC,113,F2,54.5,34,14
LINC,114,F2,50,33.5,14.5
LINC,115,F2,43,25.5,13.5
LINC,117,F2,53,34.5,16
LINC,118,F2,55.7,31.5,15
LINC,119,F2,55,39.5,13
LINC,12,F2,44.5,25,9.75
LINC,120,F2,44.25,24.25,11.75
LINC,122,F2,40,27.5,10.5
LINC,123,F2,45.85,27.5,11.25
LINC,124,F2,56.7,32,13.5
LINC,125,F2,42.35,22.75,9.5
LINC,126,F2,42.7,25.5,11.5
LINC,128,F2,45.7,31.5,12
LINC,13,F2,34,24.5,10
LINC,130,F2,51.25,21.75,12.5
LINC,131,F2,52.35,28,11.75
LINC,132,F2,52.5,28,11
LINC,134,F2,47.2,43.5,12.5
LINC,135,F2,49.75,24,12
LINC,137,F2,54.6,30.5,12.25
LINC,138,F2,57.2,33.5,14.5
LINC,139,F2,45,32,10.5
LINC,14,F2,37.7,29.5,10
LINC,141,F2,35,28,10.5
LINC,142,F2,35.2,28.5,12.5
LINC,143,F2,55.5,36,13
LINC,144,F2,44,24,9
LINC,145,F2,55.2,28.5,12.5
LINC,146,F2,39.2,31,12
LINC,147,F2,41.5,26.5,11.5
LINC,148,F2,42.2,19,10
LINC,15,F2,NA,NA,13
LINC,150,F2,37.7,26,9.5
LINC,151,F2,57.5,31,13
LINC,153,F2,47.6,36.25,12.25
LINC,154,F2,53,29,16
LINC,156,F2,39.5,26.5,11.5
LINC,157,F2,41,20.5,10.5
LINC,158,F2,39.7,26,10
LINC,159,F2,47.45,31,12.75
LINC,16,F2,49.2,25.5,11.5
LINC,161,F2,45,35,14.5
LINC,164,F2,58,36,12.5
LINC,166,F2,81,42,14
LINC,167,F2,53,33,13
LINC,168,F2,57.5,35.5,16.5
LINC,169,F2,44,31.5,11.5
LINC,17,F2,50.7,24,13
LINC,170,F2,56,30,11.5
LINC,171,F2,47.5,26,11
LINC,172,F2,54.5,36,13.5
LINC,173,F2,50,24.5,10.5
LINC,174,F2,44,25,12.5
LINC,175,F2,65.2,39,13.5
LINC,176,F2,55.7,37,15.5
LINC,177,F2,45.5,24,13.5
LINC,178,F2,57.5,36,12
LINC,179,F2,56.2,28.5,11
LINC,18,F2,46.7,21.5,9.5
LINC,181,F2,43.5,25,12.5
LINC,182,F2,58,30.5,16.5
LINC,183,F2,47,28.5,12.5
LINC,184,F2,57.7,32,13.5
LINC,185,F2,44,28.5,11.5
LINC,187,F2,48.5,23.5,10
LINC,188,F2,NA,NA,12.5
LINC,189,F2,53.5,32.5,12.5
LINC,19,F2,51,25,11.5
LINC,191,F2,43.5,31,11.5
LINC,193,F2,64.5,35,13.5
LINC,194,F2,70.2,35,13
LINC,195,F2,46.2,24.5,11
LINC,196,F2,47.7,35,17
LINC,197,F2,45.5,25,10.5
LINC,198,F2,54.5,25,10.5
LINC,199,F2,52.7,30.5,12
LINC,2,F2,49.5,28.5,12.5
LINC,20,F2,42.2,25.5,10
LINC,200,F2,62.2,32.5,13
LINC,201,F2,54.7,31.5,12.5
LINC,202,F2,46,24.5,10
LINC,203,F2,41,29.5,13
LINC,204,F2,44.2,35.5,12.5
LINC,206,F2,43,30,10.5
LINC,207,F2,42.6,29.5,11.75
LINC,208,F2,40,24,10
LINC,209,F2,42.7,29,11.5
LINC,21,F2,45.2,29,10
LINC,210,F2,51.7,32,13.5
LINC,213,F2,64.2,27.5,12
LINC,214,F2,NA,NA,12
LINC,216,F2,44.7,35,11
LINC,217,F2,46.5,28.5,12.5
LINC,218,F2,42.95,35.25,10.5
LINC,22,F2,39,21,10
