"SITE","LINE","FL50","HT","SITE2"
"LINC",26,"202.5","175","LINC"
"LINC",27,"*","*","LINC"
"LINC",28,"198","190","LINC"
"LINC",29,"197","170","LINC"
"LINC",30,"206.5","167.5","LINC"
"LINC",31,"193","155","LINC"
"LINC",32,"200.5","195","LINC"
"LINC",33,"188","145","LINC"
"LINC",34,"*","*","LINC"
"LINC",35,"203","200","LINC"
"LINC",36,"205","215","LINC"
"LINC",37,"208","180","LINC"
"LINC",38,"195","160","LINC"
"LINC",39,"192","145","LINC"
"LINC",40,"199.5","195","LINC"
"LINC",41,"196","155","LINC"
"LINC",42,"194","175","LINC"
"LINC",43,"203","185","LINC"
"LINC",44,"201","160","LINC"
"LINC",45,"*","*","LINC"
"LINC",46,"199","175","LINC"
"LINC",47,"*","*","LINC"
"LINC",48,"187","155","LINC"
"LINC",49,"*","*","LINC"
"LINC",50,"*","*","LINC"
"LINC",52,"194","165","LINC"
"LINC",53,"195","160","LINC"
"LINC",54,"203.5","167.5","LINC"
"LINC",55,"191","170","LINC"
"LINC",56,"193","175","LINC"
"LINC",57,"195","180","LINC"
"LINC",58,"194","160","LINC"
"LINC",59,"*","*","LINC"
"LINC",60,"*","*","LINC"
"LINC",61,"202","210","LINC"
"LINC",62,"196","155","LINC"
"LINC",63,"*","*","LINC"
"LINC",64,"200","160","LINC"
"LINC",65,"195","160","LINC"
"LINC",66,"209","220","LINC"
"LINC",67,"203","160","LINC"
"LINC",68,"196","175","LINC"
"LINC",69,"201","185","LINC"
"LINC",70,"193","170","LINC"
"LINC",71,"218","190","LINC"
"LINC",72,"194","170","LINC"
"LINC",73,"205","160","LINC"
"LINC",74,"209","210","LINC"
"LINC",75,"210","190","LINC"
"LINC",76,"208","155","LINC"
"LINC",77,"197","170","LINC"
"LINC",78,"196","175","LINC"
"LINC",79,"203.5","185","LINC"
"LINC",80,"195","165","LINC"
"LINC",81,"199","145","LINC"
"LINC",83,"205","167.5","LINC"
"LINC",84,"196","145","LINC"
"LINC",85,"196","155","LINC"
"LINC",86,"205","170","LINC"
"LINC",87,"197","160","LINC"
"LINC",88,"208","185","LINC"
"LINC",89,"201","165","LINC"
"LINC",90,"206.5","177.5","LINC"
"LINC",91,"215","205","LINC"
"LINC",93,"203","185","LINC"
"LINC",94,"189","155","LINC"
"LINC",95,"208","180","LINC"
"LINC",96,"*","*","LINC"
"LINC",97,"198","195","LINC"
"LINC",98,"*","*","LINC"
"LINC",99,"*","*","LINC"
"LINC",100,"203.5","170","LINC"
"LINC",101,"195","175","LINC"
"LINC",102,"*","*","LINC"
"LINC",103,"202","170","LINC"
"LINC",104,"197","145","LINC"
"LINC",105,"213","215","LINC"
"LINC",106,"194","175","LINC"
"LINC",107,"203","185","LINC"
"LINC",108,"196","150","LINC"
"LINC",110,"195","180","LINC"
"LINC",111,"187","160","LINC"
"LINC",112,"197","170","LINC"
"LINC",113,"201","190","LINC"
"LINC",114,"203","175","LINC"
"LINC",115,"222","145","LINC"
"LINC",116,"*","*","LINC"
"LINC",117,"202","190","LINC"
"LINC",118,"195","170","LINC"
"LINC",119,"211","180","LINC"
"LINC",120,"201.5","155","LINC"
"LINC",122,"194","155","LINC"
"LINC",123,"205.5","155","LINC"
"LINC",125,"196.5","170","LINC"
"LINC",126,"195","145","LINC"
"LINC",127,"*","*","LINC"
"LINC",128,"195","150","LINC"
"LINC",130,"195.5","192.5","LINC"
"LINC",131,"195.5","160","LINC"
"LINC",132,"198","180","LINC"
"LINC",134,"211","160","LINC"
"LINC",135,"197.5","172.5","LINC"
"LINC",136,"*","*","LINC"
"LINC",137,"206","177.5","LINC"
"LINC",138,"202","175","LINC"
"LINC",139,"193","130","LINC"
"LINC",141,"195","135","LINC"
"LINC",142,"200","170","LINC"
"LINC",143,"208","220","LINC"
"LINC",144,"193","160","LINC"
"LINC",145,"201","175","LINC"
"LINC",146,"195","155","LINC"
"LINC",147,"196","170","LINC"
"LINC",148,"211","150","LINC"
"LINC",150,"191","155","LINC"
"LINC",151,"199","170","LINC"
"LINC",152,"*","*","LINC"
"LINC",153,"203.5","187.5","LINC"
"LINC",154,"211","205","LINC"
"LINC",155,"*","*","LINC"
"LINC",156,"199","185","LINC"
"LINC",157,"197","160","LINC"
"LINC",158,"194","140","LINC"
"LINC",159,"198.5","175","LINC"
"LINC",160,"*","*","LINC"
"LINC",161,"197","160","LINC"
"LINC",163,"*","*","LINC"
"LINC",164,"203","155","LINC"
"LINC",165,"*","*","LINC"
"LINC",166,"211","220","LINC"
"LINC",167,"196","160","LINC"
"LINC",168,"202","200","LINC"
"LINC",169,"198","165","LINC"
"LINC",170,"197","165","LINC"
"LINC",171,"201.5","165","LINC"
"LINC",172,"199","185","LINC"
"LINC",173,"193","135","LINC"
"LINC",174,"204","160","LINC"
"LINC",175,"208.5","212.5","LINC"
"LINC",176,"197","170","LINC"
"LINC",177,"209","160","LINC"
"LINC",178,"196","170","LINC"
"LINC",179,"199","155","LINC"
"LINC",180,"*","*","LINC"
"LINC",181,"193","165","LINC"
"LINC",182,"200","210","LINC"
"LINC",184,"194","160","LINC"
"LINC",185,"191","155","LINC"
"LINC",186,"*","*","LINC"
"LINC",187,"201","185","LINC"
"LINC",188,"201","175","LINC"
"LINC",189,"204","215","LINC"
"LINC",190,"*","*","LINC"
"LINC",191,"194","160","LINC"
"LINC",192,"*","*","LINC"
"LINC",193,"210","180","LINC"
"LINC",194,"225","200","LINC"
"LINC",195,"193","175","LINC"
"LINC",196,"214","180","LINC"
"LINC",197,"197","175","LINC"
"LINC",198,"194","185","LINC"
"LINC",199,"199","190","LINC"
"LINC",200,"199","190","LINC"
"LINC",201,"201","165","LINC"
"LINC",202,"196","150","LINC"
"LINC",203,"207","155","LINC"
"LINC",204,"213","205","LINC"
"LINC",205,"*","*","LINC"
"LINC",206,"203","125","LINC"
"LINC",207,"196","165","LINC"
"LINC",208,"205","155","LINC"
"LINC",209,"195","140","LINC"
"LINC",210,"214","170","LINC"
"LINC",211,"*","*","LINC"
"LINC",212,"*","*","LINC"
"LINC",213,"211","215","LINC"
"LINC",214,"205","185","LINC"
"LINC",215,"*","*","LINC"
"LINC",216,"210","175","LINC"
"LINC",217,"187","165","LINC"
"LINC",218,"211","180","LINC"
"LINC",219,"*","*","LINC"
"LINC",220,"201","145","LINC"
"LINC",221,"213","180","LINC"
"LINC",222,"199","195","LINC"
"LINC",223,"210","180","LINC"
"LINC",224,"203","215","LINC"
"LINC",225,"*","*","LINC"
"LINC",226,"202","160","LINC"
"LINC",227,"196","150","LINC"
"LINC",228,"200","170","LINC"
"LINC",229,"198","180","LINC"
"LINC",230,"186","170","LINC"
"LINC",231,"193","155","LINC"
"LINC",232,"*","*","LINC"
"LINC",233,"195","170","LINC"
"LINC",234,"221","220","LINC"
"LINC",235,"195","165","LINC"
"LINC",236,"199","175","LINC"
"LINC",237,"197","175","LINC"
"LINC",238,"199","165","LINC"
"LINC",239,"210","215","LINC"
"LINC",240,"*","*","LINC"
"LINC",241,"*","*","LINC"
"LINC",242,"194","150","LINC"
"LINC",243,"194","165","LINC"
"LINC",244,"198","220","LINC"
"LINC",245,"201","165","LINC"
"LINC",246,"194","165","LINC"
"LINC",247,"220.5","167.5","LINC"
"LINC",248,"224","175","LINC"
"LINC",249,"200","200","LINC"
"LINC",250,"210","185","LINC"
"LINC",251,"203","170","LINC"
"LINC",252,"203","165","LINC"
"LINC",253,"*","*","LINC"
"LINC",254,"192","140","LINC"
"LINC",255,"195","152.5","LINC"
"LINC",256,"217","175","LINC"
"LINC",257,"214.5","162.5","LINC"
"LINC",258,"196","150","LINC"
"LINC",259,"196","165","LINC"
"LINC",260,"195","175","LINC"
"LINC",261,"*","*","LINC"
"LINC",262,"*","*","LINC"
"LINC",263,"208","195","LINC"
"LINC",264,"199","220","LINC"
"LINC",265,"194","157.5","LINC"
"LINC",266,"*","*","LINC"
"LINC",267,"202.5","170","LINC"
"LINC",268,"196","135","LINC"
"LINC",269,"192","145","LINC"
"LINC",270,"202","225","LINC"
"LINC",271,"*","*","LINC"
"LINC",272,"195","165","LINC"
"LINC",273,"*","*","LINC"
"LINC",274,"205","180","LINC"
"LINC",275,"196","155","LINC"
"LINC",276,"*","*","LINC"
"LINC",277,"211","172.5","LINC"
"LINC",278,"*","*","LINC"
"LINC",279,"199","145","LINC"
"LINC",280,"212","165","LINC"
"LINC",281,"193","145","LINC"
"LINC",282,"195","190","LINC"
"LINC",283,"199","145","LINC"
"LINC",284,"197","180","LINC"
"LINC",285,"*","*","LINC"
"LINC",286,"*","*","LINC"
"LINC",287,"204","165","LINC"
"LINC",288,"*","*","LINC"
"LINC",289,"201","185","LINC"
"LINC",290,"204","170","LINC"
"LINC",291,"*","*","LINC"
"LINC",292,"195","175","LINC"
"LINC",293,"195","165","LINC"
"LINC",294,"189","150","LINC"
"LINC",296,"202","180","LINC"
"LINC",297,"210","150","LINC"
"LINC",298,"194","140","LINC"
"LINC",299,"201","195","LINC"
"LINC",300,"*","*","LINC"
"LINC",301,"197","155","LINC"
"LINC",302,"192","135","LINC"
"LINC",303,"210","210","LINC"
"LINC",304,"201","165","LINC"
"LINC",305,"192","170","LINC"
"LINC",306,"196","180","LINC"
"LINC",307,"201","190","LINC"
"LINC",308,"202","170","LINC"
"LINC",310,"209","155","LINC"
"LINC",311,"198","145","LINC"
"LINC",312,"210","175","LINC"
"LINC",313,"194","185","LINC"
"LINC",314,"187","165","LINC"
"LINC",315,"194","185","LINC"
"LINC",316,"*","*","LINC"
"LINC",317,"199","160","LINC"
"LINC",318,"202","175","LINC"
"LINC",319,"*","*","LINC"
"LINC",320,"198","165","LINC"
"LINC",322,"197","185","LINC"
"LINC",323,"*","*","LINC"
"LINC",324,"194","165","LINC"
"LINC",325,"202","205","LINC"
"LINC",326,"206","180","LINC"
"LINC",327,"*","*","LINC"
"LINC",328,"209","235","LINC"
"LINC",330,"196","185","LINC"
"LINC",332,"197","140","LINC"
"LINC",333,"221","185","LINC"
"LINC",334,"203.5","185","LINC"
"LINC",335,"*","*","LINC"
"LINC",336,"213","155","LINC"
"LINC",337,"187","145","LINC"
"LINC",338,"*","*","LINC"
"LINC",339,"205","165","LINC"
"LINC",340,"205","170","LINC"
"LINC",341,"187","135","LINC"
"LINC",342,"193","170","LINC"
"LINC",343,"194","155","LINC"
"LINC",344,"*","*","LINC"
"LINC",345,"195","145","LINC"
"LINC",346,"195","170","LINC"
"LINC",347,"209","135","LINC"
"LINC",349,"216","160","LINC"
"LINC",350,"201","160","LINC"
"LINC",352,"*","150","LINC"
"LINC",353,"210","185","LINC"
"LINC",354,"205","160","LINC"
"LINC",355,"*","*","LINC"
"LINC",356,"195","162.5","LINC"
"LINC",358,"198.5","165","LINC"
"LINC",359,"203","185","LINC"
"LINC",360,"197","170","LINC"
"LINC",361,"198","155","LINC"
"LINC",362,"*","*","LINC"
"LINC",363,"199","167.5","LINC"
"LINC",364,"196","180","LINC"
"LINC",365,"195","165","LINC"
"LINC",366,"205.5","195","LINC"
"LINC",367,"199","160","LINC"
"LINC",368,"196","155","LINC"
"LINC",369,"198","225","LINC"
"LINC",370,"207","175","LINC"
"LINC",371,"199","165","LINC"
"LINC",372,"200","175","LINC"
"LINC",373,"202","175","LINC"
"LINC",374,"201","160","LINC"
"LINC",375,"201","190","LINC"
"LINC",376,"*","*","LINC"
"LINC",377,"*","*","LINC"
"LINC",378,"210","230","LINC"
"LINC",379,"209","205","LINC"
"LINC",380,"205","190","LINC"
"LINC",381,"200","170","LINC"
"LINC",382,"199","170","LINC"
"LINC",383,"200","195","LINC"
"LINC",384,"187","150","LINC"
"LINC",386,"198","190","LINC"
"LINC",388,"196","170","LINC"
"LINC",389,"200","195","LINC"
"LINC",390,"225","165","LINC"
"LINC",391,"194","185","LINC"
"LINC",392,"197","165","LINC"
"LINC",393,"198.5","172.5","LINC"
"LINC",394,"188","130","LINC"
"LINC",395,"203","170","LINC"
"LINC",396,"199","170","LINC"
"LINC",397,"203","165","LINC"
"LINC",398,"199","150","LINC"
"LINC",399,"195","145","LINC"
"LINC",400,"201","185","LINC"
"LINC",402,"213","180","LINC"
"LINC",403,"194","150","LINC"
"LINC",404,"195.5","147.5","LINC"
"MNHT",1,"167","155","MNHT"
"MNHT",2,"207","190","MNHT"
"MNHT",3,"179","180","MNHT"
"MNHT",4,"203","195","MNHT"
"MNHT",5,"186","170","MNHT"
"MNHT",7,"182","160","MNHT"
"MNHT",8,"193","150","MNHT"
"MNHT",9,"182","180","MNHT"
"MNHT",10,"172","160","MNHT"
"MNHT",11,"194","170","MNHT"
"MNHT",12,"191","145","MNHT"
"MNHT",13,"209","180","MNHT"
"MNHT",14,"*","*","MNHT"
"MNHT",15,"204","220","MNHT"
"MNHT",16,"*","*","MNHT"
"MNHT",17,"202","212.5","MNHT"
"MNHT",18,"*","*","MNHT"
"MNHT",19,"189","165","MNHT"
"MNHT",20,"182","155","MNHT"
"MNHT",21,"180","175","MNHT"
"MNHT",22,"*","*","MNHT"
"MNHT",23,"204","217.5","MNHT"
"MNHT",24,"195","170","MNHT"
"MNHT",25,"188","170","MNHT"
"MNHT",26,"202","205","MNHT"
"MNHT",27,"183","160","MNHT"
"MNHT",28,"189","180","MNHT"
"MNHT",29,"*","*","MNHT"
"MNHT",30,"193","190","MNHT"
"MNHT",31,"*","*","MNHT"
"MNHT",32,"197","190","MNHT"
"MNHT",33,"172","155","MNHT"
"MNHT",34,"179","190","MNHT"
"MNHT",35,"194","185","MNHT"
"MNHT",36,"202","180","MNHT"
"MNHT",37,"200","165","MNHT"
"MNHT",38,"184.5","170","MNHT"
"MNHT",39,"173","152.5","MNHT"
"MNHT",40,"193","205","MNHT"
"MNHT",41,"179.5","165","MNHT"
"MNHT",42,"188.5","172.5","MNHT"
"MNHT",43,"195","200","MNHT"
"MNHT",44,"200","182.5","MNHT"
"MNHT",45,"*","*","MNHT"
"MNHT",46,"196","220","MNHT"
"MNHT",47,"*","*","MNHT"
"MNHT",48,"169","155","MNHT"
"MNHT",49,"193","175","MNHT"
"MNHT",50,"194","165","MNHT"
"MNHT",52,"174","150","MNHT"
"MNHT",53,"193","180","MNHT"
"MNHT",54,"197","170","MNHT"
"MNHT",55,"174","170","MNHT"
"MNHT",56,"*","*","MNHT"
"MNHT",57,"189","200","MNHT"
"MNHT",58,"*","*","MNHT"
"MNHT",59,"181","150","MNHT"
"MNHT",60,"178","150","MNHT"
"MNHT",61,"192","230","MNHT"
"MNHT",62,"194","192.5","MNHT"
"MNHT",63,"177","160","MNHT"
"MNHT",64,"*","*","MNHT"
"MNHT",65,"192","180","MNHT"
"MNHT",66,"205.5","230","MNHT"
"MNHT",67,"188","165","MNHT"
"MNHT",68,"190","200","MNHT"
"MNHT",69,"199","195","MNHT"
"MNHT",70,"*","*","MNHT"
"MNHT",71,"211","195","MNHT"
"MNHT",72,"178","165","MNHT"
"MNHT",73,"193","175","MNHT"
"MNHT",74,"198","230","MNHT"
"MNHT",75,"202","210","MNHT"
"MNHT",76,"199","145","MNHT"
"MNHT",77,"*","*","MNHT"
"MNHT",78,"*","*","MNHT"
"MNHT",79,"194","180","MNHT"
"MNHT",80,"181","165","MNHT"
"MNHT",81,"*","*","MNHT"
"MNHT",83,"196","170","MNHT"
"MNHT",84,"178","140","MNHT"
"MNHT",85,"192.5","195","MNHT"
"MNHT",86,"199","160","MNHT"
"MNHT",87,"188","162.5","MNHT"
"MNHT",88,"208","190","MNHT"
"MNHT",89,"178.5","172.5","MNHT"
"MNHT",90,"208","170","MNHT"
"MNHT",91,"204","210","MNHT"
"MNHT",93,"198","180","MNHT"
"MNHT",94,"182","155","MNHT"
"MNHT",95,"*","*","MNHT"
"MNHT",96,"*","*","MNHT"
"MNHT",97,"191","195","MNHT"
"MNHT",98,"*","*","MNHT"
"MNHT",99,"197","170","MNHT"
"MNHT",100,"200","190","MNHT"
"MNHT",101,"186","165","MNHT"
"MNHT",102,"198.5","175","MNHT"
"MNHT",103,"202","165","MNHT"
"MNHT",104,"184","147.5","MNHT"
"MNHT",105,"198","220","MNHT"
"MNHT",106,"189","175","MNHT"
"MNHT",107,"193.5","187.5","MNHT"
"MNHT",108,"*","*","MNHT"
"MNHT",110,"179","175","MNHT"
"MNHT",111,"175","147.5","MNHT"
"MNHT",112,"192","180","MNHT"
"MNHT",113,"198","210","MNHT"
"MNHT",114,"202","202.5","MNHT"
"MNHT",115,"*","*","MNHT"
"MNHT",116,"196","180","MNHT"
"MNHT",117,"195","180","MNHT"
"MNHT",118,"194","200","MNHT"
"MNHT",119,"204.5","182.5","MNHT"
"MNHT",120,"182","195","MNHT"
"MNHT",122,"177","165","MNHT"
"MNHT",123,"197","175","MNHT"
"MNHT",125,"194","170","MNHT"
"MNHT",126,"*","*","MNHT"
"MNHT",127,"177","165","MNHT"
"MNHT",128,"187","165","MNHT"
"MNHT",130,"189","210","MNHT"
"MNHT",131,"178","165","MNHT"
"MNHT",132,"195","185","MNHT"
"MNHT",134,"198","170","MNHT"
"MNHT",135,"180","180","MNHT"
"MNHT",136,"*","*","MNHT"
"MNHT",137,"200","220","MNHT"
"MNHT",138,"186","195","MNHT"
"MNHT",139,"178","130","MNHT"
"MNHT",141,"182","185","MNHT"
"MNHT",142,"192","175","MNHT"
"MNHT",143,"214","180","MNHT"
"MNHT",144,"*","*","MNHT"
"MNHT",145,"210","200","MNHT"
"MNHT",146,"*","*","MNHT"
"MNHT",147,"194","185","MNHT"
"MNHT",148,"*","*","MNHT"
"MNHT",150,"177","150","MNHT"
"MNHT",151,"184","165","MNHT"
"MNHT",152,"194","140","MNHT"
"MNHT",153,"196","180","MNHT"
"MNHT",154,"200","190","MNHT"
"MNHT",155,"202","180","MNHT"
"MNHT",156,"182","170","MNHT"
"MNHT",157,"189","160","MNHT"
"MNHT",158,"181","140","MNHT"
"MNHT",159,"196","200","MNHT"
"MNHT",160,"*","*","MNHT"
"MNHT",161,"183","160","MNHT"
"MNHT",163,"179","145","MNHT"
"MNHT",164,"186.5","170","MNHT"
"MNHT",165,"*","*","MNHT"
"MNHT",166,"206","230","MNHT"
"MNHT",167,"191","145","MNHT"
"MNHT",168,"200","165","MNHT"
"MNHT",169,"194","175","MNHT"
"MNHT",170,"189","170","MNHT"
"MNHT",171,"177","165","MNHT"
"MNHT",172,"194","190","MNHT"
"MNHT",173,"172","150","MNHT"
"MNHT",174,"172","175","MNHT"
"MNHT",175,"204","220","MNHT"
"MNHT",176,"192","175","MNHT"
"MNHT",177,"198","190","MNHT"
"MNHT",178,"191","190","MNHT"
"MNHT",179,"183","160","MNHT"
"MNHT",180,"194","182.5","MNHT"
"MNHT",181,"172","175","MNHT"
"MNHT",182,"199","220","MNHT"
"MNHT",184,"191","150","MNHT"
"MNHT",185,"175","155","MNHT"
"MNHT",186,"209","180","MNHT"
"MNHT",187,"176","150","MNHT"
"MNHT",188,"198","180","MNHT"
"MNHT",189,"*","*","MNHT"
"MNHT",190,"*","*","MNHT"
"MNHT",191,"187","180","MNHT"
"MNHT",192,"200","175","MNHT"
"MNHT",193,"202","200","MNHT"
"MNHT",194,"211","190","MNHT"
"MNHT",195,"183","165","MNHT"
"MNHT",196,"206","210","MNHT"
"MNHT",197,"196","195","MNHT"
"MNHT",198,"179","190","MNHT"
"MNHT",199,"190.5","197.5","MNHT"
"MNHT",200,"191","190","MNHT"
"MNHT",201,"*","*","MNHT"
"MNHT",202,"177","165","MNHT"
"MNHT",203,"194","160","MNHT"
"MNHT",204,"170","155","MNHT"
"MNHT",205,"189","145","MNHT"
"MNHT",206,"*","*","MNHT"
"MNHT",207,"183","185","MNHT"
"MNHT",208,"*","*","MNHT"
"MNHT",209,"182","145","MNHT"
"MNHT",210,"209","180","MNHT"
"MNHT",211,"196","190","MNHT"
"MNHT",212,"187.5","185","MNHT"
"MNHT",213,"210","195","MNHT"
"MNHT",214,"*","*","MNHT"
"MNHT",215,"209","175","MNHT"
"MNHT",216,"209","195","MNHT"
"MNHT",217,"*","*","MNHT"
"MNHT",218,"207","200","MNHT"
"MNHT",219,"204","215","MNHT"
"MNHT",220,"179","170","MNHT"
"MNHT",221,"170","147.5","MNHT"
"MNHT",222,"190","200","MNHT"
"MNHT",223,"200.5","190","MNHT"
"MNHT",224,"195","230","MNHT"
"MNHT",225,"182","190","MNHT"
"MNHT",226,"196","165","MNHT"
"MNHT",227,"192","155","MNHT"
"MNHT",228,"182","170","MNHT"
"MNHT",229,"183","167.5","MNHT"
"MNHT",230,"178","185","MNHT"
"MNHT",231,"179","160","MNHT"
"MNHT",232,"179","200","MNHT"
"MNHT",233,"202","185","MNHT"
"MNHT",234,"206","220","MNHT"
"MNHT",235,"181.5","175","MNHT"
"MNHT",236,"182","175","MNHT"
"MNHT",237,"190","182.5","MNHT"
"MNHT",238,"193","165","MNHT"
"MNHT",239,"206","230","MNHT"
"MNHT",240,"189","180","MNHT"
"MNHT",241,"206","200","MNHT"
"MNHT",242,"181","170","MNHT"
"MNHT",243,"186","150","MNHT"
"MNHT",244,"193","225","MNHT"
"MNHT",245,"202","177.5","MNHT"
"MNHT",246,"193","160","MNHT"
"MNHT",247,"201","210","MNHT"
"MNHT",248,"206","190","MNHT"
"MNHT",249,"194","210","MNHT"
"MNHT",250,"202","195","MNHT"
"MNHT",251,"204","190","MNHT"
"MNHT",252,"193","175","MNHT"
"MNHT",253,"180","195","MNHT"
"MNHT",254,"183","145","MNHT"
"MNHT",255,"183","170","MNHT"
"MNHT",256,"*","180","MNHT"
"MNHT",257,"192","180","MNHT"
"MNHT",258,"181","160","MNHT"
"MNHT",259,"*","*","MNHT"
"MNHT",260,"186","175","MNHT"
"MNHT",261,"195","190","MNHT"
"MNHT",262,"197","165","MNHT"
"MNHT",263,"202.5","185","MNHT"
"MNHT",264,"194","205","MNHT"
"MNHT",265,"190","160","MNHT"
"MNHT",266,"*","*","MNHT"
"MNHT",267,"198","170","MNHT"
"MNHT",268,"*","*","MNHT"
"MNHT",269,"*","*","MNHT"
"MNHT",270,"194","210","MNHT"
"MNHT",271,"198.5","167.5","MNHT"
"MNHT",272,"192","175","MNHT"
"MNHT",273,"*","*","MNHT"
"MNHT",274,"194","190","MNHT"
"MNHT",275,"194.5","157.5","MNHT"
"MNHT",276,"*","*","MNHT"
"MNHT",277,"206","165","MNHT"
"MNHT",278,"195","185","MNHT"
"MNHT",279,"200","165","MNHT"
"MNHT",280,"209","170","MNHT"
"MNHT",281,"*","*","MNHT"
"MNHT",282,"189","185","MNHT"
"MNHT",283,"186","160","MNHT"
"MNHT",284,"190","195","MNHT"
"MNHT",285,"204","215","MNHT"
"MNHT",286,"170","170","MNHT"
"MNHT",287,"200","170","MNHT"
"MNHT",288,"198","175","MNHT"
"MNHT",289,"194","190","MNHT"
"MNHT",290,"199.5","152.5","MNHT"
"MNHT",291,"*","*","MNHT"
"MNHT",292,"199","220","MNHT"
"MNHT",293,"191","150","MNHT"
"MNHT",294,"177","165","MNHT"
"MNHT",296,"200","170","MNHT"
"MNHT",297,"193","185","MNHT"
"MNHT",298,"190","145","MNHT"
"MNHT",299,"200","190","MNHT"
"MNHT",300,"*","*","MNHT"
"MNHT",301,"179","165","MNHT"
"MNHT",302,"169","150","MNHT"
"MNHT",303,"196","220","MNHT"
"MNHT",304,"198","170","MNHT"
"MNHT",305,"195","180","MNHT"
"MNHT",306,"*","*","MNHT"
"MNHT",307,"193","180","MNHT"
"MNHT",308,"192","195","MNHT"
"MNHT",310,"203","160","MNHT"
"MNHT",311,"182","180","MNHT"
"MNHT",312,"203","220","MNHT"
"MNHT",313,"189","190","MNHT"
"MNHT",314,"175","160","MNHT"
"MNHT",315,"196","170","MNHT"
"MNHT",316,"*","*","MNHT"
"MNHT",317,"194","175","MNHT"
"MNHT",318,"193","195","MNHT"
"MNHT",319,"179","160","MNHT"
"MNHT",320,"194","185","MNHT"
"MNHT",322,"181","180","MNHT"
"MNHT",323,"190","170","MNHT"
"MNHT",324,"189","175","MNHT"
"MNHT",325,"198","175","MNHT"
"MNHT",326,"197","170","MNHT"
"MNHT",327,"200","160","MNHT"
"MNHT",328,"202","225","MNHT"
"MNHT",330,"180","175","MNHT"
"MNHT",332,"188","150","MNHT"
"MNHT",333,"215","200","MNHT"
"MNHT",334,"199","215","MNHT"
"MNHT",335,"*","*","MNHT"
"MNHT",336,"207","172.5","MNHT"
"MNHT",337,"179","145","MNHT"
"MNHT",338,"194","210","MNHT"
"MNHT",339,"190","175","MNHT"
"MNHT",340,"200","160","MNHT"
"MNHT",341,"175.5","155","MNHT"
"MNHT",342,"176","170","MNHT"
"MNHT",343,"179.5","157.5","MNHT"
"MNHT",344,"209","175","MNHT"
"MNHT",345,"175","140","MNHT"
"MNHT",346,"186","165","MNHT"
"MNHT",347,"180","140","MNHT"
"MNHT",349,"*","*","MNHT"
"MNHT",350,"206","155","MNHT"
"MNHT",352,"205","190","MNHT"
"MNHT",353,"196","200","MNHT"
"MNHT",354,"195","170","MNHT"
"MNHT",355,"194","165","MNHT"
"MNHT",356,"179","170","MNHT"
"MNHT",358,"192","160","MNHT"
"MNHT",359,"200.5","177.5","MNHT"
"MNHT",360,"179","170","MNHT"
"MNHT",361,"194","160","MNHT"
"MNHT",362,"*","*","MNHT"
"MNHT",363,"*","*","MNHT"
"MNHT",364,"190.5","195","MNHT"
"MNHT",365,"181","175","MNHT"
"MNHT",366,"196","205","MNHT"
"MNHT",367,"196","170","MNHT"
"MNHT",368,"189","165","MNHT"
"MNHT",369,"194.5","222.5","MNHT"
"MNHT",370,"201","180","MNHT"
"MNHT",371,"196","160","MNHT"
"MNHT",372,"*","*","MNHT"
"MNHT",373,"196","190","MNHT"
"MNHT",374,"*","*","MNHT"
"MNHT",375,"198","190","MNHT"
"MNHT",376,"*","*","MNHT"
"MNHT",377,"200","205","MNHT"
"MNHT",378,"205","225","MNHT"
"MNHT",379,"210","205","MNHT"
"MNHT",380,"198","180","MNHT"
"MNHT",381,"196","165","MNHT"
"MNHT",382,"196","190","MNHT"
"MNHT",383,"195","210","MNHT"
"MNHT",384,"174","150","MNHT"
"MNHT",386,"192","177.5","MNHT"
"MNHT",388,"192.5","190","MNHT"
"MNHT",389,"193","187.5","MNHT"
"MNHT",390,"207","220","MNHT"
"MNHT",391,"*","*","MNHT"
"MNHT",392,"188","170","MNHT"
"MNHT",393,"193","185","MNHT"
"MNHT",394,"*","*","MNHT"
"MNHT",395,"191","180","MNHT"
"MNHT",396,"188","170","MNHT"
"MNHT",397,"196","160","MNHT"
"MNHT",398,"192","195","MNHT"
"MNHT",399,"182","180","MNHT"
"MNHT",400,"199","200","MNHT"
"MNHT",402,"203","175","MNHT"
"MNHT",403,"190","150","MNHT"
"MNHT",404,"178","160","MNHT"
"OVTN",1,"144","133","OVTN"
"OVTN",2,"*","*","OVTN"
"OVTN",3,"148","156","OVTN"
"OVTN",4,"177","171.5","OVTN"
"OVTN",5,"182.5","164","OVTN"
"OVTN",7,"145","155","OVTN"
"OVTN",8,"168","157","OVTN"
"OVTN",9,"150","155","OVTN"
"OVTN",10,"144","145","OVTN"
"OVTN",11,"168","162.5","OVTN"
"OVTN",12,"158","139","OVTN"
"OVTN",13,"163","170","OVTN"
"OVTN",14,"152","155","OVTN"
"OVTN",15,"200","192","OVTN"
"OVTN",16,"167","175","OVTN"
"OVTN",17,"181","186","OVTN"
"OVTN",18,"145","160","OVTN"
"OVTN",19,"151","164","OVTN"
"OVTN",20,"150","183","OVTN"
"OVTN",21,"*","*","OVTN"
"OVTN",22,"143","146","OVTN"
"OVTN",23,"215","211","OVTN"
"OVTN",24,"*","*","OVTN"
"OVTN",25,"157","155","OVTN"
"OVTN",26,"193","201","OVTN"
"OVTN",27,"144","161","OVTN"
