"SITE","LINE","FL50","HT","TC","SITE2"
"KING",236,"113","120","79","KING"
"KING",237,"113","130","121","KING"
"KING",238,"127","125","33","KING"
"KING",239,"111","140","102","KING"
"KING",240,"111","110","186","KING"
"KING",241,"113","135","159","KING"
"KING",242,"113","105","61","KING"
"KING",243,"113","125","169","KING"
"KING",244,"120","135","70","KING"
"KING",245,"127","110","44","KING"
"KING",246,"*","*","*","KING"
"KING",247,"111","120","104","KING"
"KING",248,"123","135","132","KING"
"KING",249,"113","102.5","237","KING"
"KING",250,"111","125","130","KING"
"KING",251,"111","125","165","KING"
"KING",252,"111","120","75","KING"
"KING",253,"111","145","204","KING"
"KING",254,"111","110","107","KING"
"KING",255,"123","110","41","KING"
"KING",256,"125","130","52","KING"
"KING",257,"115","107.5","89.5","KING"
"KING",258,"111","120","356","KING"
"KING",259,"111","120","137","KING"
"KING",260,"120","110","70","KING"
"KING",261,"123","90","20","KING"
"KING",262,"123","125","118","KING"
"KING",263,"111","125","205","KING"
"KING",264,"113","130","68","KING"
"KING",265,"119","105","46.5","KING"
"KING",266,"117","125","192","KING"
"KING",267,"134","140","98","KING"
"KING",268,"*","*","*","KING"
"KING",269,"113","95","121","KING"
"KING",270,"113","135","126","KING"
"KING",271,"113","120","43","KING"
"KING",272,"111","95","60","KING"
"KING",273,"*","*","*","KING"
"KING",274,"127","125","32","KING"
"KING",275,"111","110","127","KING"
"KING",276,"111","*","*","KING"
"KING",277,"113","110","219","KING"
"KING",278,"113","110","240","KING"
"KING",279,"115","122.5","42.5","KING"
"KING",280,"111","130","180","KING"
"KING",281,"111","115","217","KING"
"KING",282,"139","110","127","KING"
"KING",283,"111","120","145.5","KING"
"KING",284,"123","140","92","KING"
"KING",285,"113","120","244","KING"
"KING",286,"113","110","64","KING"
"KING",287,"*","*","*","KING"
"KING",288,"111","115","119","KING"
"KING",289,"127","110","28","KING"
"KING",290,"127","95","31","KING"
"KING",291,"127","155","80","KING"
"KING",292,"111","110","178","KING"
"KING",293,"111","100","102","KING"
"KING",294,"111","120","187","KING"
"KING",296,"117","100","70","KING"
"KING",297,"111","125","172","KING"
"KING",298,"113","95","118","KING"
"KING",299,"132","100","10","KING"
"KING",300,"139","120","78","KING"
"KING",301,"111","107.5","35","KING"
"KING",302,"111","105","85","KING"
"KING",303,"113","145","130","KING"
"KING",304,"123","135","175","KING"
"KING",305,"112","97.5","42.5","KING"
"KING",306,"111","90","37","KING"
"KING",307,"111","95","209","KING"
"KING",308,"113","115","138","KING"
"KING",310,"113","100","60","KING"
"KING",311,"111","115","46","KING"
"KING",312,"120","130","129","KING"
"KING",313,"117","110","84","KING"
"KING",314,"111","110","73","KING"
"KING",315,"127","115","91","KING"
"KING",316,"*","*","*","KING"
"KING",317,"117","110","89","KING"
"KING",318,"120","135","119","KING"
"KING",319,"111","125","149","KING"
"KING",320,"117","135","95","KING"
"KING",322,"117","140","213","KING"
"KING",323,"113","115","183","KING"
"KING",324,"117","110","78","KING"
"KING",325,"125","120","129","KING"
"KING",326,"111","110","91","KING"
"KING",327,"111","85","59","KING"
"KING",328,"113","130","87","KING"
"KING",330,"111","115","145","KING"
"KING",332,"111","100","33","KING"
"KING",333,"113","100","22","KING"
"KING",334,"121.5","125","150.5","KING"
"KING",335,"*","*","*","KING"
"KING",336,"123","105","12","KING"
"KING",337,"130","100","50","KING"
"KING",338,"111","120","79","KING"
"KING",339,"113","85","32","KING"
"KING",340,"113","95","115","KING"
"KING",341,"113","100","45","KING"
"KING",342,"111","115","81","KING"
"KING",343,"111","100","56","KING"
"KING",344,"158","120","50","KING"
"KING",345,"111","90","46","KING"
"KING",346,"113","115","90","KING"
"KING",347,"111","90","73","KING"
"KING",349,"111","125","115","KING"
"KING",350,"120","130","114","KING"
"KING",352,"123","135","212","KING"
"KING",353,"130","120","99","KING"
"KING",354,"113","100","55","KING"
"KING",355,"137","120","90","KING"
"KING",356,"113","110","105","KING"
"KING",358,"120","110","87","KING"
"KING",359,"123","110","141","KING"
"KING",360,"123","110","74","KING"
"KING",361,"111","85","89","KING"
"KING",362,"113","155","156","KING"
"KING",363,"111","127.5","91","KING"
"KING",364,"113","102.5","160","KING"
"KING",365,"111","130","157","KING"
"KING",366,"111","140","98","KING"
"KING",367,"113","130","187","KING"
"KING",368,"111","105","48","KING"
"KING",369,"113","125","127.5","KING"
"KING",370,"111","105","55","KING"
"KING",371,"113","115","53","KING"
"KING",372,"111","115","149","KING"
"KING",373,"111","110","133","KING"
"KING",374,"111","130","143","KING"
"KING",375,"117","125","65","KING"
"KING",376,"113","120","105","KING"
"KING",377,"117","*","26","KING"
"KING",378,"111","120","22","KING"
"KING",379,"117","125","27","KING"
"KING",380,"111","115","102","KING"
"KING",381,"113","115","266","KING"
"KING",382,"112","125","139","KING"
"KING",383,"112","130","104.5","KING"
"KING",384,"111","110","81","KING"
"KING",386,"111","105","52","KING"
"KING",388,"*","*","*","KING"
"KING",389,"125","130","184","KING"
"KING",390,"123","120","47","KING"
"KING",391,"113","102.5","40.5","KING"
"KING",392,"117","100","43","KING"
"KING",393,"125","145","181","KING"
"KING",394,"*","*","*","KING"
"KING",395,"120","105","34","KING"
"KING",396,"*","*","*","KING"
"KING",397,"111","120","143","KING"
"KING",398,"111","105","68","KING"
"KING",399,"*","*","*","KING"
"KING",400,"113","120","31","KING"
"KING",402,"131","125","121.5","KING"
"KING",403,"111","105","212","KING"
"KING",404,"125","120","64","KING"
"LINC",1,"187","145","283","LINC"
"LINC",2,"208","165","305","LINC"
"LINC",3,"195","165","205","LINC"
"LINC",4,"210","200","151","LINC"
"LINC",5,"196","160","99","LINC"
"LINC",7,"193","140","141","LINC"
"LINC",8,"199","140","47","LINC"
"LINC",9,"195","170","230","LINC"
"LINC",10,"*","*","*","LINC"
"LINC",11,"211","155","99","LINC"
"LINC",12,"197","165","147","LINC"
"LINC",13,"234","140","33","LINC"
"LINC",14,"194","165","122","LINC"
"LINC",15,"210","220","208","LINC"
"LINC",16,"198","180","74","LINC"
"LINC",17,"208","205","201","LINC"
"LINC",18,"192","150","169","LINC"
"LINC",19,"198","175","261","LINC"
"LINC",20,"194","165","238","LINC"
"LINC",21,"193","175","133","LINC"
"LINC",22,"189","140","166","LINC"
"LINC",23,"189","135","173","LINC"
"LINC",24,"205","175","156","LINC"
"LINC",25,"201","160","267","LINC"
"LINC",26,"202.5","175","156","LINC"
"LINC",27,"*","*","*","LINC"
"LINC",28,"198","190","243","LINC"
"LINC",29,"197","170","205","LINC"
"LINC",30,"206.5","167.5","122.5","LINC"
"LINC",31,"193","155","333","LINC"
"LINC",32,"200.5","195","211","LINC"
"LINC",33,"188","145","191","LINC"
"LINC",34,"*","*","*","LINC"
"LINC",35,"203","200","227","LINC"
"LINC",36,"205","215","150","LINC"
"LINC",37,"208","180","202","LINC"
"LINC",38,"195","160","108","LINC"
"LINC",39,"192","145","141","LINC"
"LINC",40,"199.5","195","124","LINC"
"LINC",41,"196","155","227","LINC"
"LINC",42,"194","175","212","LINC"
"LINC",43,"203","185","164","LINC"
"LINC",44,"201","160","291","LINC"
"LINC",45,"*","*","*","LINC"
"LINC",46,"199","175","122","LINC"
"LINC",47,"*","*","*","LINC"
"LINC",48,"187","155","130","LINC"
"LINC",49,"*","*","*","LINC"
"LINC",50,"*","*","*","LINC"
"LINC",52,"194","165","106","LINC"
"LINC",53,"195","160","190","LINC"
"LINC",54,"203.5","167.5","127","LINC"
"LINC",55,"191","170","145","LINC"
"LINC",56,"193","175","166","LINC"
"LINC",57,"195","180","138","LINC"
"LINC",58,"194","160","197","LINC"
"LINC",59,"*","*","*","LINC"
"LINC",60,"*","*","*","LINC"
"LINC",61,"202","210","146","LINC"
"LINC",62,"196","155","90","LINC"
"LINC",63,"*","*","*","LINC"
"LINC",64,"200","160","86","LINC"
"LINC",65,"195","160","228","LINC"
"LINC",66,"209","220","103","LINC"
"LINC",67,"203","160","187","LINC"
"LINC",68,"196","175","221","LINC"
"LINC",69,"201","185","230","LINC"
"LINC",70,"193","170","136","LINC"
"LINC",71,"218","190","186","LINC"
"LINC",72,"194","170","203","LINC"
"LINC",73,"205","160","68","LINC"
"LINC",74,"209","210","183.5","LINC"
"LINC",75,"210","190","106","LINC"
"LINC",76,"208","155","92","LINC"
"LINC",77,"197","170","213","LINC"
"LINC",78,"196","175","130","LINC"
"LINC",79,"203.5","185","167","LINC"
"LINC",80,"195","165","232","LINC"
"LINC",81,"199","145","57","LINC"
"LINC",83,"205","167.5","303","LINC"
"LINC",84,"196","145","146","LINC"
"LINC",85,"196","155","268","LINC"
"LINC",86,"205","170","147","LINC"
"LINC",87,"197","160","107","LINC"
"LINC",88,"208","185","236","LINC"
"LINC",89,"201","165","127","LINC"
"LINC",90,"206.5","177.5","186","LINC"
"LINC",91,"215","205","165","LINC"
"LINC",93,"203","185","262","LINC"
"LINC",94,"189","155","97","LINC"
"LINC",95,"208","180","278","LINC"
"LINC",96,"*","*","*","LINC"
"LINC",97,"198","195","143","LINC"
"LINC",98,"*","*","*","LINC"
"LINC",99,"*","*","*","LINC"
"LINC",100,"203.5","170","180.5","LINC"
"LINC",101,"195","175","133","LINC"
"LINC",102,"*","*","*","LINC"
"LINC",103,"202","170","297","LINC"
"LINC",104,"197","145","110","LINC"
"LINC",105,"213","215","211","LINC"
"LINC",106,"194","175","303","LINC"
"LINC",107,"203","185","197","LINC"
"LINC",108,"196","150","94","LINC"
"LINC",110,"195","180","158","LINC"
"LINC",111,"187","160","219","LINC"
"LINC",112,"197","170","178","LINC"
"LINC",113,"201","190","133","LINC"
"LINC",114,"203","175","150","LINC"
"LINC",115,"222","145","145","LINC"
"LINC",116,"*","*","*","LINC"
"LINC",117,"202","190","148","LINC"
"LINC",118,"195","170","126","LINC"
"LINC",119,"211","180","227","LINC"
"LINC",120,"201.5","155","90.5","LINC"
"LINC",122,"194","155","113","LINC"
"LINC",123,"205.5","155","188.5","LINC"
"LINC",125,"196.5","170","264.5","LINC"
"LINC",126,"195","145","90","LINC"
"LINC",127,"*","*","*","LINC"
"LINC",128,"195","150","77","LINC"
"LINC",130,"195.5","192.5","229.5","LINC"
"LINC",131,"195.5","160","193","LINC"
"LINC",132,"198","180","110","LINC"
"LINC",134,"211","160","72","LINC"
"LINC",135,"197.5","172.5","184.5","LINC"
"LINC",136,"*","*","*","LINC"
"LINC",137,"206","177.5","48.5","LINC"
"LINC",138,"202","175","107","LINC"
"LINC",139,"193","130","92","LINC"
"LINC",141,"195","135","79","LINC"
"LINC",142,"200","170","336","LINC"
"LINC",143,"208","220","137","LINC"
"LINC",144,"193","160","67","LINC"
"LINC",145,"201","175","121","LINC"
"LINC",146,"195","155","88","LINC"
"LINC",147,"196","170","208","LINC"
"LINC",148,"211","150","56","LINC"
"LINC",150,"191","155","292","LINC"
"LINC",151,"199","170","121","LINC"
"LINC",152,"*","*","*","LINC"
"LINC",153,"203.5","187.5","132","LINC"
"LINC",154,"211","205","227","LINC"
"LINC",155,"*","*","*","LINC"
"LINC",156,"199","185","151","LINC"
"LINC",157,"197","160","263","LINC"
"LINC",158,"194","140","185","LINC"
"LINC",159,"198.5","175","211","LINC"
"LINC",160,"*","*","*","LINC"
"LINC",161,"197","160","187","LINC"
"LINC",163,"*","*","*","LINC"
"LINC",164,"203","155","262","LINC"
"LINC",165,"*","*","*","LINC"
"LINC",166,"211","220","215","LINC"
"LINC",167,"196","160","107","LINC"
"LINC",168,"202","200","221","LINC"
"LINC",169,"198","165","181","LINC"
"LINC",170,"197","165","182","LINC"
"LINC",171,"201.5","165","140","LINC"
"LINC",172,"199","185","216","LINC"
"LINC",173,"193","135","106","LINC"
"LINC",174,"204","160","144","LINC"
"LINC",175,"208.5","212.5","231.5","LINC"
"LINC",176,"197","170","95","LINC"
"LINC",177,"209","160","142","LINC"
"LINC",178,"196","170","139","LINC"
"LINC",179,"199","155","60","LINC"
"LINC",180,"*","*","*","LINC"
"LINC",181,"193","165","152","LINC"
"LINC",182,"200","210","188","LINC"
"LINC",184,"194","160","306","LINC"
"LINC",185,"191","155","239","LINC"
"LINC",186,"*","*","*","LINC"
"LINC",187,"201","185","313","LINC"
"LINC",188,"201","175","170","LINC"
"LINC",189,"204","215","228","LINC"
"LINC",190,"*","*","*","LINC"
"LINC",191,"194","160","159","LINC"
"LINC",192,"*","*","*","LINC"
"LINC",193,"210","180","155","LINC"
"LINC",194,"225","200","186","LINC"
"LINC",195,"193","175","163","LINC"
"LINC",196,"214","180","173","LINC"
"LINC",197,"197","175","144","LINC"
"LINC",198,"194","185","276","LINC"
"LINC",199,"199","190","201","LINC"
"LINC",200,"199","190","194","LINC"
"LINC",201,"201","165","138","LINC"
"LINC",202,"196","150","67","LINC"
"LINC",203,"207","155","383","LINC"
"LINC",204,"213","205","221","LINC"
"LINC",205,"*","*","*","LINC"
"LINC",206,"203","125","30","LINC"
"LINC",207,"196","165","111","LINC"
"LINC",208,"205","155","161","LINC"
"LINC",209,"195","140","114","LINC"
"LINC",210,"214","170","131","LINC"
"LINC",211,"*","*","*","LINC"
"LINC",212,"*","*","*","LINC"
"LINC",213,"211","215","285","LINC"
"LINC",214,"205","185","92","LINC"
"LINC",215,"*","*","*","LINC"
"LINC",216,"210","175","110","LINC"
"LINC",217,"187","165","192","LINC"
"LINC",218,"211","180","204","LINC"
"LINC",219,"*","*","*","LINC"
"LINC",220,"201","145","54","LINC"
"LINC",221,"213","180","171","LINC"
"LINC",222,"199","195","145.5","LINC"
"LINC",223,"210","180","307","LINC"
"LINC",224,"203","215","187","LINC"
"LINC",225,"*","*","*","LINC"
"LINC",226,"202","160","152","LINC"
"LINC",227,"196","150","196","LINC"
"LINC",228,"200","170","343","LINC"
"LINC",229,"198","180","115","LINC"
"LINC",230,"186","170","227","LINC"
"LINC",231,"193","155","273","LINC"
"LINC",232,"*","*","*","LINC"
"LINC",233,"195","170","145","LINC"
"LINC",234,"221","220","192","LINC"
"LINC",235,"195","165","321","LINC"
"LINC",236,"199","175","125","LINC"
"LINC",237,"197","175","258","LINC"
"LINC",238,"199","165","224","LINC"
"LINC",239,"210","215","164","LINC"
"LINC",240,"*","*","*","LINC"
"LINC",241,"*","*","*","LINC"
"LINC",242,"194","150","154","LINC"
"LINC",243,"194","165","256","LINC"
"LINC",244,"198","220","114","LINC"
"LINC",245,"201","165","174","LINC"
"LINC",246,"194","165","111","LINC"
"LINC",247,"220.5","167.5","155","LINC"
"LINC",248,"224","175","136","LINC"
"LINC",249,"200","200","270","LINC"
"LINC",250,"210","185","199","LINC"
"LINC",251,"203","170","157","LINC"
"LINC",252,"203","165","139","LINC"
"LINC",253,"*","*","*","LINC"
"LINC",254,"192","140","211","LINC"
"LINC",255,"195","152.5","75","LINC"
"LINC",256,"217","175","307.5","LINC"
"LINC",257,"214.5","162.5","188.5","LINC"
"LINC",258,"196","150","189","LINC"
"LINC",259,"196","165","343","LINC"
"LINC",260,"195","175","240","LINC"
"LINC",261,"*","*","*","LINC"
"LINC",262,"*","*","*","LINC"
"LINC",263,"208","195","281","LINC"
"LINC",264,"199","220","362","LINC"
"LINC",265,"194","157.5","268.5","LINC"
"LINC",266,"*","*","*","LINC"
"LINC",267,"202.5","170","108","LINC"
"LINC",268,"196","135","73","LINC"
"LINC",269,"192","145","126","LINC"
"LINC",270,"202","225","193","LINC"
"LINC",271,"*","*","*","LINC"
"LINC",272,"195","165","245.5","LINC"
"LINC",273,"*","*","*","LINC"
"LINC",274,"205","180","158","LINC"
"LINC",275,"196","155","262","LINC"
"LINC",276,"*","*","*","LINC"
"LINC",277,"211","172.5","349.5","LINC"
"LINC",278,"*","*","*","LINC"
"LINC",279,"199","145","35","LINC"
"LINC",280,"212","165","117","LINC"
"LINC",281,"193","145","211","LINC"
"LINC",282,"195","190","235","LINC"
"LINC",283,"199","145","129","LINC"
"LINC",284,"197","180","196","LINC"
"LINC",285,"*","*","*","LINC"
"LINC",286,"*","*","*","LINC"
"LINC",287,"204","165","251","LINC"
"LINC",288,"*","*","*","LINC"
"LINC",289,"201","185","123","LINC"
"LINC",290,"204","170","216","LINC"
"LINC",291,"*","*","*","LINC"
"LINC",292,"195","175","314","LINC"
"LINC",293,"195","165","341","LINC"
"LINC",294,"189","150","256","LINC"
"LINC",296,"202","180","190","LINC"
"LINC",297,"210","150","29","LINC"
"LINC",298,"194","140","178","LINC"
"LINC",299,"201","195","265","LINC"
"LINC",300,"*","*","*","LINC"
"LINC",301,"197","155","148","LINC"
"LINC",302,"192","135","97","LINC"
"LINC",303,"210","210","162","LINC"
"LINC",304,"201","165","385","LINC"
"LINC",305,"192","170","269","LINC"
"LINC",306,"196","180","122","LINC"
"LINC",307,"201","190","323","LINC"
"LINC",308,"202","170","172","LINC"
"LINC",310,"209","155","222","LINC"
"LINC",311,"198","145","74","LINC"
"LINC",312,"210","175","118","LINC"
"LINC",313,"194","185","190","LINC"
"LINC",314,"187","165","120","LINC"
"LINC",315,"194","185","179","LINC"
"LINC",316,"*","*","*","LINC"
"LINC",317,"199","160","294","LINC"
"LINC",318,"202","175","213","LINC"
"LINC",319,"*","*","*","LINC"
"LINC",320,"198","165","83","LINC"
"LINC",322,"197","185","263","LINC"
"LINC",323,"*","*","*","LINC"
"LINC",324,"194","165","173","LINC"
"LINC",325,"202","205","411","LINC"
"LINC",326,"206","180","106","LINC"
"LINC",327,"*","*","*","LINC"
"LINC",328,"209","235","173","LINC"
"LINC",330,"196","185","295","LINC"
"LINC",332,"197","140","71","LINC"
"LINC",333,"221","185","148","LINC"
"LINC",334,"203.5","185","323.5","LINC"
"LINC",335,"*","*","*","LINC"
"LINC",336,"213","155","94","LINC"
"LINC",337,"187","145","175","LINC"
"LINC",338,"*","*","*","LINC"
"LINC",339,"205","165","126","LINC"
"LINC",340,"205","170","238","LINC"
"LINC",341,"187","135","145","LINC"
"LINC",342,"193","170","189","LINC"
"LINC",343,"194","155","223","LINC"
"LINC",344,"*","*","*","LINC"
"LINC",345,"195","145","110","LINC"
"LINC",346,"195","170","273","LINC"
"LINC",347,"209","135","48","LINC"
"LINC",349,"216","160","87","LINC"
"LINC",350,"201","160","129","LINC"
"LINC",352,"*","150","16","LINC"
"LINC",353,"210","185","145","LINC"
"LINC",354,"205","160","112","LINC"
"LINC",355,"*","*","*","LINC"
"LINC",356,"195","162.5","274","LINC"
"LINC",358,"198.5","165","199","LINC"
"LINC",359,"203","185","174","LINC"
"LINC",360,"197","170","334","LINC"
"LINC",361,"198","155","126","LINC"
"LINC",362,"*","*","*","LINC"
"LINC",363,"199","167.5","111.5","LINC"
"LINC",364,"196","180","157","LINC"
"LINC",365,"195","165","212","LINC"
"LINC",366,"205.5","195","119","LINC"
"LINC",367,"199","160","277","LINC"
"LINC",368,"196","155","64","LINC"
"LINC",369,"198","225","202","LINC"
"LINC",370,"207","175","258","LINC"
"LINC",371,"199","165","143","LINC"
"LINC",372,"200","175","243","LINC"
"LINC",373,"202","175","183","LINC"
"LINC",374,"201","160","122","LINC"
"LINC",375,"201","190","79","LINC"
"LINC",376,"*","*","*","LINC"
"LINC",377,"*","*","*","LINC"
"LINC",378,"210","230","178","LINC"
"LINC",379,"209","205","192","LINC"
"LINC",380,"205","190","100","LINC"
"LINC",381,"200","170","283","LINC"
"LINC",382,"199","170","270","LINC"
"LINC",383,"200","195","199","LINC"
"LINC",384,"187","150","216","LINC"
"LINC",386,"198","190","144","LINC"
"LINC",388,"196","170","141","LINC"
"LINC",389,"200","195","341","LINC"
"LINC",390,"225","165","40","LINC"
"LINC",391,"194","185","148","LINC"
"LINC",392,"197","165","114","LINC"
"LINC",393,"198.5","172.5","191.5","LINC"
"LINC",394,"188","130","63","LINC"
"LINC",395,"203","170","169","LINC"
"LINC",396,"199","170","186","LINC"
"LINC",397,"203","165","262","LINC"
"LINC",398,"199","150","103","LINC"
"LINC",399,"195","145","116","LINC"
"LINC",400,"201","185","125","LINC"
"LINC",402,"213","180","166","LINC"
"LINC",403,"194","150","282","LINC"
"LINC",404,"195.5","147.5","145.5","LINC"
"MNHT",1,"167","155","324","MNHT"
"MNHT",2,"207","190","206","MNHT"
"MNHT",3,"179","180","132","MNHT"
"MNHT",4,"203","195","335","MNHT"
"MNHT",5,"186","170","65","MNHT"
"MNHT",7,"182","160","267","MNHT"
"MNHT",8,"193","150","300","MNHT"
"MNHT",9,"182","180","215.5","MNHT"
"MNHT",10,"172","160","215","MNHT"
"MNHT",11,"194","170","114","MNHT"
"MNHT",12,"191","145","91","MNHT"
"MNHT",13,"209","180","195","MNHT"
"MNHT",14,"*","*","*","MNHT"
"MNHT",15,"204","220","321","MNHT"
"MNHT",16,"*","*","*","MNHT"
"MNHT",17,"202","212.5","252","MNHT"
"MNHT",18,"*","*","*","MNHT"
"MNHT",19,"189","165","240","MNHT"
"MNHT",20,"182","155","52","MNHT"
"MNHT",21,"180","175","150","MNHT"
"MNHT",22,"*","*","*","MNHT"
"MNHT",23,"204","217.5","197","MNHT"
"MNHT",24,"195","170","93","MNHT"
"MNHT",25,"188","170","228","MNHT"
"MNHT",26,"202","205","186","MNHT"
"MNHT",27,"183","160","126","MNHT"
"MNHT",28,"189","180","305","MNHT"
"MNHT",29,"*","*","*","MNHT"
"MNHT",30,"193","190","178","MNHT"
"MNHT",31,"*","*","*","MNHT"
"MNHT",32,"197","190","305","MNHT"
"MNHT",33,"172","155","188","MNHT"
"MNHT",34,"179","190","160","MNHT"
"MNHT",35,"194","185","170","MNHT"
"MNHT",36,"202","180","95","MNHT"
"MNHT",37,"200","165","255","MNHT"
"MNHT",38,"184.5","170","145.5","MNHT"
"MNHT",39,"173","152.5","167.5","MNHT"
"MNHT",40,"193","205","212","MNHT"
"MNHT",41,"179.5","165","237","MNHT"
"MNHT",42,"188.5","172.5","199","MNHT"
"MNHT",43,"195","200","181","MNHT"
"MNHT",44,"200","182.5","276.5","MNHT"
"MNHT",45,"*","*","*","MNHT"
"MNHT",46,"196","220","173","MNHT"
"MNHT",47,"*","*","*","MNHT"
"MNHT",48,"169","155","104","MNHT"
"MNHT",49,"193","175","180","MNHT"
"MNHT",50,"194","165","125","MNHT"
"MNHT",52,"174","150","246","MNHT"
"MNHT",53,"193","180","145","MNHT"
"MNHT",54,"197","170","166","MNHT"
"MNHT",55,"174","170","84","MNHT"
"MNHT",56,"*","*","*","MNHT"
"MNHT",57,"189","200","130","MNHT"
"MNHT",58,"*","*","*","MNHT"
"MNHT",59,"181","150","231","MNHT"
"MNHT",60,"178","150","214","MNHT"
"MNHT",61,"192","230","198","MNHT"
"MNHT",62,"194","192.5","89","MNHT"
"MNHT",63,"177","160","231","MNHT"
"MNHT",64,"*","*","*","MNHT"
"MNHT",65,"192","180","211","MNHT"
"MNHT",66,"205.5","230","201","MNHT"
"MNHT",67,"188","165","232","MNHT"
"MNHT",68,"190","200","90","MNHT"
"MNHT",69,"199","195","160","MNHT"
"MNHT",70,"*","*","*","MNHT"
"MNHT",71,"211","195","221","MNHT"
"MNHT",72,"178","165","341.5","MNHT"
"MNHT",73,"193","175","113","MNHT"
"MNHT",74,"198","230","311","MNHT"
"MNHT",75,"202","210","146","MNHT"
"MNHT",76,"199","145","104","MNHT"
"MNHT",77,"*","*","*","MNHT"
"MNHT",78,"*","*","*","MNHT"
"MNHT",79,"194","180","269","MNHT"
"MNHT",80,"181","165","214","MNHT"
"MNHT",81,"*","*","*","MNHT"
"MNHT",83,"196","170","260","MNHT"
"MNHT",84,"178","140","127","MNHT"
"MNHT",85,"192.5","195","204.5","MNHT"
"MNHT",86,"199","160","129","MNHT"
"MNHT",87,"188","162.5","131","MNHT"
"MNHT",88,"208","190","97","MNHT"
"MNHT",89,"178.5","172.5","150","MNHT"
"MNHT",90,"208","170","207","MNHT"
"MNHT",91,"204","210","179","MNHT"
"MNHT",93,"198","180","170","MNHT"
"MNHT",94,"182","155","157","MNHT"
"MNHT",95,"*","*","*","MNHT"
"MNHT",96,"*","*","*","MNHT"
"MNHT",97,"191","195","163","MNHT"
"MNHT",98,"*","*","*","MNHT"
"MNHT",99,"197","170","90","MNHT"
"MNHT",100,"200","190","161","MNHT"
"MNHT",101,"186","165","63","MNHT"
"MNHT",102,"198.5","175","244.5","MNHT"
"MNHT",103,"202","165","221","MNHT"
"MNHT",104,"184","147.5","101.5","MNHT"
"MNHT",105,"198","220","212","MNHT"
"MNHT",106,"189","175","287","MNHT"
"MNHT",107,"193.5","187.5","199","MNHT"
"MNHT",108,"*","*","*","MNHT"
"MNHT",110,"179","175","155","MNHT"
"MNHT",111,"175","147.5","183","MNHT"
"MNHT",112,"192","180","218","MNHT"
"MNHT",113,"198","210","149","MNHT"
"MNHT",114,"202","202.5","146.5","MNHT"
"MNHT",115,"*","*","*","MNHT"
"MNHT",116,"196","180","202","MNHT"
"MNHT",117,"195","180","140","MNHT"
"MNHT",118,"194","200","142","MNHT"
"MNHT",119,"204.5","182.5","203","MNHT"
"MNHT",120,"182","195","226","MNHT"
"MNHT",122,"177","165","106","MNHT"
"MNHT",123,"197","175","127","MNHT"
"MNHT",125,"194","170","194","MNHT"
"MNHT",126,"*","*","*","MNHT"
"MNHT",127,"177","165","115","MNHT"
"MNHT",128,"187","165","91","MNHT"
"MNHT",130,"189","210","184","MNHT"
"MNHT",131,"178","165","238","MNHT"
"MNHT",132,"195","185","149","MNHT"
"MNHT",134,"198","170","103","MNHT"
"MNHT",135,"180","180","153","MNHT"
"MNHT",136,"*","*","*","MNHT"
"MNHT",137,"200","220","111","MNHT"
"MNHT",138,"186","195","144","MNHT"
"MNHT",139,"178","130","109","MNHT"
"MNHT",141,"182","185","198","MNHT"
"MNHT",142,"192","175","243.5","MNHT"
"MNHT",143,"214","180","49","MNHT"
"MNHT",144,"*","*","*","MNHT"
"MNHT",145,"210","200","65","MNHT"
"MNHT",146,"*","*","*","MNHT"
"MNHT",147,"194","185","248","MNHT"
"MNHT",148,"*","*","*","MNHT"
"MNHT",150,"177","150","154","MNHT"
"MNHT",151,"184","165","104","MNHT"
"MNHT",152,"194","140","163","MNHT"
"MNHT",153,"196","180","171","MNHT"
"MNHT",154,"200","190","236","MNHT"
"MNHT",155,"202","180","100","MNHT"
"MNHT",156,"182","170","156","MNHT"
"MNHT",157,"189","160","260","MNHT"
"MNHT",158,"181","140","279","MNHT"
"MNHT",159,"196","200","238","MNHT"
"MNHT",160,"*","*","*","MNHT"
"MNHT",161,"183","160","235","MNHT"
"MNHT",163,"179","145","104","MNHT"
"MNHT",164,"186.5","170","189","MNHT"
"MNHT",165,"*","*","*","MNHT"
"MNHT",166,"206","230","200","MNHT"
"MNHT",167,"191","145","110","MNHT"
"MNHT",168,"200","165","215","MNHT"
"MNHT",169,"194","175","119","MNHT"
"MNHT",170,"189","170","221","MNHT"
"MNHT",171,"177","165","246","MNHT"
"MNHT",172,"194","190","130","MNHT"
"MNHT",173,"172","150","98","MNHT"
"MNHT",174,"172","175","202","MNHT"
"MNHT",175,"204","220","167","MNHT"
"MNHT",176,"192","175","123","MNHT"
"MNHT",177,"198","190","202","MNHT"
"MNHT",178,"191","190","108","MNHT"
"MNHT",179,"183","160","116","MNHT"
"MNHT",180,"194","182.5","87.5","MNHT"
"MNHT",181,"172","175","288","MNHT"
"MNHT",182,"199","220","130","MNHT"
"MNHT",184,"191","150","290","MNHT"
"MNHT",185,"175","155","165","MNHT"
"MNHT",186,"209","180","292","MNHT"
"MNHT",187,"176","150","185","MNHT"
"MNHT",188,"198","180","206","MNHT"
"MNHT",189,"*","*","*","MNHT"
"MNHT",190,"*","*","*","MNHT"
"MNHT",191,"187","180","302","MNHT"
"MNHT",192,"200","175","249","MNHT"
"MNHT",193,"202","200","91","MNHT"
"MNHT",194,"211","190","234","MNHT"
"MNHT",195,"183","165","58","MNHT"
