"SITE","LINE","FL50","TC","BIO","SITE2"
"KING",41,"111","139","0.19009901","KING"
"KING",42,"111","121","0.175052854","KING"
"KING",43,"113","63","0.088","KING"
"KING",44,"113","123","0.09","KING"
"KING",45,"111","61","0.054","KING"
"KING",46,"111","146","0.192213115","KING"
"KING",47,"*","*","*","KING"
"KING",48,"117","103","0.164164827","KING"
"KING",49,"111","*","0.074","KING"
"KING",50,"111","88","0.08","KING"
"KING",52,"*","*","*","KING"
"KING",53,"113","67","0.057","KING"
"KING",54,"120","189","0.320151134","KING"
"KING",55,"112","60.5","0.1301966525","KING"
"KING",56,"117","79","0.117","KING"
"KING",57,"111","26","0.022","KING"
"KING",58,"111","155","0.103","KING"
"KING",59,"*","*","*","KING"
"KING",60,"*","*","*","KING"
"KING",61,"111","48","0.071","KING"
"KING",62,"123","106","0.299850075","KING"
"KING",63,"113","124","0.170040486","KING"
"KING",64,"111","178","0.190055249","KING"
"KING",65,"130","37","0.025","KING"
"KING",66,"111","22","0.023","KING"
"KING",67,"118","84","0.073","KING"
"KING",68,"113","68","0.112","KING"
"KING",69,"117","88","0.09","KING"
"KING",70,"117","58","0.073","KING"
"KING",71,"112","112","0.1060837695","KING"
"KING",72,"123","82","0.128","KING"
"KING",73,"111","147","0.175","KING"
"KING",74,"125","161","0.372181552","KING"
"KING",75,"111","46","0.085","KING"
"KING",76,"118","24","*","KING"
"KING",77,"113","69","0.200645756","KING"
"KING",78,"*","*","*","KING"
"KING",79,"120","43","0.111","KING"
"KING",80,"111","142","0.146262189","KING"
"KING",81,"111","123","0.195203837","KING"
"KING",83,"125","146","0.380831409","KING"
"KING",84,"113","13","0.024","KING"
"KING",85,"111","93","0.13","KING"
"KING",86,"111","88","0.129","KING"
"KING",87,"111","42","*","KING"
"KING",88,"120","125","0.230591631","KING"
"KING",89,"120","31","*","KING"
"KING",90,"123.5","68","0.157714844","KING"
"KING",91,"148","129","0.524912281","KING"
"KING",93,"113","125.5","0.184375","KING"
"KING",94,"111","149","0.239968279","KING"
"KING",95,"*","*","*","KING"
"KING",96,"111","140","0.143","KING"
"KING",97,"123","52","0.085","KING"
"KING",98,"111","139","0.21575985","KING"
"KING",99,"113","23","*","KING"
"KING",100,"111","103","0.062","KING"
"KING",101,"117","10","*","KING"
"KING",102,"111","66","0.074","KING"
"KING",103,"113","69.5","0.1","KING"
"KING",104,"113","135","0.282492582","KING"
"KING",105,"134","111","0.166","KING"
"KING",106,"115.5","190.5","0.190274862","KING"
"KING",107,"111","41","*","KING"
"KING",108,"111","78","0.042","KING"
"KING",110,"111","108","0.235294118","KING"
"KING",111,"111","67","0.104","KING"
"KING",112,"113","9","*","KING"
"KING",113,"120","140.5","0.0735","KING"
"KING",114,"127","34","0.034","KING"
"KING",115,"113","102","0.206","KING"
"KING",116,"112","98","0.1015","KING"
"KING",117,"111","129","0.126","KING"
"KING",118,"111","40","0.03","KING"
"KING",119,"123","141","0.190975866","KING"
"KING",120,"117","71","0.088","KING"
"KING",122,"113","53","0.055","KING"
"KING",123,"113","199","0.362599772","KING"
"KING",125,"111","106","0.107","KING"
"KING",126,"113","43","0.022","KING"
"KING",127,"111","71","0.228093645","KING"
"KING",128,"113","44","0.048","KING"
"KING",130,"111","170","0.312962963","KING"
"KING",131,"113","167","0.471014493","KING"
"KING",132,"117","97","0.149","KING"
"KING",134,"125","45","0.06","KING"
"KING",135,"113","135","0.240255831","KING"
"KING",136,"125","74","0.417399618","KING"
"KING",137,"*","*","*","KING"
"KING",138,"111","41","0.042","KING"
"KING",139,"117","66","*","KING"
"KING",141,"125","119","0.234200743","KING"
"KING",142,"111","99","0.079","KING"
"KING",143,"111","167","0.458105263","KING"
"KING",144,"117","17","*","KING"
"KING",145,"120","*","*","KING"
"KING",146,"117","11","*","KING"
"KING",147,"111","103","0.111","KING"
"KING",148,"*","*","*","KING"
"KING",150,"111","188","0.146153846","KING"
"KING",151,"120","4","*","KING"
"KING",152,"111","45","0.046","KING"
"KING",153,"134","66","0.156","KING"
"KING",154,"127","110","0.156716418","KING"
"KING",155,"113","92","0.137","KING"
"KING",156,"111","30","0.795698925","KING"
"KING",157,"111","118","0.233564014","KING"
"KING",158,"111","179","0.11","KING"
"KING",159,"117","51","0.061","KING"
"KING",160,"111","140","0.127","KING"
"KING",161,"125","197","0.081","KING"
"KING",163,"*","*","*","KING"
"KING",164,"*","*","*","KING"
"KING",165,"111","73","0.06","KING"
"KING",166,"127","135","0.305362319","KING"
"KING",167,"111","134","0.265300896","KING"
"KING",168,"*","*","*","KING"
"KING",169,"111","65","0.112","KING"
"KING",170,"127","74","0.146","KING"
"KING",171,"111","84","0.077","KING"
"KING",172,"130","14","*","KING"
"KING",173,"111","40","0.032","KING"
"KING",174,"111","79","0.126","KING"
"KING",175,"111","131","0.297301855","KING"
"KING",176,"120","82","0.176","KING"
"KING",177,"112","98","0.1055","KING"
"KING",178,"120","115","0.279539852","KING"
"KING",179,"117","132","0.2","KING"
"KING",180,"117","211","0.250616389","KING"
"KING",181,"*","*","*","KING"
"KING",182,"114","55","0.081","KING"
"KING",184,"123","23","*","KING"
"KING",185,"111","160","0.203508772","KING"
"KING",186,"125","73","0.129","KING"
"KING",187,"111","132","0.163915344","KING"
"KING",188,"113","117","0.328608247","KING"
"KING",189,"111","43","0.06","KING"
"KING",190,"111","33","0.043","KING"
"KING",191,"111","396","0.715924827","KING"
"KING",192,"111","212","0.21512605","KING"
"KING",193,"113","134","0.303875969","KING"
"KING",194,"120","148","0.257011259","KING"
"KING",195,"111","45","*","KING"
"KING",196,"134","95","0.291576674","KING"
"KING",197,"111","184","0.16","KING"
"KING",198,"117","106","0.223540146","KING"
"KING",199,"127","87","0.106","KING"
"KING",200,"113","94","0.143863179","KING"
"KING",201,"111","93","0.318058252","KING"
"KING",202,"111","50","0.037","KING"
"KING",203,"113","209","0.134","KING"
"KING",204,"*","*","*","KING"
"KING",205,"118.5","46.5","0.073","KING"
"KING",206,"*","*","*","KING"
"KING",207,"130","19","*","KING"
"KING",208,"*","*","*","KING"
"KING",209,"113","143","0.321482098","KING"
"KING",210,"117","45","0.035","KING"
"KING",211,"*","*","*","KING"
"KING",212,"111","74","0.052","KING"
"KING",213,"123","63","0.033","KING"
"KING",214,"113","93","0.222170362","KING"
"KING",215,"127","313","0.689811105","KING"
"KING",216,"111","51","0.036","KING"
"KING",217,"111","141","0.235525025","KING"
"KING",218,"113","119","0.154022989","KING"
"KING",219,"123","48","0.053","KING"
"KING",220,"111","203","0.365364583","KING"
"KING",221,"112","57","0.046","KING"
"KING",222,"113","96","0.07","KING"
"KING",223,"113","194","0.261480787","KING"
"KING",224,"120","205","0.50028169","KING"
"KING",225,"144","47","0.106","KING"
"KING",226,"111","106","0.166533865","KING"
"KING",227,"127","52","0.091","KING"
"KING",228,"111","80.5","0.157524272","KING"
"KING",229,"113","75","0.071","KING"
"KING",230,"111","156","0.124","KING"
"KING",231,"113","67","0.05","KING"
"KING",232,"111","147","0.172375691","KING"
"KING",233,"*","*","*","KING"
"KING",234,"113","280","0.603515625","KING"
"KING",235,"*","*","*","KING"
"KING",236,"113","79","0.1","KING"
"KING",237,"113","121","0.101","KING"
"KING",238,"127","33","0.165","KING"
"KING",239,"111","102","0.216302521","KING"
"KING",240,"111","186","0.305102954","KING"
"KING",241,"113","159","0.247089041","KING"
"KING",242,"113","61","0.043","KING"
"KING",243,"113","169","0.317508418","KING"
"KING",244,"120","70","0.043","KING"
"KING",245,"127","44","0.052","KING"
"KING",246,"*","*","*","KING"
"KING",247,"111","104","0.142","KING"
"KING",248,"123","132","0.874781523","KING"
"KING",249,"113","237","0.2354415585","KING"
"KING",250,"111","130","0.237329287","KING"
"KING",251,"111","165","0.227198697","KING"
"KING",252,"111","75","0.131","KING"
"KING",253,"111","204","0.561643836","KING"
"KING",254,"111","107","0.139","KING"
"KING",255,"123","41","0.029","KING"
"KING",256,"125","52","0.064","KING"
"KING",257,"115","89.5","0.128994778","KING"
"KING",258,"111","356","0.583821478","KING"
"KING",259,"111","137","0.199672131","KING"
"KING",260,"120","70","0.104993464","KING"
"KING",261,"123","20","*","KING"
"KING",262,"123","118","0.09","KING"
"KING",263,"111","205","0.292805755","KING"
"KING",264,"113","68","0.086","KING"
"KING",265,"119","46.5","0.089","KING"
"KING",266,"117","192","0.315789474","KING"
"KING",267,"134","98","0.256600362","KING"
"KING",268,"*","*","*","KING"
"KING",269,"113","121","0.103","KING"
"KING",270,"113","126","0.190435707","KING"
"KING",271,"113","43","0.273366834","KING"
"KING",272,"111","60","0.094","KING"
"KING",273,"*","*","*","KING"
"KING",274,"127","32","*","KING"
"KING",275,"111","127","0.132","KING"
"KING",276,"111","*","*","KING"
"KING",277,"113","219","0.470718232","KING"
"KING",278,"113","240","0.439481555","KING"
"KING",279,"115","42.5","0.107","KING"
"KING",280,"111","180","0.201","KING"
"KING",281,"111","217","0.328571429","KING"
"KING",282,"139","127","0.131","KING"
"KING",283,"111","145.5","0.199023207","KING"
"KING",284,"123","92","0.197746479","KING"
"KING",285,"113","244","0.411942175","KING"
"KING",286,"113","64","0.049","KING"
"KING",287,"*","*","*","KING"
"KING",288,"111","119","0.344920635","KING"
"KING",289,"127","28","0.034","KING"
"KING",290,"127","31","*","KING"
"KING",291,"127","80","0.191","KING"
"KING",292,"111","178","0.217180984","KING"
"KING",293,"111","102","0.093","KING"
"KING",294,"111","187","0.249599359","KING"
"KING",296,"117","70","0.0605","KING"
"KING",297,"111","172","0.28501827","KING"
"KING",298,"113","118","0.182539683","KING"
"KING",299,"132","10","*","KING"
"KING",300,"139","78","0.171","KING"
"KING",301,"111","35","0.053","KING"
"KING",302,"111","85","0.068","KING"
"KING",303,"113","130","0.420143027","KING"
"KING",304,"123","175","0.394557823","KING"
"KING",305,"112","42.5","*","KING"
"KING",306,"111","37","0.029","KING"
"KING",307,"111","209","0.129","KING"
"KING",308,"113","138","0.250331858","KING"
"KING",310,"113","60","0.041","KING"
"KING",311,"111","46","0.051","KING"
"KING",312,"120","129","0.349399657","KING"
"KING",313,"117","84","0.102","KING"
"KING",314,"111","73","0.12","KING"
"KING",315,"127","91","0.118","KING"
"KING",316,"*","*","*","KING"
"KING",317,"117","89","0.071","KING"
"KING",318,"120","119","0.15688716","KING"
"KING",319,"111","149","0.225735797","KING"
"KING",320,"117","95","0.259701493","KING"
"KING",322,"117","213","0.68230834","KING"
"KING",323,"113","183","0.195815451","KING"
"KING",324,"117","78","0.071","KING"
"KING",325,"125","129","0.095","KING"
"KING",326,"111","91","0.177676951","KING"
"KING",327,"111","59","0.03","KING"
"KING",328,"113","87","0.063","KING"
"KING",330,"111","145","0.137","KING"
"KING",332,"111","33","0.0385","KING"
"KING",333,"113","22","*","KING"
"KING",334,"121.5","150.5","0.244336283","KING"
"KING",335,"*","*","*","KING"
"KING",336,"123","12","0.073","KING"
"KING",337,"130","50","0.05","KING"
"KING",338,"111","79","0.093","KING"
"KING",339,"113","32","0.03","KING"
"KING",340,"113","115","0.142037303","KING"
"KING",341,"113","45","0.049","KING"
"KING",342,"111","81","0.095","KING"
"KING",343,"111","56","*","KING"
"KING",344,"158","50","0.092","KING"
"KING",345,"111","46","*","KING"
"KING",346,"113","90","0.083","KING"
"KING",347,"111","73","0.051","KING"
"KING",349,"111","115","0.17443609","KING"
"KING",350,"120","114","0.243088235","KING"
"KING",352,"123","212","0.214483395","KING"
"KING",353,"130","99","0.101","KING"
"KING",354,"113","55","0.05","KING"
"KING",355,"137","90","0.179976985","KING"
"KING",356,"113","105","0.12","KING"
"KING",358,"120","87","0.097","KING"
"KING",359,"123","141","0.122","KING"
"KING",360,"123","74","0.076","KING"
"KING",361,"111","89","0.07","KING"
"KING",362,"113","156","0.112","KING"
"KING",363,"111","91","0.1598540365","KING"
"KING",364,"113","160","0.179453836","KING"
"KING",365,"111","157","0.250223214","KING"
"KING",366,"111","98","0.226822917","KING"
"KING",367,"113","187","0.559649123","KING"
"KING",368,"111","48","*","KING"
"KING",369,"113","127.5","0.137040335","KING"
"KING",370,"111","55","0.055","KING"
"KING",371,"113","53","0.088","KING"
"KING",372,"111","149","0.170873786","KING"
"KING",373,"111","133","0.133711691","KING"
"KING",374,"111","143","0.232","KING"
"KING",375,"117","65","0.106","KING"
"KING",376,"113","105","0.337057057","KING"
"KING",377,"117","26","*","KING"
"KING",378,"111","22","*","KING"
"KING",379,"117","27","*","KING"
"KING",380,"111","102","0.148","KING"
"KING",381,"113","266","0.289990467","KING"
"KING",382,"112","139","0.254773234","KING"
"KING",383,"112","104.5","0.186639485","KING"
"KING",384,"111","81","0.081","KING"
"KING",386,"111","52","*","KING"
"KING",388,"*","*","*","KING"
"KING",389,"125","184","0.395332555","KING"
"KING",390,"123","47","0.076","KING"
"KING",391,"113","40.5","0.064","KING"
"KING",392,"117","43","0.049","KING"
"KING",393,"125","181","0.538674033","KING"
"KING",394,"*","*","*","KING"
"KING",395,"120","34","0.021","KING"
"KING",396,"*","*","*","KING"
"KING",397,"111","143","0.313778409","KING"
"KING",398,"111","68","0.089","KING"
"KING",399,"*","*","*","KING"
"KING",400,"113","31","0.217232376","KING"
"KING",402,"131","121.5","0.2700553925","KING"
"KING",403,"111","212","0.193","KING"
"KING",404,"125","64","0.109","KING"
"LINC",1,"187","283","0.587743519","LINC"
"LINC",2,"208","305","0.768126885","LINC"
"LINC",3,"195","205","0.904024994","LINC"
"LINC",4,"210","151","2.34075201","LINC"
"LINC",5,"196","99","0.451339951","LINC"
"LINC",7,"193","141","0.326899062","LINC"
"LINC",8,"199","47","0.119112147","LINC"
"LINC",9,"195","230","1.157520851","LINC"
"LINC",10,"*","*","*","LINC"
"LINC",11,"211","99","0.3736933985","LINC"
"LINC",12,"197","147","0.525817095","LINC"
"LINC",13,"234","33","*","LINC"
"LINC",14,"194","122","0.221790005","LINC"
"LINC",15,"210","208","2.040428942","LINC"
"LINC",16,"198","74","0.271850435","LINC"
"LINC",17,"208","201","1.474268894","LINC"
"LINC",18,"192","169","0.631215416","LINC"
"LINC",19,"198","261","1.199032518","LINC"
"LINC",20,"194","238","1.147818737","LINC"
"LINC",21,"193","133","0.483796041","LINC"
"LINC",22,"189","166","0.493175851","LINC"
"LINC",23,"189","173","0.436269327","LINC"
"LINC",24,"205","156","0.398987957","LINC"
"LINC",25,"201","267","2.19233443","LINC"
"LINC",26,"202.5","156","1.206133608","LINC"
"LINC",27,"*","*","*","LINC"
"LINC",28,"198","243","2.255592587","LINC"
"LINC",29,"197","205","1.028746656","LINC"
"LINC",30,"206.5","122.5","0.5557731825","LINC"
"LINC",31,"193","333","1.099133233","LINC"
"LINC",32,"200.5","211","1.532936453","LINC"
"LINC",33,"188","191","0.455587805","LINC"
"LINC",34,"*","*","*","LINC"
"LINC",35,"203","227","1.998409296","LINC"
"LINC",36,"205","150","1.187395377","LINC"
"LINC",37,"208","202","0.915139389","LINC"
"LINC",38,"195","108","0.337605005","LINC"
"LINC",39,"192","141","0.362897702","LINC"
"LINC",40,"199.5","124","1.088803834","LINC"
"LINC",41,"196","227","0.71744617","LINC"
"LINC",42,"194","212","0.95480536","LINC"
"LINC",43,"203","164","0.889738154","LINC"
"LINC",44,"201","291","1.078540978","LINC"
"LINC",45,"*","*","*","LINC"
"LINC",46,"199","122","0.591510748","LINC"
"LINC",47,"*","*","*","LINC"
"LINC",48,"187","130","0.452363863","LINC"
"LINC",49,"*","*","*","LINC"
"LINC",50,"*","*","*","LINC"
"LINC",52,"194","106","0.306552046","LINC"
"LINC",53,"195","190","0.768553068","LINC"
"LINC",54,"203.5","127","0.8763250125","LINC"
"LINC",55,"191","145","0.6628442755","LINC"
"LINC",56,"193","166","1.060563563","LINC"
"LINC",57,"195","138","1.023489641","LINC"
"LINC",58,"194","197","0.441614126","LINC"
"LINC",59,"*","*","*","LINC"
"LINC",60,"*","*","*","LINC"
"LINC",61,"202","146","1.089259662","LINC"
"LINC",62,"196","90","0.466116555","LINC"
"LINC",63,"*","*","*","LINC"
"LINC",64,"200","86","0.252680101","LINC"
"LINC",65,"195","228","0.973478215","LINC"
"LINC",66,"209","103","0.894346491","LINC"
"LINC",67,"203","187","0.731492699","LINC"
"LINC",68,"196","221","1.37754076","LINC"
"LINC",69,"201","230","1.566083377","LINC"
"LINC",70,"193","136","0.636988765","LINC"
"LINC",71,"218","186","0.9590305","LINC"
"LINC",72,"194","203","0.981711295","LINC"
"LINC",73,"205","68","0.195951744","LINC"
"LINC",74,"209","183.5","1.6791869315","LINC"
"LINC",75,"210","106","0.654956482","LINC"
"LINC",76,"208","92","0.331029144","LINC"
"LINC",77,"197","213","1.09292554","LINC"
"LINC",78,"196","130","0.654903502","LINC"
"LINC",79,"203.5","167","0.9731882485","LINC"
"LINC",80,"195","232","1.325038448","LINC"
"LINC",81,"199","57","0.114193775","LINC"
"LINC",83,"205","303","1.7609403445","LINC"
"LINC",84,"196","146","0.417571459","LINC"
"LINC",85,"196","268","0.755895584","LINC"
"LINC",86,"205","147","0.628192646","LINC"
"LINC",87,"197","107","0.381528523","LINC"
"LINC",88,"208","236","1.652422904","LINC"
"LINC",89,"201","127","0.605030093","LINC"
"LINC",90,"206.5","186","0.928097197","LINC"
"LINC",91,"215","165","1.8751483035","LINC"
"LINC",93,"203","262","1.677257704","LINC"
"LINC",94,"189","97","0.256729097","LINC"
"LINC",95,"208","278","1.0375917","LINC"
"LINC",96,"*","*","*","LINC"
"LINC",97,"198","143","1.039171836","LINC"
"LINC",98,"*","*","*","LINC"
"LINC",99,"*","*","*","LINC"
"LINC",100,"203.5","180.5","0.9454513645","LINC"
"LINC",101,"195","133","0.528739331","LINC"
"LINC",102,"*","*","*","LINC"
"LINC",103,"202","297","1.771499405","LINC"
"LINC",104,"197","110","0.288697967","LINC"
"LINC",105,"213","211","1.409461541","LINC"
"LINC",106,"194","303","1.548311181","LINC"
"LINC",107,"203","197","1.16681254","LINC"
"LINC",108,"196","94","0.213300238","LINC"
"LINC",110,"195","158","0.993850899","LINC"
"LINC",111,"187","219","0.967069227","LINC"
"LINC",112,"197","178","0.834981209","LINC"
"LINC",113,"201","133","0.920222882","LINC"
"LINC",114,"203","150","1.02972154","LINC"
"LINC",115,"222","145","0.790408187","LINC"
"LINC",116,"*","*","*","LINC"
"LINC",117,"202","148","0.814626714","LINC"
"LINC",118,"195","126","0.833221094","LINC"
"LINC",119,"211","227","1.564262994","LINC"
"LINC",120,"201.5","90.5","0.2353272295","LINC"
"LINC",122,"194","113","0.346464126","LINC"
"LINC",123,"205.5","188.5","1.1499738915","LINC"
"LINC",125,"196.5","264.5","0.8514534095","LINC"
"LINC",126,"195","90","0.210596286","LINC"
"LINC",127,"*","*","*","LINC"
"LINC",128,"195","77","0.337177938","LINC"
"LINC",130,"195.5","229.5","1.805145946","LINC"
"LINC",131,"195.5","193","1.086424937","LINC"
"LINC",132,"198","110","0.6163108935","LINC"
"LINC",134,"211","72","0.465059213","LINC"
"LINC",135,"197.5","184.5","1.0298465875","LINC"
"LINC",136,"*","*","*","LINC"
"LINC",137,"206","48.5","0.2144400125","LINC"
"LINC",138,"202","107","0.450684359","LINC"
"LINC",139,"193","92","0.263180385","LINC"
"LINC",141,"195","79","0.270923729","LINC"
"LINC",142,"200","336","1.3792272","LINC"
"LINC",143,"208","137","1.399959291","LINC"
"LINC",144,"193","67","0.271748391","LINC"
"LINC",145,"201","121","0.445824512","LINC"
"LINC",146,"195","88","0.308836988","LINC"
"LINC",147,"196","208","0.815492986","LINC"
"LINC",148,"211","56","0.0303","LINC"
"LINC",150,"191","292","0.57551473","LINC"
"LINC",151,"199","121","0.665836216","LINC"
"LINC",152,"*","*","*","LINC"
"LINC",153,"203.5","132","1.2723754715","LINC"
"LINC",154,"211","227","1.235234075","LINC"
"LINC",155,"*","*","*","LINC"
"LINC",156,"199","151","0.817925107","LINC"
"LINC",157,"197","263","1.189525271","LINC"
"LINC",158,"194","185","0.546675204","LINC"
"LINC",159,"198.5","211","1.517951031","LINC"
"LINC",160,"*","*","*","LINC"
"LINC",161,"197","187","0.8348736","LINC"
"LINC",163,"*","*","*","LINC"
"LINC",164,"203","262","1.309984687","LINC"
"LINC",165,"*","*","*","LINC"
"LINC",166,"211","215","2.369686359","LINC"
"LINC",167,"196","107","0.525817095","LINC"
"LINC",168,"202","221","1.961305023","LINC"
"LINC",169,"198","181","0.502964354","LINC"
"LINC",170,"197","182","1.104799671","LINC"
"LINC",171,"201.5","140","0.6169209545","LINC"
"LINC",172,"199","216","1.390065319","LINC"
"LINC",173,"193","106","0.297516588","LINC"
"LINC",174,"204","144","0.417172204","LINC"
"LINC",175,"208.5","231.5","1.4385347785","LINC"
"LINC",176,"197","95","0.591690554","LINC"
"LINC",177,"209","142","0.788841632","LINC"
"LINC",178,"196","139","0.843638991","LINC"
"LINC",179,"199","60","0.286263151","LINC"
"LINC",180,"*","*","*","LINC"
"LINC",181,"193","152","0.489959153","LINC"
"LINC",182,"200","188","1.741457989","LINC"
"LINC",184,"194","306","1.614354053","LINC"
"LINC",185,"191","239","0.988738925","LINC"
"LINC",186,"*","*","*","LINC"
"LINC",187,"201","313","1.490165755","LINC"
"LINC",188,"201","170","1.187800365","LINC"
"LINC",189,"204","228","2.072583725","LINC"
"LINC",190,"*","*","*","LINC"
"LINC",191,"194","159","0.731245285","LINC"
"LINC",192,"*","*","*","LINC"
"LINC",193,"210","155","1.314857652","LINC"
"LINC",194,"225","186","1.154920162","LINC"
"LINC",195,"193","163","0.694102163","LINC"
"LINC",196,"214","173","1.307559301","LINC"
"LINC",197,"197","144","0.68755768","LINC"
"LINC",198,"194","276","1.625854356","LINC"
"LINC",199,"199","201","1.087968671","LINC"
"LINC",200,"199","194","1.36587891","LINC"
"LINC",201,"201","138","0.915644018","LINC"
"LINC",202,"196","67","0.086993248","LINC"
"LINC",203,"207","383","1.334607231","LINC"
"LINC",204,"213","221","2.080197139","LINC"
"LINC",205,"*","*","*","LINC"
"LINC",206,"203","30","*","LINC"
"LINC",207,"196","111","0.454335593","LINC"
"LINC",208,"205","161","0.342183439","LINC"
"LINC",209,"195","114","0.315166104","LINC"
"LINC",210,"214","131","0.750941581","LINC"
"LINC",211,"*","*","*","LINC"
"LINC",212,"*","*","*","LINC"
"LINC",213,"211","285","1.551109621","LINC"
"LINC",214,"205","92","0.395719917","LINC"
"LINC",215,"*","*","*","LINC"
"LINC",216,"210","110","0.2948348","LINC"
"LINC",217,"187","192","0.986296408","LINC"
"LINC",218,"211","204","1.406726644","LINC"
"LINC",219,"*","*","*","LINC"
"LINC",220,"201","54","0.172502412","LINC"
"LINC",221,"213","171","1.198016518","LINC"
"LINC",222,"199","145.5","1.2572487285","LINC"
"LINC",223,"210","307","1.499568599","LINC"
"LINC",224,"203","187","1.416859907","LINC"
"LINC",225,"*","*","*","LINC"
"LINC",226,"202","152","0.659679507","LINC"
"LINC",227,"196","196","0.721832954","LINC"
"LINC",228,"200","343","1.46858177","LINC"
"LINC",229,"198","115","0.868865631","LINC"
"LINC",230,"186","227","0.692632201","LINC"
"LINC",231,"193","273","1.07307996","LINC"
"LINC",232,"*","*","*","LINC"
"LINC",233,"195","145","0.560270119","LINC"
"LINC",234,"221","192","1.063866214","LINC"
"LINC",235,"195","321","1.472659623","LINC"
"LINC",236,"199","125","0.58286303","LINC"
"LINC",237,"197","258","1.21426375","LINC"
"LINC",238,"199","224","1.419635812","LINC"
"LINC",239,"210","164","1.82121395","LINC"
"LINC",240,"*","*","*","LINC"
"LINC",241,"*","*","*","LINC"
"LINC",242,"194","154","0.450777917","LINC"
"LINC",243,"194","256","1.199931851","LINC"
"LINC",244,"198","114","0.838269847","LINC"
"LINC",245,"201","174","0.517788609","LINC"
"LINC",246,"194","111","0.278667164","LINC"
"LINC",247,"220.5","155","0.6644682555","LINC"
"LINC",248,"224","136","0.622903073","LINC"
"LINC",249,"200","270","1.847202645","LINC"
"LINC",250,"210","199","1.018444935","LINC"
"LINC",251,"203","157","0.79693293","LINC"
"LINC",252,"203","139","0.613492709","LINC"
"LINC",253,"*","*","*","LINC"
"LINC",254,"192","211","0.750530415","LINC"
"LINC",255,"195","75","0.1204749825","LINC"
"LINC",256,"217","307.5","2.0409791","LINC"
"LINC",257,"214.5","188.5","0.97783199","LINC"
"LINC",258,"196","189","0.504879892","LINC"
"LINC",259,"196","343","1.687733783","LINC"
"LINC",260,"195","240","1.2667807","LINC"
"LINC",261,"*","*","*","LINC"
"LINC",262,"*","*","*","LINC"
"LINC",263,"208","281","1.533049744","LINC"
"LINC",264,"199","362","2.665847719","LINC"
"LINC",265,"194","268.5","1.202250856","LINC"
"LINC",266,"*","*","*","LINC"
"LINC",267,"202.5","108","0.9037813465","LINC"
"LINC",268,"196","73","0.154939842","LINC"
"LINC",269,"192","126","0.20911201","LINC"
"LINC",270,"202","193","1.907219278","LINC"
"LINC",271,"*","*","*","LINC"
"LINC",272,"195","245.5","1.202653491","LINC"
"LINC",273,"*","*","*","LINC"
"LINC",274,"205","158","0.664127952","LINC"
"LINC",275,"196","262","0.823504097","LINC"
"LINC",276,"*","*","*","LINC"
"LINC",277,"211","349.5","2.420568417","LINC"
"LINC",278,"*","*","*","LINC"
"LINC",279,"199","35","0.173150484","LINC"
"LINC",280,"212","117","0.4916352","LINC"
"LINC",281,"193","211","0.673341404","LINC"
"LINC",282,"195","235","1.542521104","LINC"
"LINC",283,"199","129","0.517663741","LINC"
"LINC",284,"197","196","1.024613929","LINC"
"LINC",285,"*","*","*","LINC"
"LINC",286,"*","*","*","LINC"
"LINC",287,"204","251","0.667546874","LINC"
"LINC",288,"*","*","*","LINC"
"LINC",289,"201","123","1.54401836","LINC"
"LINC",290,"204","216","1.192249126","LINC"
"LINC",291,"*","*","*","LINC"
"LINC",292,"195","314","1.625950951","LINC"
"LINC",293,"195","341","1.113867458","LINC"
"LINC",294,"189","256","0.859542576","LINC"
"LINC",296,"202","190","1.145916632","LINC"
"LINC",297,"210","29","0.0359","LINC"
"LINC",298,"194","178","0.638385469","LINC"
"LINC",299,"201","265","1.4668295415","LINC"
"LINC",300,"*","*","*","LINC"
"LINC",301,"197","148","0.549083633","LINC"
"LINC",302,"192","97","0.149161985","LINC"
"LINC",303,"210","162","1.55528568","LINC"
"LINC",304,"201","385","2.198833179","LINC"
"LINC",305,"192","269","0.977079609","LINC"
"LINC",306,"196","122","0.851366332","LINC"
"LINC",307,"201","323","1.500045933","LINC"
"LINC",308,"202","172","0.851726584","LINC"
"LINC",310,"209","222","0.705413766","LINC"
"LINC",311,"198","74","0.111903955","LINC"
"LINC",312,"210","118","0.614415926","LINC"
"LINC",313,"194","190","1.124000976","LINC"
"LINC",314,"187","120","0.672685494","LINC"
"LINC",315,"194","179","1.018516572","LINC"
"LINC",316,"*","*","*","LINC"
"LINC",317,"199","294","1.081642462","LINC"
"LINC",318,"202","213","0.783431837","LINC"
"LINC",319,"*","*","*","LINC"
"LINC",320,"198","83","0.459358","LINC"
"LINC",322,"197","263","1.86426312","LINC"
"LINC",323,"*","*","*","LINC"
"LINC",324,"194","173","0.927298535","LINC"
"LINC",325,"202","411","2.542176982","LINC"
"LINC",326,"206","106","0.393225481","LINC"
"LINC",327,"*","*","*","LINC"
"LINC",328,"209","173","1.835717851","LINC"
"LINC",330,"196","295","1.172741498","LINC"
"LINC",332,"197","71","0.346390178","LINC"
"LINC",333,"221","148","1.18320046","LINC"
"LINC",334,"203.5","323.5","2.252125296","LINC"
"LINC",335,"*","*","*","LINC"
"LINC",336,"213","94","0.560286873","LINC"
"LINC",337,"187","175","0.438059212","LINC"
"LINC",338,"*","*","*","LINC"
"LINC",339,"205","126","0.511695832","LINC"
"LINC",340,"205","238","1.445003918","LINC"
"LINC",341,"187","145","0.391588022","LINC"
