"SITE","LINE","FL50","TC","BIO"
"LINC",156,199,151,0.817925107
"LINC",157,197,263,1.189525271
"LINC",158,194,185,0.546675204
"LINC",159,198.5,211,1.517951031
"LINC",160,NA,NA,NA
"LINC",161,197,187,0.8348736
"LINC",163,NA,NA,NA
"LINC",164,203,262,1.309984687
"LINC",165,NA,NA,NA
"LINC",166,211,215,2.369686359
"LINC",167,196,107,0.525817095
"LINC",168,202,221,1.961305023
"LINC",169,198,181,0.502964354
"LINC",170,197,182,1.104799671
"LINC",171,201.5,140,0.6169209545
"LINC",172,199,216,1.390065319
"LINC",173,193,106,0.297516588
"LINC",174,204,144,0.417172204
"LINC",175,208.5,231.5,1.4385347785
"LINC",176,197,95,0.591690554
"LINC",177,209,142,0.788841632
"LINC",178,196,139,0.843638991
"LINC",179,199,60,0.286263151
"LINC",180,NA,NA,NA
"LINC",181,193,152,0.489959153
"LINC",182,200,188,1.741457989
"LINC",184,194,306,1.614354053
"LINC",185,191,239,0.988738925
"LINC",186,NA,NA,NA
"LINC",187,201,313,1.490165755
"LINC",188,201,170,1.187800365
"LINC",189,204,228,2.072583725
"LINC",190,NA,NA,NA
"LINC",191,194,159,0.731245285
"LINC",192,NA,NA,NA
"LINC",193,210,155,1.314857652
"LINC",194,225,186,1.154920162
"LINC",195,193,163,0.694102163
"LINC",196,214,173,1.307559301
"LINC",197,197,144,0.68755768
"LINC",198,194,276,1.625854356
"LINC",199,199,201,1.087968671
"LINC",200,199,194,1.36587891
"LINC",201,201,138,0.915644018
"LINC",202,196,67,0.086993248
"LINC",203,207,383,1.334607231
"LINC",204,213,221,2.080197139
"LINC",205,NA,NA,NA
"LINC",206,203,30,NA
"LINC",207,196,111,0.454335593
"LINC",208,205,161,0.342183439
"LINC",209,195,114,0.315166104
"LINC",210,214,131,0.750941581
"LINC",211,NA,NA,NA
"LINC",212,NA,NA,NA
"LINC",213,211,285,1.551109621
"LINC",214,205,92,0.395719917
"LINC",215,NA,NA,NA
"LINC",216,210,110,0.2948348
"LINC",217,187,192,0.986296408
"LINC",218,211,204,1.406726644
"LINC",219,NA,NA,NA
"LINC",220,201,54,0.172502412
"LINC",221,213,171,1.198016518
"LINC",222,199,145.5,1.2572487285
"LINC",223,210,307,1.499568599
"LINC",224,203,187,1.416859907
"LINC",225,NA,NA,NA
"LINC",226,202,152,0.659679507
"LINC",227,196,196,0.721832954
"LINC",228,200,343,1.46858177
"LINC",229,198,115,0.868865631
"LINC",230,186,227,0.692632201
"LINC",231,193,273,1.07307996
"LINC",232,NA,NA,NA
"LINC",233,195,145,0.560270119
"LINC",234,221,192,1.063866214
"LINC",235,195,321,1.472659623
"LINC",236,199,125,0.58286303
"LINC",237,197,258,1.21426375
"LINC",238,199,224,1.419635812
"LINC",239,210,164,1.82121395
"LINC",240,NA,NA,NA
"LINC",241,NA,NA,NA
"LINC",242,194,154,0.450777917
"LINC",243,194,256,1.199931851
"LINC",244,198,114,0.838269847
"LINC",245,201,174,0.517788609
"LINC",246,194,111,0.278667164
"LINC",247,220.5,155,0.6644682555
"LINC",248,224,136,0.622903073
"LINC",249,200,270,1.847202645
"LINC",250,210,199,1.018444935
"LINC",251,203,157,0.79693293
"LINC",252,203,139,0.613492709
"LINC",253,NA,NA,NA
"LINC",254,192,211,0.750530415
"LINC",255,195,75,0.1204749825
"LINC",256,217,307.5,2.0409791
"LINC",257,214.5,188.5,0.97783199
"LINC",258,196,189,0.504879892
"LINC",259,196,343,1.687733783
"LINC",260,195,240,1.2667807
"LINC",261,NA,NA,NA
"LINC",262,NA,NA,NA
"LINC",263,208,281,1.533049744
"LINC",264,199,362,2.665847719
"LINC",265,194,268.5,1.202250856
"LINC",266,NA,NA,NA
"LINC",267,202.5,108,0.9037813465
"LINC",268,196,73,0.154939842
"LINC",269,192,126,0.20911201
"LINC",270,202,193,1.907219278
"LINC",271,NA,NA,NA
"LINC",272,195,245.5,1.202653491
"LINC",273,NA,NA,NA
"LINC",274,205,158,0.664127952
"LINC",275,196,262,0.823504097
"LINC",276,NA,NA,NA
"LINC",277,211,349.5,2.420568417
"LINC",278,NA,NA,NA
"LINC",279,199,35,0.173150484
"LINC",280,212,117,0.4916352
"LINC",281,193,211,0.673341404
"LINC",282,195,235,1.542521104
"LINC",283,199,129,0.517663741
"LINC",284,197,196,1.024613929
"LINC",285,NA,NA,NA
"LINC",286,NA,NA,NA
"LINC",287,204,251,0.667546874
"LINC",288,NA,NA,NA
"LINC",289,201,123,1.54401836
"LINC",290,204,216,1.192249126
"LINC",291,NA,NA,NA
"LINC",292,195,314,1.625950951
"LINC",293,195,341,1.113867458
"LINC",294,189,256,0.859542576
"LINC",296,202,190,1.145916632
"LINC",297,210,29,0.0359
"LINC",298,194,178,0.638385469
"LINC",299,201,265,1.4668295415
"LINC",300,NA,NA,NA
"LINC",301,197,148,0.549083633
"LINC",302,192,97,0.149161985
"LINC",303,210,162,1.55528568
"LINC",304,201,385,2.198833179
"LINC",305,192,269,0.977079609
"LINC",306,196,122,0.851366332
"LINC",307,201,323,1.500045933
"LINC",308,202,172,0.851726584
"LINC",310,209,222,0.705413766
"LINC",311,198,74,0.111903955
"LINC",312,210,118,0.614415926
"LINC",313,194,190,1.124000976
"LINC",314,187,120,0.672685494
"LINC",315,194,179,1.018516572
"LINC",316,NA,NA,NA
"LINC",317,199,294,1.081642462
"LINC",318,202,213,0.783431837
"LINC",319,NA,NA,NA
"LINC",320,198,83,0.459358
"LINC",322,197,263,1.86426312
"LINC",323,NA,NA,NA
"LINC",324,194,173,0.927298535
"LINC",325,202,411,2.542176982
"LINC",326,206,106,0.393225481
"LINC",327,NA,NA,NA
"LINC",328,209,173,1.835717851
"LINC",330,196,295,1.172741498
"LINC",332,197,71,0.346390178
"LINC",333,221,148,1.18320046
"LINC",334,203.5,323.5,2.252125296
"LINC",335,NA,NA,NA
"LINC",336,213,94,0.560286873
"LINC",337,187,175,0.438059212
"LINC",338,NA,NA,NA
"LINC",339,205,126,0.511695832
"LINC",340,205,238,1.445003918
"LINC",341,187,145,0.391588022
"LINC",342,193,189,0.9752228
"LINC",343,194,223,0.591928149
"LINC",344,NA,NA,NA
"LINC",345,195,110,0.265991971
"LINC",346,195,273,1.055872033
"LINC",347,209,48,0.0584
"LINC",349,216,87,0.559947679
"LINC",350,201,129,0.509567183
"LINC",352,NA,16,NA
"LINC",353,210,145,0.870771798
"LINC",354,205,112,0.265269193
"LINC",355,NA,NA,NA
"LINC",356,195,274,1.0251213295
"LINC",358,198.5,199,0.9368482035
"LINC",359,203,174,0.87656041
"LINC",360,197,334,1.362449682
"LINC",361,198,126,0.307965095
"LINC",362,NA,NA,NA
"LINC",363,199,111.5,0.45529336
"LINC",364,196,157,1.208675322
"LINC",365,195,212,0.910304595
"LINC",366,205.5,119,0.9776497815
"LINC",367,199,277,1.713743242
"LINC",368,196,64,0.169524283
"LINC",369,198,202,2.172131967
"LINC",370,207,258,0.783037374
"LINC",371,199,143,0.62435378
"LINC",372,200,243,1.466982907
"LINC",373,202,183,1.097096221
"LINC",374,201,122,0.455979326
"LINC",375,201,79,0.35319219
"LINC",376,NA,NA,NA
"LINC",377,NA,NA,NA
"LINC",378,210,178,1.47754473
"LINC",379,209,192,1.443138758
"LINC",380,205,100,1.440211699
"LINC",381,200,283,1.518845939
"LINC",382,199,270,1.566893541
"LINC",383,200,199,1.785121243
"LINC",384,187,216,0.696501145
"LINC",386,198,144,0.69399576
"LINC",388,196,141,0.749140267
"LINC",389,200,341,1.955040813
"LINC",390,225,40,0.290038756
"LINC",391,194,148,0.631404206
"LINC",392,197,114,0.444125084
"LINC",393,198.5,191.5,1.1571803345
"LINC",394,188,63,0.308166178
"LINC",395,203,169,0.660312529
"LINC",396,199,186,0.6917311875
"LINC",397,203,262,1.771304306
"LINC",398,199,103,0.43661515
"LINC",399,195,116,0.310486918
"LINC",400,201,125,0.751380784
"LINC",402,213,166,1.431316363
"LINC",403,194,282,1.2485088915
"LINC",404,195.5,145.5,0.4299465985
"MNHT",1,167,324,1.080312251
"MNHT",2,207,206,1.641230839
"MNHT",3,179,132,0.547150771
"MNHT",4,203,335,1.734857895
"MNHT",5,186,65,0.31861515
"MNHT",7,182,267,1.017305425
"MNHT",8,193,300,1.213464579
"MNHT",9,182,215.5,1.0125669615
"MNHT",10,172,215,0.59515893
"MNHT",11,194,114,0.445321129
"MNHT",12,191,91,0.324462486
"MNHT",13,209,195,1.15180848
"MNHT",14,NA,NA,NA
"MNHT",15,204,321,1.838844262
"MNHT",16,NA,NA,NA
"MNHT",17,202,252,1.8422899885
"MNHT",18,NA,NA,NA
"MNHT",19,189,240,1.107096853
"MNHT",20,182,52,2.572344105
"MNHT",21,180,150,0.715932934
"MNHT",22,NA,NA,NA
"MNHT",23,204,197,1.6200166315
"MNHT",24,195,93,0.224117966
"MNHT",25,188,228,1.36372505
"MNHT",26,202,186,1.905041974
"MNHT",27,183,126,0.537976654
"MNHT",28,189,305,1.522388352
"MNHT",29,NA,NA,NA
"MNHT",30,193,178,1.023938016
"MNHT",31,NA,NA,NA
"MNHT",32,197,305,2.219033515
"MNHT",33,172,188,0.523177136
"MNHT",34,179,160,0.637080221
"MNHT",35,194,170,0.849997436
"MNHT",36,202,95,0.663939059
"MNHT",37,200,255,1.286930346
"MNHT",38,184.5,145.5,0.614667104
"MNHT",39,173,167.5,0.5625499595
"MNHT",40,193,212,1.2360213
"MNHT",41,179.5,237,0.6836963485
"MNHT",42,188.5,199,0.900067226
"MNHT",43,195,181,0.892242516
"MNHT",44,200,276.5,0.9677232795
"MNHT",45,NA,NA,NA
"MNHT",46,196,173,1.194615471
"MNHT",47,NA,NA,NA
"MNHT",48,169,104,0.576705758
"MNHT",49,193,180,0.82988621
"MNHT",50,194,125,0.441336397
"MNHT",52,174,246,0.997927826
"MNHT",53,193,145,0.568569848
"MNHT",54,197,166,0.920502557
"MNHT",55,174,84,0.426651782
"MNHT",56,NA,NA,NA
"MNHT",57,189,130,0.923851223
"MNHT",58,NA,NA,NA
"MNHT",59,181,231,0.661503041
"MNHT",60,178,214,0.591048765
"MNHT",61,192,198,1.814606315
"MNHT",62,194,89,1.0057274555
"MNHT",63,177,231,0.773108821
"MNHT",64,NA,NA,NA
"MNHT",65,192,211,0.738974797
"MNHT",66,205.5,201,1.5353400235
"MNHT",67,188,232,0.933367838
"MNHT",68,190,90,0.658849991
"MNHT",69,199,160,0.901368718
"MNHT",70,NA,NA,NA
"MNHT",71,211,221,1.662520555
"MNHT",72,178,341.5,1.3738921835
"MNHT",73,193,113,0.387585187
"MNHT",74,198,311,2.185548663
"MNHT",75,202,146,1.461593909
"MNHT",76,199,104,0.387223194
"MNHT",77,NA,NA,NA
"MNHT",78,NA,NA,NA
"MNHT",79,194,269,0.982621818
"MNHT",80,181,214,0.783583021
"MNHT",81,NA,NA,NA
"MNHT",83,196,260,1.472406041
"MNHT",84,178,127,0.306406024
"MNHT",85,192.5,204.5,0.8665259495
"MNHT",86,199,129,0.773349437
"MNHT",87,188,131,0.498850886
"MNHT",88,208,97,0.82339949
"MNHT",89,178.5,150,0.648944381
"MNHT",90,208,207,1.254096755
"MNHT",91,204,179,1.650649638
"MNHT",93,198,170,1.274340946
"MNHT",94,182,157,0.542426776
"MNHT",95,NA,NA,NA
"MNHT",96,NA,NA,NA
"MNHT",97,191,163,0.760363432
"MNHT",98,NA,NA,NA
"MNHT",99,197,90,0.457909028
"MNHT",100,200,161,0.94907991
"MNHT",101,186,63,0.265517268
"MNHT",102,198.5,244.5,1.178081978
"MNHT",103,202,221,1.130753296
"MNHT",104,184,101.5,0.3716341765
"MNHT",105,198,212,1.182769728
"MNHT",106,189,287,1.215284976
"MNHT",107,193.5,199,0.832943749
"MNHT",108,NA,NA,NA
"MNHT",110,179,155,0.9639815
"MNHT",111,175,183,0.8551242275
"MNHT",112,192,218,0.879559639
"MNHT",113,198,149,1.171920736
"MNHT",114,202,146.5,1.056988931
"MNHT",115,NA,NA,NA
"MNHT",116,196,202,1.041999204
"MNHT",117,195,140,0.442273965
"MNHT",118,194,142,0.974450782
"MNHT",119,204.5,203,1.404212027
"MNHT",120,182,226,0.949076255
"MNHT",122,177,106,0.387759387
"MNHT",123,197,127,0.643081474
"MNHT",125,194,194,0.53392828
"MNHT",126,NA,NA,NA
"MNHT",127,177,115,0.4332901
"MNHT",128,187,91,0.457404162
"MNHT",130,189,184,1.659998878
"MNHT",131,178,238,1.394583593
"MNHT",132,195,149,1.117870112
"MNHT",134,198,103,0.453354613
"MNHT",135,180,153,1.137469169
"MNHT",136,NA,NA,NA
"MNHT",137,200,111,0.605348732
"MNHT",138,186,144,0.940727958
"MNHT",139,178,109,0.220037937
"MNHT",141,182,198,1.124288894
"MNHT",142,192,243.5,1.421328743
"MNHT",143,214,49,0.326985002
"MNHT",144,NA,NA,NA
"MNHT",145,210,65,0.450268266
"MNHT",146,NA,NA,NA
"MNHT",147,194,248,1.183869758
"MNHT",148,NA,NA,NA
"MNHT",150,177,154,0.367240075
"MNHT",151,184,104,0.3899293685
"MNHT",152,194,163,0.536922649
"MNHT",153,196,171,0.785326875
"MNHT",154,200,236,1.152464383
"MNHT",155,202,100,0.626318519
"MNHT",156,182,156,0.63875022
"MNHT",157,189,260,0.765010877
"MNHT",158,181,279,0.74174344
"MNHT",159,196,238,1.348488291
"MNHT",160,NA,NA,NA
"MNHT",161,183,235,1.018208129
"MNHT",163,179,104,0.365248828
"MNHT",164,186.5,189,1.0648003665
"MNHT",165,NA,NA,NA
"MNHT",166,206,200,1.816807058
"MNHT",167,191,110,0.554577516
"MNHT",168,200,215,1.193872343
"MNHT",169,194,119,0.587708696
"MNHT",170,189,221,1.138480581
"MNHT",171,177,246,0.913437985
"MNHT",172,194,130,0.441569712
"MNHT",173,172,98,0.360542052
"MNHT",174,172,202,0.727628691
"MNHT",175,204,167,1.605163877
"MNHT",176,192,123,0.598650113
"MNHT",177,198,202,1.144255744
"MNHT",178,191,108,0.672549801
"MNHT",179,183,116,0.555078445
"MNHT",180,194,87.5,0.397278216
"MNHT",181,172,288,0.888949146
"MNHT",182,199,130,1.080900085
"MNHT",184,191,290,1.448757207
"MNHT",185,175,165,0.58848075
"MNHT",186,209,292,1.798104757
"MNHT",187,176,185,0.653880315
"MNHT",188,198,206,1.360776
"MNHT",189,NA,NA,NA
"MNHT",190,NA,NA,NA
"MNHT",191,187,302,1.236850824
"MNHT",192,200,249,1.406701404
"MNHT",193,202,91,0.679687291
"MNHT",194,211,234,1.426719907
"MNHT",195,183,58,0.158735435
"MNHT",196,206,274,1.507590802
"MNHT",197,196,232,1.001382586
"MNHT",198,179,230,1.448406329
"MNHT",199,190.5,257,1.093132263
"MNHT",200,191,108,0.723728597
"MNHT",201,NA,NA,NA
"MNHT",202,177,233,0.602899367
"MNHT",203,194,174,0.869249064
"MNHT",204,170,344,0.659734074
"MNHT",205,189,55,0.096158156
"MNHT",206,NA,NA,NA
"MNHT",207,183,195,1.314662137
"MNHT",208,NA,NA,NA
"MNHT",209,182,104,0.46127871
"MNHT",210,209,153,0.789833791
"MNHT",211,196,277,1.239545517
"MNHT",212,187.5,178,0.877443323
"MNHT",213,210,158,0.69257046
"MNHT",214,NA,NA,NA
"MNHT",215,209,204,1.138182564
"MNHT",216,209,202,0.548128438
"MNHT",217,NA,NA,NA
"MNHT",218,207,201,1.37875223
"MNHT",219,204,163,1.055816379
"MNHT",220,179,147,0.557805031
"MNHT",221,170,164.5,0.6711170385
"MNHT",222,190,167,0.844644148
"MNHT",223,200.5,353,1.5816195855
"MNHT",224,195,153,1.091979055
"MNHT",225,182,192,0.863654577
"MNHT",226,196,131,0.583771075
"MNHT",227,192,260,0.490841312
"MNHT",228,182,270,1.141990161
"MNHT",229,183,95,0.768259711
"MNHT",230,178,248,0.827507507
"MNHT",231,179,237,0.790042765
"MNHT",232,179,126,0.724395212
"MNHT",233,202,115,0.807529119
"MNHT",234,206,205,1.775328193
"MNHT",235,181.5,228.5,0.8517717445
"MNHT",236,182,153,0.616018321
"MNHT",237,190,172,0.7008401395
"MNHT",238,193,155,0.674758312
"MNHT",239,206,214,1.702480237
"MNHT",240,189,249,0.941233802
"MNHT",241,206,184.5,0.9502977355
"MNHT",242,181,222,0.838585838
"MNHT",243,186,248,1.348095345
"MNHT",244,193,143,0.994042043
"MNHT",245,202,64,0.125206414
"MNHT",246,193,95,0.459822659
"MNHT",247,201,400,2.16155437
"MNHT",248,206,134,0.979978477
"MNHT",249,194,170,1.291426626
"MNHT",250,202,197,1.115395875
"MNHT",251,204,158,1.198319291
"MNHT",252,193,139,0.607009832
"MNHT",253,180,229,1.278258705
"MNHT",254,183,95,0.264874295
"MNHT",255,183,96,0.17852523
"MNHT",256,NA,315,1.522653548
"MNHT",257,192,290,1.610145194
"MNHT",258,181,247,1.060536078
"MNHT",259,NA,NA,NA
"MNHT",260,186,240,1.229188847
"MNHT",261,195,142,0.44624518
"MNHT",262,197,137,0.587519604
"MNHT",263,202.5,156.5,0.747832451
"MNHT",264,194,231,1.700657537
"MNHT",265,190,229,0.661417396
"MNHT",266,NA,NA,NA
"MNHT",267,198,119,0.863018463
"MNHT",268,NA,NA,NA
"MNHT",269,NA,NA,NA
"MNHT",270,194,247,0.276215304
"MNHT",271,198.5,253,1.218062109
"MNHT",272,192,153,NA
"MNHT",273,NA,NA,NA
"MNHT",274,194,164,NA
"MNHT",275,194.5,162,0.650693547
"MNHT",276,NA,NA,NA
"MNHT",277,206,417,1.926288502
"MNHT",278,195,202,1.15898345
"MNHT",279,200,210,1.211752328
"MNHT",280,209,211,0.657748119
"MNHT",281,NA,NA,NA
"MNHT",282,189,208,1.1313406515
"MNHT",283,186,131,0.406697483
"MNHT",284,190,191,1.232284746
"MNHT",285,204,279,2.164586852
"MNHT",286,170,192,0.899023583
"MNHT",287,200,381,1.279098792
"MNHT",288,198,192,1.103048671
"MNHT",289,194,137,0.93507292
"MNHT",290,199.5,93,0.342255856
"MNHT",291,NA,NA,NA
"MNHT",292,199,121,0.67415567
"MNHT",293,191,202,0.441256136
"MNHT",294,177,297,1.327049871
"MNHT",296,200,189,1.350770294
"MNHT",297,193,240,1.450075298
"MNHT",298,190,118,0.68223187
"MNHT",299,200,93,0.417050438
"MNHT",300,NA,NA,NA
"MNHT",301,179,128,0.589558152
"MNHT",302,169,373,1.090060217
"MNHT",303,196,201,0.954557033
"MNHT",304,198,282,1.056334873
"MNHT",305,195,315,1.263455401
"MNHT",306,NA,NA,NA
"MNHT",307,193,277,1.018415159
"MNHT",308,192,334,1.883638092
"MNHT",310,203,207,0.699848009
"MNHT",311,182,174,0.805256896
"MNHT",312,203,239,1.776234324
"MNHT",313,189,238,1.227264872
"MNHT",314,175,187,0.60130823
"MNHT",315,196,163,0.8026800525
"MNHT",316,NA,NA,NA
"MNHT",317,194,197,0.768606055
"MNHT",318,193,194,0.819279857
"MNHT",319,179,111,0.430123183
"MNHT",320,194,132,0.736751812
"MNHT",322,181,234,1.451655248
"MNHT",323,190,191,0.757021935
"MNHT",324,189,124,0.631788857
"MNHT",325,198,540,2.469165344
"MNHT",326,197,135,0.582314054
"MNHT",327,200,114,0.346476862
"MNHT",328,202,188,1.538849771
"MNHT",330,180,400,1.494148405
"MNHT",332,188,140,0.648042933
"MNHT",333,215,160,1.114104273
"MNHT",334,199,317,1.750058396
"MNHT",335,NA,NA,NA
"MNHT",336,207,142.5,0.718783216
"MNHT",337,179,206,0.624204445
"MNHT",338,194,82,0.653359958
"MNHT",339,190,197,1.101984787
"MNHT",340,200,172,0.556106601
"MNHT",341,175.5,176.5,0.718220517
"MNHT",342,176,158,0.896772145
"MNHT",343,179.5,244,0.738846352
"MNHT",344,209,121,0.408127477
"MNHT",345,175,172,0.604874085
"MNHT",346,186,273,0.82303835
"MNHT",347,180,80,0.177001306
"MNHT",349,NA,NA,NA
"MNHT",350,206,135,0.622080377
"MNHT",352,205,128,0.850052896
"MNHT",353,196,165,0.94764567
"MNHT",354,195,93,0.308542251
"MNHT",355,194,282,1.477390965
"MNHT",356,179,236,0.713605596
"MNHT",358,192,305,1.347740928
"MNHT",359,200.5,206,0.6524794215
"MNHT",360,179,292,1.13801362
"MNHT",361,194,125,0.530214642
"MNHT",362,NA,NA,NA
"MNHT",363,NA,NA,NA
"MNHT",364,190.5,126.5,0.7581673225
"MNHT",365,181,267,1.196471777
"MNHT",366,196,207,1.499204187
"MNHT",367,196,167,1.112778821
"MNHT",368,189,217,0.70879049
"MNHT",369,194.5,143.5,1.335811751
"MNHT",370,201,235,1.158498486
"MNHT",371,196,157,0.736569876
"MNHT",372,NA,NA,NA
"MNHT",373,196,260,1.485311304
"MNHT",374,NA,NA,NA
"MNHT",375,198,107,0.463532019
"MNHT",376,NA,NA,NA
"MNHT",377,200,139,1.06342474
"MNHT",378,205,168,1.10251606
"MNHT",379,210,98.5,0.661690381
"MNHT",380,198,208,1.106252281
"MNHT",381,196,311,1.833558431
"MNHT",382,196,153,0.817895487
"MNHT",383,195,196,1.430245045
"MNHT",384,174,258,0.710627467
"MNHT",386,192,134.5,0.557225683
"MNHT",388,192.5,93,0.3715091785
"MNHT",389,193,273,1.7734195735
"MNHT",390,207,99,1.028019504
"MNHT",391,NA,NA,NA
"MNHT",392,188,189,0.942792278
"MNHT",393,193,95,0.676121972
"MNHT",394,NA,NA,NA
"MNHT",395,191,139,0.4930984
"MNHT",396,188,275,1.19314153
"MNHT",397,196,285,1.541332039
"MNHT",398,192,116,0.675115354
"MNHT",399,182,328,1.516890917
"MNHT",400,199,145.5,0.7347420945
"MNHT",402,203,191,1.132961876
"MNHT",403,190,223,1.122477272
"MNHT",404,178,207,0.737299811
"OVTN",1,144,114,0.232575821
"OVTN",2,NA,NA,NA
"OVTN",3,148,174,0.565123774
"OVTN",4,177,96.5,0.372612563
"OVTN",5,182.5,51,0.199348757
"OVTN",7,145,197,0.542111782
"OVTN",8,168,161,0.382482556
"OVTN",9,150,101,0.25806132
"OVTN",10,144,112,0.189875732
"OVTN",11,168,127,0.431420786
"OVTN",12,158,79,0.147947516
"OVTN",13,163,65,0.234281357
"OVTN",14,152,197,0.53750706
"OVTN",15,200,187,1.21222683
"OVTN",16,167,39,NA
"OVTN",17,181,109,0.685280606
"OVTN",18,145,223,0.623201888
"OVTN",19,151,181,0.493145893
"OVTN",20,150,161,0.718214526
"OVTN",21,NA,NA,NA
"OVTN",22,143,232,0.410898876
"OVTN",23,215,141,1.400864922
"OVTN",24,NA,NA,NA
"OVTN",25,157,126,0.314042238
"OVTN",26,193,121,0.841351274
"OVTN",27,144,111,0.311131787
"OVTN",28,178,141,0.698301376
"OVTN",29,172,69,NA
"OVTN",30,153,264,0.808685151
"OVTN",31,NA,NA,NA
"OVTN",32,176,151.5,0.782626946
"OVTN",33,149,282,0.831046797
"OVTN",34,150,103,0.246659039
"OVTN",35,176.5,47.5,NA
"OVTN",36,160,61,0.207970968
"OVTN",37,169,188,0.706035916
"OVTN",38,NA,NA,NA
"OVTN",39,NA,NA,NA
"OVTN",40,202,121,0.633485503
"OVTN",41,144,169,0.360348566
"OVTN",42,156,197,0.411628281
"OVTN",43,158,118,0.426879336
"OVTN",44,167,321,0.78653843
"OVTN",45,167,131,0.36083807
"OVTN",46,157,125,0.431449995
"OVTN",47,171,47,NA
"OVTN",48,151,92,0.250629736
"OVTN",49,146,128,0.582894576
"OVTN",50,152,109,0.180281626
"OVTN",52,NA,NA,NA
"OVTN",53,157,157,0.377601397
"OVTN",54,158,123,0.641607371
"OVTN",55,151,81,0.332382487
"OVTN",56,151,101,0.368053087
"OVTN",57,138.5,57,0.1879663495
"OVTN",58,151,57,NA
"OVTN",59,NA,NA,NA
"OVTN",60,NA,NA,NA
"OVTN",61,134,76,0.263158879
"OVTN",62,188,103,0.581092304
"OVTN",63,156,83,0.251660637
"OVTN",64,151,91,0.143355908
"OVTN",65,178,182,0.56974619
"OVTN",66,194,76,0.444308955
"OVTN",67,151,197,0.435162588
"OVTN",68,NA,NA,NA
"OVTN",69,186,81,0.236503067
"OVTN",70,150,96,0.21721797
"OVTN",71,202,193,0.64037393
"OVTN",72,145,166,0.530500402
"OVTN",73,150,111,0.281661606
"OVTN",74,170.5,201,0.9581404195
"OVTN",75,192,66,0.322364795
"OVTN",76,198,118,0.374427481
"OVTN",77,151,132,0.274693578
"OVTN",78,NA,NA,NA
"OVTN",79,157,188,0.399691763
"OVTN",80,150,69,0.182818962
"OVTN",81,134,169,0.312135108
"OVTN",83,181.5,119,0.3790895325
"OVTN",84,171,19,NA
"OVTN",85,171,103,0.254142832
"OVTN",86,167,262,0.737528145
"OVTN",87,151,99,0.285806781
"OVTN",88,201.5,229.5,1.2215963865
"OVTN",89,157,106,0.246155639
"OVTN",90,200,161,0.452230126
"OVTN",91,192,162,1.263500936
"OVTN",93,169,162,0.809141059
"OVTN",94,151,84,0.404185977
"OVTN",95,157,114,0.189298272
"OVTN",96,150,126,0.153656995
"OVTN",97,151,56,0.146353364
"OVTN",98,154,169,0.56083939
"OVTN",99,171,113,0.26013984
"OVTN",100,184,108,0.484321323
"OVTN",101,178,61,NA
"OVTN",102,160,181,0.66526604
"OVTN",103,160,178,0.879234859
"OVTN",104,157,116,0.449526316
"OVTN",105,197,141,0.750878544
"OVTN",106,168,119,0.442779819
"OVTN",107,157,127,0.424191082
"OVTN",108,156,70,0.214038608
"OVTN",110,146,149,0.471301851
"OVTN",111,NA,NA,NA
"OVTN",112,152,119,0.26874312
"OVTN",113,191,109,0.556890749
"OVTN",114,NA,NA,NA
"OVTN",115,181,77,0.404644405
"OVTN",116,170,130,0.592870818
"OVTN",117,NA,NA,NA
"OVTN",118,161,174,0.669436415
"OVTN",119,174,247,1.219657087
"OVTN",120,166.5,173.5,0.491015266
"OVTN",122,145,81,0.163799772
"OVTN",123,199,117,0.526104828
"OVTN",125,167.5,123,0.42726452
"OVTN",126,144,101,0.156236324
"OVTN",127,143,116,0.307399948
"OVTN",128,158,64,0.17402416
"OVTN",130,157.5,247.5,1.320447514
"OVTN",131,146,188,0.497315317
"OVTN",132,171,101,0.521552674
"OVTN",134,172,119,0.715128855
"OVTN",135,158.5,165.5,0.6870614405
"OVTN",136,159,35,NA
"OVTN",137,203,40,0.120872483
"OVTN",138,149.5,78,0.3077420525
"OVTN",139,150,90,NA
"OVTN",141,165,99,0.317464844
"OVTN",142,151,185,0.591441521
"OVTN",143,168,152,0.774579605
"OVTN",144,NA,NA,NA
"OVTN",145,175,121,0.285604673
"OVTN",146,156,66,0.232438762
"OVTN",147,151,204,0.688466612
"OVTN",148,NA,NA,NA
"OVTN",150,144,121,0.229845422
"OVTN",151,158,128,0.427177173
"OVTN",152,150,133,0.360026464
"OVTN",153,158,152,0.932044226
"OVTN",154,157,194,0.706715433
"OVTN",155,171,153,0.766871668
"OVTN",156,146,151,0.266543095
"OVTN",157,167,99,0.399650918
"OVTN",158,164,241,0.597348822
"OVTN",159,202,168,1.250156178
"OVTN",160,145,74,NA
"OVTN",161,169,128,0.594281326
"OVTN",163,145,26,NA
"OVTN",164,NA,NA,NA
"OVTN",165,179,56,NA
"OVTN",166,177,226,1.581603061
"OVTN",167,NA,NA,NA
"OVTN",168,NA,NA,NA
"OVTN",169,156,138,0.575710892
"OVTN",170,144,171,0.770617903
"OVTN",171,142,68,NA
"OVTN",172,NA,NA,NA
"OVTN",173,141,94,0.196389422
"OVTN",174,149,94,0.163236183
"OVTN",175,193.5,142.5,0.9051638895
"OVTN",176,153,141,0.471704835
"OVTN",177,158,152,0.496218639
"OVTN",178,151,131,0.62911144
"OVTN",179,157,128,0.322929375
"OVTN",180,190,84,0.407472902
"OVTN",181,158,68,NA
"OVTN",182,156,127,0.490434317
