OBJECTID,hzname,desgndisc,desgnmaster,desgnmasterprime,desgnvert,hzdept_l,hzdept_r,hzdept_h,hzdepb_l,hzdepb_r,hzdepb_h,hzthk_l,hzthk_r,hzthk_h,fraggt10_l,fraggt10_r,fraggt10_h,frag3to10_l,frag3to10_r,frag3to10_h,sieveno4_l,sieveno4_r,sieveno4_h,sieveno10_l,sieveno10_r,sieveno10_h,sieveno40_l,sieveno40_r,sieveno40_h,sieveno200_l,sieveno200_r,sieveno200_h,sandtotal_l,sandtotal_r,sandtotal_h,sandvc_l,sandvc_r,sandvc_h,sandco_l,sandco_r,sandco_h,sandmed_l,sandmed_r,sandmed_h,sandfine_l,sandfine_r,sandfine_h,sandvf_l,sandvf_r,sandvf_h,silttotal_l,silttotal_r,silttotal_h,siltco_l,siltco_r,siltco_h,siltfine_l,siltfine_r,siltfine_h,claytotal_l,claytotal_r,claytotal_h,claysizedcarb_l,claysizedcarb_r,claysizedcarb_h,om_l,om_r,om_h,dbtenthbar_l,dbtenthbar_r,dbtenthbar_h,dbthirdbar_l,dbthirdbar_r,dbthirdbar_h,dbfifteenbar_l,dbfifteenbar_r,dbfifteenbar_h,dbovendry_l,dbovendry_r,dbovendry_h,partdensity,ksat_l,ksat_r,ksat_h,awc_l,awc_r,awc_h,wtenthbar_l,wtenthbar_r,wtenthbar_h,wthirdbar_l,wthirdbar_r,wthirdbar_h,wfifteenbar_l,wfifteenbar_r,wfifteenbar_h,wsatiated_l,wsatiated_r,wsatiated_h,lep_l,lep_r,lep_h,ll_l,ll_r,ll_h,pi_l,pi_r,pi_h,aashind_l,aashind_r,aashind_h,kwfact,kffact,caco3_l,caco3_r,caco3_h,gypsum_l,gypsum_r,gypsum_h,sar_l,sar_r,sar_h,ec_l,ec_r,ec_h,cec7_l,cec7_r,cec7_h,ecec_l,ecec_r,ecec_h,sumbases_l,sumbases_r,sumbases_h,ph1to1h2o_l,ph1to1h2o_r,ph1to1h2o_h,ph01mcacl2_l,ph01mcacl2_r,ph01mcacl2_h,freeiron_l,freeiron_r,freeiron_h,feoxalate_l,feoxalate_r,feoxalate_h,extracid_l,extracid_r,extracid_h,extral_l,extral_r,extral_h,aloxalate_l,aloxalate_r,aloxalate_h,pbray1_l,pbray1_r,pbray1_h,poxalate_l,poxalate_r,poxalate_h,ph2osoluble_l,ph2osoluble_r,ph2osoluble_h,ptotal_l,ptotal_r,ptotal_h,excavdifcl,excavdifms,chorizon_cokey,chkey,OBJECTID_1,Site_Code,Latitude,Longitude,State,Zipcode,RASTERVALU,MUKEY,OBJECTID_12,comppct_l,comppct_r,comppct_h,compname,compkind,majcompflag,otherph,localphase,slope_l,slope_r,slope_h,slopelenusle_l,slopelenusle_r,slopelenusle_h,runoff,tfact,wei,weg,erocl,earthcovkind1,earthcovkind2,hydricon,hydricrating,drainagecl,elev_l,elev_r,elev_h,aspectccwise,aspectrep,aspectcwise,geomdesc,albedodry_l,albedodry_r,albedodry_h,airtempa_l,airtempa_r,airtempa_h,map_l,map_r,map_h,reannualprecip_l,reannualprecip_r,reannualprecip_h,ffd_l,ffd_r,ffd_h,nirrcapcl,nirrcapscl,nirrcapunit,irrcapcl,irrcapscl,irrcapunit,cropprodindex,constreeshrubgrp,wndbrksuitgrp,rsprod_l,rsprod_r,rsprod_h,foragesuitgrpid,wlgrain,wlgrass,wlherbaceous,wlshrub,wlconiferous,wlhardwood,wlwetplant,wlshallowwat,wlrangeland,wlopenland,wlwoodland,wlwetland,soilslippot,frostact,initsub_l,initsub_r,initsub_h,totalsub_l,totalsub_r,totalsub_h,hydgrp,corcon,corsteel,taxclname,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,taxpartsize,taxpartsizemod,taxceactcl,taxreaction,taxtempcl,taxmoistscl,taxtempregime,soiltaxedition,castorieindex,flecolcomnum,flhe,flphe,flsoilleachpot,flsoirunoffpot,fltemik2use,fltriumph2use,indraingrp,innitrateleachi,misoimgmtgrp,vasoimgtgrp,mukey_1,cokey,MukeyIntL
2947321,H1,,H,,1,,0,,,23,,,,,0,0,0,0,0,0,95.0000000,97.5000000,100.0000000,95.0000000,97.5000000,100.0000000,80.0000000,90.0000000,100.0000000,17.0000000,28.5000000,40.0000000,,81.8000031,,,0.0000000,,,1.9000000,,,14.1999998,,,43.0999985,,,22.6000004,,,9.1999998,,,,,,,,3.0000000,9.0000000,15.0000000,,,,0.5000000,1.2500000,2.0000000,,,,1.5000000,1.5500000,1.6000000,,,,,1.620000000000000,,,42.0000000,92.0000000,141.0000000,0.0500000,0.0800000,0.1000000,,22.5000000,,,17.6000004,,,8.0000000,,,38,,0.0000000,1.5000000,2.9000001,0.0000000,10.0000000,20.0000000,0.0000000,1.5000000,3.0000000,0,0,0,.17,.17,0,0,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,,5.0000000,7.5000000,10.0000000,,,,4.5000000,5.3000002,6.0000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13636927,39108345,4,OVTN,32.302900000000001,-94.979399999999998,TX,75684,578229,575811,963610,,80,,Lilbert,Series,Yes,,,1.0000000,5.0000000,8.0000000,,49,,,5,134,2,,,,,No,Well drained,107.0000000,145.0000000,183.0000000,220,150,80,interfluves on coastal plains,,0.2300000,,18.0000000,20.0000000,21.0000000,1016,1143,1270,,,,240,258,275,3,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,High,Moderate,"Loamy, siliceous, thermic Arenic Plinthic Paleudults",Ultisols,Udults,Paleudults,Arenic Plinthic Paleudults,loamy,,,not used,thermic,,thermic,,,,,,,,N/A,N/A,,,,,575811,13636927,575811
2947322,H2,,H,,2,,23,,,61,,,,,0,0,0,0,0,0,95.0000000,97.5000000,100.0000000,95.0000000,97.5000000,100.0000000,80.0000000,90.0000000,100.0000000,17.0000000,28.5000000,40.0000000,,81.8000031,,,0.0000000,,,1.9000000,,,14.1999998,,,43.0999985,,,22.6000004,,,9.1999998,,,,,,,,3.0000000,9.0000000,15.0000000,,,,0.2000000,0.6000000,1.0000000,,,,1.5000000,1.5800000,1.6500000,,,,,1.650000000000000,,,42.0000000,92.0000000,141.0000000,0.0500000,0.0800000,0.1000000,,21.7999992,,,16.7999992,,,7.1999998,,,37,,0.0000000,1.5000000,2.9000001,0.0000000,10.0000000,20.0000000,0.0000000,1.5000000,3.0000000,0,0,0,.28,.28,0,0,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,,,,5.0000000,7.5000000,10.0000000,,,,4.5000000,5.3000002,6.0000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13636927,39108346,4,OVTN,32.302900000000001,-94.979399999999998,TX,75684,578229,575811,963610,,80,,Lilbert,Series,Yes,,,1.0000000,5.0000000,8.0000000,,49,,,5,134,2,,,,,No,Well drained,107.0000000,145.0000000,183.0000000,220,150,80,interfluves on coastal plains,,0.2300000,,18.0000000,20.0000000,21.0000000,1016,1143,1270,,,,240,258,275,3,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,High,Moderate,"Loamy, siliceous, thermic Arenic Plinthic Paleudults",Ultisols,Udults,Paleudults,Arenic Plinthic Paleudults,loamy,,,not used,thermic,,thermic,,,,,,,,N/A,N/A,,,,,575811,13636927,575811
3016080,Ap,,A,,,0,0,0,13,15,75,13,15,75,0,0,0,0,0,0,96.0000000,98.0000000,100.0000000,92.0000000,96.0000000,100.0000000,81.0000000,92.0000000,100.0000000,71.0000000,81.0000000,90.0000000,15.0000000,20.0000000,25.0000000,,1.6000000,,,2.0000000,,,3.0999999,,,5.5000000,,,7.8000002,,15.0000000,26.0000000,38.0000000,,,,,,,47.0000000,54.0000000,60.0000000,0.0000000,0.0000000,1.0000000,1.0000000,3.0000000,5.0000000,,,,1.2000000,1.2300000,1.4000000,,,,1.710000000000000,1.740000000000000,1.860000000000000,,0.0100000,0.2100000,0.4200000,0.1500000,0.1600000,0.2000000,,,,40.0999985,42.2999992,44.2000008,24.2000008,30.0000000,35.4000015,41,48,50,9.1000004,12.0000000,14.3999996,63.0000000,70.0000000,76.0000000,34.0000000,44.0000000,49.0000000,24,38,50,.32,.32,10,20,30,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,2.0000000,40.0000000,45.9000015,51.0000000,,,,47.399999999999999,78.700000000000003,90.000000000000000,7.4000001,7.9000001,8.3999996,7.4000001,7.5000000,7.9000001,,,,,,,0.0000000,3.0000000,6.0000000,,,,,,,,,,,,,,,,,,,,,13754045,39517519,3,TMPL,31.043382999999999,-97.349497999999997,TX,76502,391100,391100,989241,75,80,90,Houston Black,Series,Yes,,,1.0000000,2.0000000,3.0000000,,91,,Very high,5,86,4,Class 1,Crop cover,Row crop,,No,Moderately well drained,82.0000000,176.0000000,318.5000000,360,135,360,linear gilgai on ridges on plains,,0.0900000,,16.7000008,16.8999996,17.2000008,836,959,1082,,,,217,231,244,2,e,,,,,,10,,3500,6000,7000,,,,,,,,,,,,,,,None,0,0,0,0,0,0,D,Low,High,"Fine, smectitic, thermic Udic Haplusterts",Vertisols,Usterts,Haplusterts,Udic Haplusterts,fine,not used,not used,not used,thermic,Udic,thermic,twelfth edition,,,,,,,N/A,N/A,,,,,391100,13754045,391100
3016081,Bkss,,B,,,13,15,75,122,178,185,47,163,172,0,0,0,0,0,0,98.0000000,98.0000000,100.0000000,96.0000000,96.0000000,100.0000000,85.0000000,92.0000000,100.0000000,74.0000000,81.0000000,90.0000000,11.0000000,20.0000000,25.0000000,,1.6000000,,,2.0000000,,,3.0999999,,,5.5000000,,,7.8000002,,15.0000000,26.0000000,42.0000000,,,,,,,47.0000000,54.0000000,60.0000000,0.0000000,1.0000000,3.0000000,0.5000000,1.7500000,3.0000000,,,,1.2200000,1.2700000,1.5000000,,,,1.750000000000000,1.800000000000000,1.920000000000000,,0.0100000,0.2100000,0.4200000,0.1300000,0.1600000,0.1800000,,,,37.0999985,41.5000000,43.4000015,24.5000000,29.2999992,34.0999985,39,47,50,9.1000004,12.0000000,14.3999996,58.0000000,70.0000000,76.0000000,38.0000000,44.0000000,49.0000000,27,38,50,.32,.32,15,25,35,0,0,3,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,2.0000000,40.0000000,45.9000015,51.0000000,,,,47.399999999999999,78.700000000000003,141.599999999999990,7.4000001,7.9000001,8.3999996,7.4000001,7.5000000,7.9000001,,,,,,,0.0000000,2.4000001,5.0999999,,,,,,,,,,,,,,,,,,,,,13754045,39517520,3,TMPL,31.043382999999999,-97.349497999999997,TX,76502,391100,391100,989241,75,80,90,Houston Black,Series,Yes,,,1.0000000,2.0000000,3.0000000,,91,,Very high,5,86,4,Class 1,Crop cover,Row crop,,No,Moderately well drained,82.0000000,176.0000000,318.5000000,360,135,360,linear gilgai on ridges on plains,,0.0900000,,16.7000008,16.8999996,17.2000008,836,959,1082,,,,217,231,244,2,e,,,,,,10,,3500,6000,7000,,,,,,,,,,,,,,,None,0,0,0,0,0,0,D,Low,High,"Fine, smectitic, thermic Udic Haplusterts",Vertisols,Usterts,Haplusterts,Udic Haplusterts,fine,not used,not used,not used,thermic,Udic,thermic,twelfth edition,,,,,,,N/A,N/A,,,,,391100,13754045,391100
3016082,BCkss,,BC,,,122,178,185,203,203,203,18,25,81,0,0,0,0,0,0,94.0000000,96.0000000,100.0000000,86.0000000,92.0000000,100.0000000,74.0000000,88.0000000,100.0000000,65.0000000,78.0000000,95.0000000,13.0000000,19.0000000,21.0000000,,1.5000000,,,1.9000000,,,3.0000000,,,5.1999998,,,7.4000001,,14.0000000,26.0000000,42.0000000,,,,,,,45.0000000,55.0000000,65.0000000,0.0000000,1.0000000,3.0000000,0.1000000,0.5500000,1.0000000,,,,1.2500000,1.2900000,1.5500000,,,,1.740000000000000,1.800000000000000,1.840000000000000,,0.0100000,0.2100000,0.4200000,0.1000000,0.1200000,0.1700000,,,,34.2000008,40.4000015,43.7999992,21.8999996,28.2000008,35.0000000,36,46,50,8.0000000,12.0000000,16.2000008,61.0000000,71.0000000,75.0000000,37.0000000,45.0000000,50.0000000,22,37,54,.32,.32,25,30,35,0,0,5,0.0000000,1.0000000,2.0000000,0.0000000,1.5000000,2.0000000,38.2999992,46.7999992,55.2999992,,,,77.000000000000000,85.799999999999997,156.000000000000000,7.4000001,7.9000001,8.3999996,7.4000001,7.5000000,7.9000001,,,,,,,0.0000000,1.9000000,4.4000001,,,,,,,,,,,,,,,,,,,,,13754045,39517521,3,TMPL,31.043382999999999,-97.349497999999997,TX,76502,391100,391100,989241,75,80,90,Houston Black,Series,Yes,,,1.0000000,2.0000000,3.0000000,,91,,Very high,5,86,4,Class 1,Crop cover,Row crop,,No,Moderately well drained,82.0000000,176.0000000,318.5000000,360,135,360,linear gilgai on ridges on plains,,0.0900000,,16.7000008,16.8999996,17.2000008,836,959,1082,,,,217,231,244,2,e,,,,,,10,,3500,6000,7000,,,,,,,,,,,,,,,None,0,0,0,0,0,0,D,Low,High,"Fine, smectitic, thermic Udic Haplusterts",Vertisols,Usterts,Haplusterts,Udic Haplusterts,fine,not used,not used,not used,thermic,Udic,thermic,twelfth edition,,,,,,,N/A,N/A,,,,,391100,13754045,391100
3046634,H1,,H,,1,,0,,,92,,,,,0,0,0,0,0,0,100.0000000,100.0000000,100.0000000,98.0000000,99.0000000,100.0000000,70.0000000,83.0000000,96.0000000,30.0000000,45.0000000,60.0000000,,66.0999985,,,0.1000000,,,3.0999999,,,15.0000000,,,31.7000008,,,16.2000008,,,19.8999996,,,,,,,,10.0000000,14.0000000,18.0000000,,,,0.5000000,0.7500000,1.0000000,,,,1.3500000,1.4500000,1.5500000,,,,,1.520000000000000,,,14.0000000,28.0000000,42.0000000,0.1000000,0.1300000,0.1500000,,,,,19.6000004,,,10.1000004,,,42,,0.0000000,1.5000000,2.9000001,17.0000000,21.0000000,25.0000000,2.0000000,4.5000000,7.0000000,0,0,1,.24,.24,0,0,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,2.0000000,5.0000000,7.5000000,10.0000000,,,,,,,7.4000001,7.9000001,8.3999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13638926,39112777,8,BFLG,30.284146000000000,-97.781616000000000,TX,78703,393204,393204,1000499,,72,,Hardeman,Series,Yes,,,3.0000000,8.0000000,12.0000000,,40,,,5,86,3,,,,,No,Well drained,305.0000000,610.0000000,914.0000000,360,135,360,stream terraces on river valleys,,0.2300000,,14.0000000,17.0000000,19.0000000,457,610,762,,,,190,209,228,4,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,A,Low,Moderate,"Coarse-loamy, mixed, thermic Typic Ustochrepts",Inceptisols,Ochrepts,Ustochrepts,Typic Ustochrepts,coarse-loamy,,,not used,thermic,,thermic,seventh edition,,,,,,,N/A,N/A,,,,,393204,13638926,393204
3046635,H2,,H,,2,,92,,,152,,,,,0,0,0,0,0,0,100.0000000,100.0000000,100.0000000,98.0000000,99.0000000,100.0000000,70.0000000,83.0000000,96.0000000,30.0000000,45.0000000,60.0000000,,30.1000004,,,2.5000000,,,3.5000000,,,5.0000000,,,9.3999996,,,9.6999998,,,54.9000015,,,,,,,,12.0000000,15.0000000,18.0000000,,,,0.1000000,0.3000000,0.5000000,,,,1.3500000,1.4500000,1.5500000,,,,,1.520000000000000,,,14.0000000,28.0000000,42.0000000,0.1000000,0.1300000,0.1500000,,,,,24.7999992,,,9.1000004,,,43,,0.0000000,1.5000000,2.9000001,17.0000000,22.0000000,27.0000000,2.0000000,5.5000000,9.0000000,0,0,2,.49,.49,0,0,0,0,0,0,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,2.0000000,5.0000000,7.5000000,10.0000000,,,,,,,7.4000001,7.9000001,8.3999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13638926,39112778,8,BFLG,30.284146000000000,-97.781616000000000,TX,78703,393204,393204,1000499,,72,,Hardeman,Series,Yes,,,3.0000000,8.0000000,12.0000000,,40,,,5,86,3,,,,,No,Well drained,305.0000000,610.0000000,914.0000000,360,135,360,stream terraces on river valleys,,0.2300000,,14.0000000,17.0000000,19.0000000,457,610,762,,,,190,209,228,4,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,A,Low,Moderate,"Coarse-loamy, mixed, thermic Typic Ustochrepts",Inceptisols,Ochrepts,Ustochrepts,Typic Ustochrepts,coarse-loamy,,,not used,thermic,,thermic,seventh edition,,,,,,,N/A,N/A,,,,,393204,13638926,393204
3046729,Cr,,C,,,40,74,102,62,144,203,22,70,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4200000,7.1999998,14.0000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,80,85,0,0,0,0.0000000,0.0000000,1.0000000,0.3000000,0.5000000,0.9000000,7.0000000,14.6999998,18.7000008,,,,45.700000000000003,53.399999999999999,57.399999999999999,7.9000001,8.1999998,8.3999996,7.9000001,7.9000001,8.3999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13638996,39112872,9,PKLE,30.383979000000000,-97.729382999999999,TX,78758,393255,393254,1000622,50,55,65,Austin,Series,Yes,,,2.0000000,4.0000000,5.0000000,,55,,Medium,3,86,4,Class 1,Artificial cover,Urban and built-up,,No,Well drained,127.0999985,207.0000000,257.0000000,360,135,360,ridges on plains,,0.1600000,,17.0000000,19.0000000,21.0000000,877,997,1115,,,,234,255,278,3,e,,,,,,10,,3000,5000,6500,,,,,,,,,,,,,,,None,0,0,0,0,0,0,C,Low,High,"Fine-silty, carbonatic, thermic Udorthentic Haplustolls",Mollisols,Ustolls,Haplustolls,Udorthentic Haplustolls,fine-silty,not used,not used,not used,thermic,Udic,thermic,twelfth edition,,,,,,,N/A,N/A,,,,,393254,13638996,393254
3046730,Ap,,A,,,0,0,0,10,41,43,10,41,43,0,0,0,0,0,3,93.0000000,99.0000000,100.0000000,92.0000000,99.0000000,100.0000000,86.0000000,98.0000000,100.0000000,82.0000000,94.0000000,100.0000000,5.0000000,7.0000000,15.0000000,,0.3000000,,,0.5000000,,,0.6000000,,,2.4000001,,,3.2000000,,40.0000000,48.0000000,55.0000000,,,,,,,40.0000000,45.0000000,55.0000000,4.0000000,8.0000000,10.0000000,1.0000000,2.5000000,4.0000000,,,,1.3500000,1.3800000,1.4100000,,,,1.280000000000000,1.480000000000000,1.590000000000000,,1.4000000,2.7000000,4.0000000,0.1500000,0.1800000,0.2000000,,,,29.2000008,33.0999985,36.5000000,21.2999992,26.8999996,33.9000015,40,44,45,4.8000002,5.0999999,7.8000002,53.0000000,57.0000000,71.0000000,24.0000000,28.0000000,42.0000000,21,31,50,.20,.20,30,40,50,0,0,0,0.0000000,0.0000000,0.0000000,0.3000000,0.9000000,2.0999999,23.3999996,30.1000004,39.9000015,,,,62.100000000000001,68.799999999999997,83.700000000000003,7.9000001,8.1999998,8.3999996,7.9000001,7.9000001,8.3999996,,,,,,,0.0000000,1.7000000,4.0999999,,,,,,,,,,,,,,,,,,,,,13638996,39112873,9,PKLE,30.383979000000000,-97.729382999999999,TX,78758,393255,393254,1000622,50,55,65,Austin,Series,Yes,,,2.0000000,4.0000000,5.0000000,,55,,Medium,3,86,4,Class 1,Artificial cover,Urban and built-up,,No,Well drained,127.0999985,207.0000000,257.0000000,360,135,360,ridges on plains,,0.1600000,,17.0000000,19.0000000,21.0000000,877,997,1115,,,,234,255,278,3,e,,,,,,10,,3000,5000,6500,,,,,,,,,,,,,,,None,0,0,0,0,0,0,C,Low,High,"Fine-silty, carbonatic, thermic Udorthentic Haplustolls",Mollisols,Ustolls,Haplustolls,Udorthentic Haplustolls,fine-silty,not used,not used,not used,thermic,Udic,thermic,twelfth edition,,,,,,,N/A,N/A,,,,,393254,13638996,393254
3046731,Bw,,B,,,10,41,43,23,56,99,13,15,89,0,0,0,0,1,2,95.0000000,97.0000000,100.0000000,94.0000000,96.0000000,100.0000000,84.0000000,96.0000000,100.0000000,80.0000000,91.0000000,100.0000000,2.0000000,7.0000000,20.0000000,,0.3000000,,,0.5000000,,,0.6000000,,,2.4000001,,,3.2000000,,35.0000000,48.0000000,62.0000000,,,,,,,35.0000000,45.0000000,55.0000000,6.0000000,10.0000000,14.0000000,0.5000000,0.7500000,1.0000000,,,,1.3700000,1.4000000,1.4299999,,,,1.290000000000000,1.450000000000000,1.570000000000000,,1.4000000,2.7000000,4.0000000,0.1300000,0.1500000,0.1700000,,,,27.8999996,31.5000000,35.0999985,18.6000004,24.5000000,30.7999992,41,43,45,3.5999999,4.6999998,7.4000001,42.0000000,54.0000000,59.0000000,22.0000000,33.0000000,37.0000000,17,32,42,.28,.28,40,55,70,0,0,0,0.0000000,0.0000000,0.0000000,0.5000000,0.8000000,1.5000000,16.3999996,21.2000008,26.0000000,,,,55.100000000000001,59.899999999999999,65.000000000000000,7.9000001,8.1999998,8.3999996,7.9000001,7.9000001,8.3999996,,,,,,,0.0000000,0.1000000,1.5000000,,,,,,,,,,,,,,,,,,,,,13638996,39112874,9,PKLE,30.383979000000000,-97.729382999999999,TX,78758,393255,393254,1000622,50,55,65,Austin,Series,Yes,,,2.0000000,4.0000000,5.0000000,,55,,Medium,3,86,4,Class 1,Artificial cover,Urban and built-up,,No,Well drained,127.0999985,207.0000000,257.0000000,360,135,360,ridges on plains,,0.1600000,,17.0000000,19.0000000,21.0000000,877,997,1115,,,,234,255,278,3,e,,,,,,10,,3000,5000,6500,,,,,,,,,,,,,,,None,0,0,0,0,0,0,C,Low,High,"Fine-silty, carbonatic, thermic Udorthentic Haplustolls",Mollisols,Ustolls,Haplustolls,Udorthentic Haplustolls,fine-silty,not used,not used,not used,thermic,Udic,thermic,twelfth edition,,,,,,,N/A,N/A,,,,,393254,13638996,393254
3046732,Bk,,B,,,23,56,99,40,74,102,3,18,79,0,0,0,0,0,0,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,82.0000000,99.0000000,100.0000000,78.0000000,95.0000000,100.0000000,1.0000000,7.0000000,20.0000000,,0.3000000,,,0.5000000,,,0.6000000,,,2.4000001,,,3.2000000,,25.0000000,48.0000000,71.0000000,,,,,,,28.0000000,45.0000000,55.0000000,8.0000000,12.0000000,20.0000000,0.2500000,0.5000000,0.7500000,,,,1.3600000,1.4200000,1.4700000,,,,1.240000000000000,1.510000000000000,1.630000000000000,,1.4000000,2.7000000,4.0000000,0.1300000,0.1500000,0.1700000,,,,25.2000008,31.2999992,35.0999985,14.6999998,24.2000008,30.6000004,40,42,46,2.3000000,4.4000001,7.0000000,39.0000000,52.0000000,57.0000000,16.0000000,30.0000000,35.0000000,12,31,39,.28,.28,60,70,80,0,0,0,0.0000000,0.0000000,1.0000000,0.4000000,0.6000000,1.2000000,10.1000004,18.2000008,21.2000008,,,,48.799999999999997,56.899999999999999,60.200000000000003,7.9000001,8.1999998,8.3999996,7.9000001,7.9000001,8.3999996,,,,,,,0.0000000,0.0000000,0.9000000,,,,,,,,,,,,,,,,,,,,,13638996,39112875,9,PKLE,30.383979000000000,-97.729382999999999,TX,78758,393255,393254,1000622,50,55,65,Austin,Series,Yes,,,2.0000000,4.0000000,5.0000000,,55,,Medium,3,86,4,Class 1,Artificial cover,Urban and built-up,,No,Well drained,127.0999985,207.0000000,257.0000000,360,135,360,ridges on plains,,0.1600000,,17.0000000,19.0000000,21.0000000,877,997,1115,,,,234,255,278,3,e,,,,,,10,,3000,5000,6500,,,,,,,,,,,,,,,None,0,0,0,0,0,0,C,Low,High,"Fine-silty, carbonatic, thermic Udorthentic Haplustolls",Mollisols,Ustolls,Haplustolls,Udorthentic Haplustolls,fine-silty,not used,not used,not used,thermic,Udic,thermic,twelfth edition,,,,,,,N/A,N/A,,,,,393254,13638996,393254
3100946,A,,A,,,,0,,,25,,,,,0,0,0,0,0,0,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,81.0000000,87.0000000,96.0000000,46.0000000,53.0000000,61.0000000,,53.0999985,,,1.2000000,,,7.8000002,,,14.1000004,,,19.2999992,,,10.6999998,,,20.3999996,,,,,,,,20.0000000,26.5000000,35.0000000,,,,1.0000000,2.0000000,3.0000000,,,,1.3000000,1.3500000,1.4000000,,,,1.550000000000000,1.650000000000000,1.720000000000000,,1.4000000,2.7000000,4.0000000,0.1500000,0.1800000,0.2000000,,,,22.5000000,26.0000000,29.7000008,13.5000000,18.7000008,25.0000000,38,42,45,3.0000000,4.5000000,5.9000001,33.0000000,41.0000000,51.0000000,13.0000000,18.0000000,25.0000000,10,18,27,.24,.24,0,0,0,0,0,0,0.0000000,3.0000000,5.0000000,0.0000000,1.0000000,2.0000000,16.6000004,21.6000004,27.7999992,,,,,,,7.9000001,8.1999998,8.3999996,,,,,,,,,,0.0000000,0.6000000,2.4000001,,,,,,,,,,,,,,,,,,,,,13667759,39215984,5,KING,27.549862999999998,-97.881011999999998,TX,78363,1429176,1429176,1022123,,85,,Cranell,Series,Yes,,,0.1000000,0.5000000,1.0000000,,91,,High,4,56,5,,Grass/herbaceous cover,Grassland rangeland,,No,Well drained,8.0000000,20.0000000,30.0000000,85,135,190,meander scars on coastal plains,,0.0900000,,22.0000000,23.0000000,24.0000000,635,686,737,,,,310,330,350,1,,,1,,,,,,2500,3500,4000,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Fine, smectitic, hyperthermic Vertic Argiustolls",Mollisols,Ustolls,Argiustolls,Vertic Argiustolls,fine,not used,not used,not used,hyperthermic,Typic,hyperthermic,eleventh edition,,,,,,,N/A,N/A,,,,,1429176,13667759,1429176
3100947,Bt,,B,,,,25,,,109,,,,,0,0,0,0,0,0,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,100.0000000,80.0000000,92.0000000,100.0000000,67.0000000,80.0000000,92.0000000,,23.2999992,,,3.2000000,,,3.7000000,,,4.3000002,,,6.5000000,,,5.5999999,,,29.2000008,,,,,,,,35.0000000,47.5000000,60.0000000,,,,0.5000000,1.2500000,2.0000000,,,,1.2000000,1.3099999,1.3900000,,,,1.760000000000000,1.860000000000000,1.940000000000000,,0.4200000,0.9100000,1.4000000,0.1400000,0.1600000,0.1800000,,,,29.3999996,36.2999992,38.4000015,19.8999996,27.7000008,35.2999992,36,40,44,6.0000000,7.5000000,8.8999996,46.0000000,59.0000000,72.0000000,25.0000000,34.0000000,44.0000000,16,27,41,.24,.24,0,5,10,0,3,5,2.0000000,4.0000000,5.0000000,0.0000000,1.0000000,2.0000000,26.2000008,35.0999985,43.7000008,,,,,,,7.9000001,8.1999998,8.3999996,,,,,,,,,,0.0000000,1.8000000,3.9000001,,,,,,,,,,,,,,,,,,,,,13667759,39215985,5,KING,27.549862999999998,-97.881011999999998,TX,78363,1429176,1429176,1022123,,85,,Cranell,Series,Yes,,,0.1000000,0.5000000,1.0000000,,91,,High,4,56,5,,Grass/herbaceous cover,Grassland rangeland,,No,Well drained,8.0000000,20.0000000,30.0000000,85,135,190,meander scars on coastal plains,,0.0900000,,22.0000000,23.0000000,24.0000000,635,686,737,,,,310,330,350,1,,,1,,,,,,2500,3500,4000,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Fine, smectitic, hyperthermic Vertic Argiustolls",Mollisols,Ustolls,Argiustolls,Vertic Argiustolls,fine,not used,not used,not used,hyperthermic,Typic,hyperthermic,eleventh edition,,,,,,,N/A,N/A,,,,,1429176,13667759,1429176
