SITE,PLANT_ID,ECOTYPE,SUBPOP,PLOT_GL,REP,PL,PBN,SBN
CLMB,J585.C,Coastal,Atlantic,C4005,C,64,30,17
CLMB,J368.A,Upland,Midwest,C4008,A,40.1,18,12
CLMB,J368.A,Upland,Midwest,C4008,B,33.8,15,10
CLMB,J368.A,Upland,Midwest,C4008,C,39.6,17,12
CLMB,J504.A,Coastal,Gulf,C4010,A,30.6,33,13
CLMB,J504.A,Coastal,Gulf,C4010,B,35.2,39,14
CLMB,J504.A,Coastal,Gulf,C4010,C,34.5,38,13
CLMB,J022.D,Lowland,Gulf,C4011,A,60.5,44,13
CLMB,J022.D,Lowland,Gulf,C4011,B,52.2,43,11
CLMB,J022.D,Lowland,Gulf,C4011,C,47.4,39,12
CLMB,J651.B,Lowland,Gulf,C4012,A,50.1,36,14
CLMB,J651.B,Lowland,Gulf,C4012,B,47.5,38,18
CLMB,J651.B,Lowland,Gulf,C4012,C,57,42,17
CLMB,J598.A,Coastal,Atlantic,C4013,A,42.7,21,10
CLMB,J598.A,Coastal,Atlantic,C4013,B,47.6,22,11
CLMB,J598.A,Coastal,Atlantic,C4013,C,40.2,21,9
CLMB,J601.B,Coastal,Atlantic,C4014,A,40.6,27,14
CLMB,J601.B,Coastal,Atlantic,C4014,B,40.4,26,17
CLMB,J601.B,Coastal,Atlantic,C4014,C,49.8,28,18
CLMB,J308.A,Lowland,Gulf,C4016,A,79,37,21
CLMB,J308.A,Lowland,Gulf,C4016,B,72.5,42,17
CLMB,J308.A,Lowland,Gulf,C4016,C,72.3,39,20
CLMB,J669.A,Upland,Atlantic,C4017,A,38.3,21,11
CLMB,J669.A,Upland,Atlantic,C4017,B,38.4,25,10
CLMB,J669.A,Upland,Atlantic,C4017,C,44.2,25,11
CLMB,J612.C,Upland,Atlantic,C4018,A,28.9,13,8
CLMB,J612.C,Upland,Atlantic,C4018,B,26,15,6
CLMB,J612.C,Upland,Atlantic,C4018,C,27.1,16,9
CLMB,J593.B,Coastal,Atlantic,C4019,A,51.1,19,11
CLMB,J593.B,Coastal,Atlantic,C4019,B,54.7,24,10
CLMB,J593.B,Coastal,Atlantic,C4019,C,55,21,12
CLMB,J418.B,Coastal,Atlantic,C4020,A,57.8,25,14
CLMB,J418.B,Coastal,Atlantic,C4020,B,56.9,28,13
CLMB,J418.B,Coastal,Atlantic,C4020,C,57.4,30,13
CLMB,J600.A,Coastal,Atlantic,C4021,A,40.1,26,14
CLMB,J600.A,Coastal,Atlantic,C4021,B,32.9,27,15
CLMB,J600.A,Coastal,Atlantic,C4021,C,41.1,26,18
CLMB,J201.A,Unknown,4X,C4118,A,39.2,24,5
CLMB,J201.A,Unknown,4X,C4118,B,38.2,32,10
CLMB,J201.A,Unknown,4X,C4118,C,42.8,32,7
CLMB,AP13,Lowland,Gulf,C4201,A,63.8,40,15
CLMB,AP13,Lowland,Gulf,C4201,B,57.4,34,14
CLMB,AP13,Lowland,Gulf,C4201,C,60.1,37,13
CLMB,J192.A,Coastal,Atlantic,C4202,A,50.7,37,12
CLMB,J192.A,Coastal,Atlantic,C4202,B,64.1,38,15
CLMB,J192.A,Coastal,Atlantic,C4202,C,59.5,35,13
CLMB,J249.C,Lowland,Gulf,C4203,A,50.9,40,13
CLMB,J249.C,Lowland,Gulf,C4203,B,54.6,39,13
CLMB,J249.C,Lowland,Gulf,C4203,C,58.7,39,12
CLMB,J321.A,Lowland,Gulf,C4205,A,69.6,43,21
CLMB,J321.A,Lowland,Gulf,C4205,B,73.2,41,22
CLMB,J321.A,Lowland,Gulf,C4205,C,75.9,37,27
CLMB,J351.B,Upland,Midwest,C4206,A,34.4,24,7
CLMB,J351.B,Upland,Midwest,C4206,B,33.5,23,10
CLMB,J351.B,Upland,Midwest,C4206,C,32.3,23,11
CLMB,AP13,Lowland,Gulf,C4209,A,51.8,32,14
CLMB,AP13,Lowland,Gulf,C4209,B,53.3,30,17
CLMB,AP13,Lowland,Gulf,C4209,C,56.8,35,16
CLMB,J678.C,Coastal,Atlantic,C4215,A,56.8,24,7
CLMB,J678.C,Coastal,Atlantic,C4215,B,59.1,24,8
CLMB,J678.C,Coastal,Atlantic,C4215,C,59.5,28,10
CLMB,AP13,Lowland,Gulf,C4217,A,55.6,35,15
CLMB,AP13,Lowland,Gulf,C4217,B,58.9,34,14
CLMB,AP13,Lowland,Gulf,C4217,C,60.1,35,18
CLMB,J665.B,Upland,Atlantic,C4218,A,26.5,13,4
CLMB,J665.B,Upland,Atlantic,C4218,B,29.1,15,10
CLMB,J665.B,Upland,Atlantic,C4218,C,33,14,9
CLMB,J029.A,Upland,Midwest,C4219,A,36.8,20,9
CLMB,J029.A,Upland,Midwest,C4219,B,34.8,19,8
CLMB,J029.A,Upland,Midwest,C4219,C,36.5,20,9
CLMB,J614.B,Coastal,Atlantic,C4220,A,48.3,20,16
CLMB,J614.B,Coastal,Atlantic,C4220,B,52.5,18,13
CLMB,J614.B,Coastal,Atlantic,C4220,C,38.9,23,13
CLMB,J609.B,Coastal,Atlantic,C4221,A,51.2,21,13
CLMB,J609.B,Coastal,Atlantic,C4221,B,56.9,25,14
CLMB,J609.B,Coastal,Atlantic,C4221,C,56.8,23,14
CLMB,J324.A,Lowland,Gulf,C4303,A,44.6,37,10
CLMB,J324.A,Lowland,Gulf,C4303,B,76.8,38,15
CLMB,J324.A,Lowland,Gulf,C4303,C,82.1,27,16
CLMB,J344.B,Upland,4X,C4401,A,31.1,16,5
CLMB,J344.B,Upland,4X,C4401,B,30.4,18,8
CLMB,J344.B,Upland,4X,C4401,C,40.9,21,10
CLMB,J477.C,Coastal,Gulf,C4402,A,53.9,27,11
CLMB,J477.C,Coastal,Gulf,C4402,B,61.6,25,13
CLMB,J477.C,Coastal,Gulf,C4402,C,58.3,26,14
CLMB,J349.B,Upland,Midwest,C4403,A,33.2,16,8
CLMB,J349.B,Upland,Midwest,C4403,B,31.2,15,7
CLMB,J349.B,Upland,Midwest,C4403,C,28.2,14,7
CLMB,J516.A,Upland,Atlantic,C4404,A,38,18,10
CLMB,J516.A,Upland,Atlantic,C4404,B,39.7,17,8
CLMB,J516.A,Upland,Atlantic,C4404,C,37.8,17,10
CLMB,J086.A,Coastal,Gulf,C4405,A,49.8,26,13
CLMB,J086.A,Coastal,Gulf,C4405,B,56.4,28,13
CLMB,J086.A,Coastal,Gulf,C4405,C,60.5,27,14
CLMB,J448.B,Unknown,4X,C4406,A,30.3,17,7
CLMB,J448.B,Unknown,4X,C4406,B,33.1,20,12
CLMB,J448.B,Unknown,4X,C4406,C,28,16,8
CLMB,J527.C,Upland,Atlantic,C4407,A,36.9,14,8
CLMB,J527.C,Upland,Atlantic,C4407,B,40.6,17,8
CLMB,J527.C,Upland,Atlantic,C4407,C,42.8,16,9
CLMB,J665.D,Upland,Atlantic,C4408,A,47.2,25,13
CLMB,J665.D,Upland,Atlantic,C4408,B,46.7,24,12
CLMB,J665.D,Upland,Atlantic,C4408,C,48.9,24,13
CLMB,J431.B,Coastal,Midwest,C4409,A,40.6,24,14
CLMB,J431.B,Coastal,Midwest,C4409,B,33.6,21,8
CLMB,J431.B,Coastal,Midwest,C4409,C,35.8,23,10
CLMB,J646.C,Upland,Atlantic,C4412,A,29.2,18,10
CLMB,J646.C,Upland,Atlantic,C4412,B,25.4,16,10
CLMB,J646.C,Upland,Atlantic,C4412,C,31.1,16,9
CLMB,J599.B,Coastal,Atlantic,C4413,A,44.7,20,8
CLMB,J599.B,Coastal,Atlantic,C4413,B,44.1,21,11
CLMB,J599.B,Coastal,Atlantic,C4413,C,40.6,25,11
CLMB,J016.E,Lowland,Gulf,C4414,A,62.1,33,17
CLMB,J016.E,Lowland,Gulf,C4414,B,48.8,31,17
CLMB,J016.E,Lowland,Gulf,C4414,C,43.6,32,13
CLMB,J368.B,Upland,Midwest,C4415,A,34,23,6
CLMB,J368.B,Upland,Midwest,C4415,B,32.8,25,8
CLMB,J368.B,Upland,Midwest,C4415,C,34.2,25,9
CLMB,J664.E,Upland,Atlantic,C4416,A,23.3,15,8
CLMB,J664.E,Upland,Atlantic,C4416,B,27.6,17,9
CLMB,J664.E,Upland,Atlantic,C4416,C,25.3,16,7
CLMB,J590.B,Coastal,Atlantic,C4417,A,52.8,25,14
CLMB,J590.B,Coastal,Atlantic,C4417,B,48.4,24,10
CLMB,J590.B,Coastal,Atlantic,C4417,C,50,21,10
CLMB,J516.B,Upland,Gulf,C4419,A,34.3,20,10
CLMB,J516.B,Upland,Gulf,C4419,B,39.1,17,9
CLMB,J516.B,Upland,Gulf,C4419,C,34.7,18,10
CLMB,J597.A,Upland,Atlantic,C4420,A,50.6,21,13
CLMB,J597.A,Upland,Atlantic,C4420,B,49.4,25,12
CLMB,J597.A,Upland,Atlantic,C4420,C,53.3,25,14
CLMB,J029.B,Upland,Midwest,C4421,A,31.7,15,8
CLMB,J029.B,Upland,Midwest,C4421,B,29.2,19,7
CLMB,J029.B,Upland,Midwest,C4421,C,28.3,15,6
CLMB,J595.B,Coastal,Atlantic,C4601,A,48.5,29,20
CLMB,J595.B,Coastal,Atlantic,C4601,B,38.7,24,13
CLMB,J595.B,Coastal,Atlantic,C4601,C,46,23,21
CLMB,AP13,Lowland,Gulf,C4605,A,64.2,37,16
CLMB,AP13,Lowland,Gulf,C4605,B,56.3,36,16
CLMB,AP13,Lowland,Gulf,C4605,C,48.2,32,15
CLMB,J379.B,Upland,Midwest,C4606,A,25.3,13,6
CLMB,J379.B,Upland,Midwest,C4606,B,28.4,17,5
CLMB,J379.B,Upland,Midwest,C4606,C,26.6,15,7
CLMB,J374.B,Upland,Midwest,C4607,A,35.1,19,7
CLMB,J374.B,Upland,Midwest,C4607,B,37.3,19,8
CLMB,J374.B,Upland,Midwest,C4607,C,37,16,10
CLMB,J249.B,Unknown,4X,C4608,A,66,38,16
CLMB,J249.B,Unknown,4X,C4608,B,51,34,14
CLMB,J249.B,Unknown,4X,C4608,C,64,31,14
CLMB,J322.A,Lowland,Gulf,C4609,A,24.4,26,12
CLMB,J322.A,Lowland,Gulf,C4609,B,24.4,25,10
CLMB,J322.A,Lowland,Gulf,C4609,C,23.9,25,9
CLMB,J432.B,Upland,Atlantic,C4610,A,44.5,25,11
CLMB,J432.B,Upland,Atlantic,C4610,B,46.7,27,14
CLMB,J432.B,Upland,Atlantic,C4610,C,50.3,22,15
CLMB,AP13,Lowland,Gulf,C4613,A,55.8,34,16
CLMB,AP13,Lowland,Gulf,C4613,B,52.2,36,12
CLMB,AP13,Lowland,Gulf,C4613,C,52,30,14
CLMB,J658.A,Upland,Midwest,C4615,A,53.2,22,11
CLMB,J658.A,Upland,Midwest,C4615,B,52.4,23,11
CLMB,J658.A,Upland,Midwest,C4615,C,53.4,23,11
CLMB,J517.B,Upland,Atlantic,C4616,A,30.4,16,8
CLMB,J517.B,Upland,Atlantic,C4616,B,26.7,18,7
CLMB,J517.B,Upland,Atlantic,C4616,C,34.7,12,7
CLMB,J646.A,Upland,Atlantic,C4618,A,31.2,15,7
CLMB,J646.A,Upland,Atlantic,C4618,B,32.8,17,8
CLMB,J646.A,Upland,Atlantic,C4618,C,37.5,18,8
CLMB,J681.A,Coastal,Gulf,C4619,A,64.2,37,16
CLMB,J681.A,Coastal,Gulf,C4619,B,72.7,36,15
CLMB,J681.A,Coastal,Gulf,C4619,C,67.5,38,16
CLMB,J587.C,Coastal,Gulf,C4620,A,51.2,36,14
CLMB,J587.C,Coastal,Gulf,C4620,B,45.3,37,14
CLMB,J587.C,Coastal,Gulf,C4620,C,47.5,36,14
CLMB,AP13,Lowland,Gulf,C4621,A,56,35,16
CLMB,AP13,Lowland,Gulf,C4621,B,62,38,14
CLMB,AP13,Lowland,Gulf,C4621,C,59.7,41,14
CLMB,J596.C,Coastal,Atlantic,C4804,A,45.3,25,19
CLMB,J596.C,Coastal,Atlantic,C4804,B,55.2,28,19
CLMB,J596.C,Coastal,Atlantic,C4804,C,54,27,17
CLMB,J517.A,Upland,Atlantic,C4805,A,38.8,25,10
CLMB,J517.A,Upland,Atlantic,C4805,B,39.9,23,12
CLMB,J517.A,Upland,Atlantic,C4805,C,39.3,23,11
CLMB,J045.C,Upland,Midwest,C4806,A,36.6,21,10
CLMB,J045.C,Upland,Midwest,C4806,B,36.7,25,12
CLMB,J045.C,Upland,Midwest,C4806,C,35.7,19,8
CLMB,J483.B,Coastal,Gulf,C4809,A,54.1,53,14
CLMB,J483.B,Coastal,Gulf,C4809,B,62,45,16
CLMB,J483.B,Coastal,Gulf,C4809,C,58.7,43,14
CLMB,J513.A,Unknown,4X,C4812,A,51.4,24,11
CLMB,J513.A,Unknown,4X,C4812,B,47.1,24,11
CLMB,J513.A,Unknown,4X,C4812,C,48.6,27,11
CLMB,J385.B,Upland,Midwest,C4813,A,36,20,9
CLMB,J385.B,Upland,Midwest,C4813,B,36.7,20,9
CLMB,J385.B,Upland,Midwest,C4813,C,38.6,19,10
CLMB,J357.B,Upland,Midwest,C4814,A,43,22,10
CLMB,J357.B,Upland,Midwest,C4814,B,42.4,26,11
CLMB,J357.B,Upland,Midwest,C4814,C,38.5,27,12
CLMB,J538.B,Upland,Atlantic,C4815,A,30.4,17,8
CLMB,J538.B,Upland,Atlantic,C4815,B,32.5,20,10
CLMB,J538.B,Upland,Atlantic,C4815,C,33.3,18,10
CLMB,J021.C,Coastal,Atlantic,C4816,A,56.2,26,13
CLMB,J021.C,Coastal,Atlantic,C4816,B,56.8,28,16
CLMB,J021.C,Coastal,Atlantic,C4816,C,61.5,29,15
CLMB,J170.A,Upland,Atlantic,C4818,A,32.3,19,8
CLMB,J170.A,Upland,Atlantic,C4818,B,44.2,19,11
CLMB,J170.A,Upland,Atlantic,C4818,C,44.6,18,9
CLMB,J384.A,Upland,Midwest,C4819,A,46,28,12
CLMB,J384.A,Upland,Midwest,C4819,B,45.5,26,11
CLMB,J384.A,Upland,Midwest,C4819,C,43.9,26,11
CLMB,AP13,Lowland,Gulf,C5001,A,52.3,36,15
CLMB,AP13,Lowland,Gulf,C5001,B,59,32,16
CLMB,AP13,Lowland,Gulf,C5001,C,64.2,39,16
CLMB,J662.B,Upland,Atlantic,C5002,A,55.8,22,10
CLMB,J662.B,Upland,Atlantic,C5002,B,54.7,26,13
CLMB,J662.B,Upland,Atlantic,C5002,C,58.4,25,14
CLMB,J542.A,Upland,Atlantic,C5003,A,42.3,14,9
CLMB,J542.A,Upland,Atlantic,C5003,B,48.1,21,10
CLMB,J542.A,Upland,Atlantic,C5003,C,45.7,19,10
CLMB,J013.C,Lowland,Gulf,C5005,A,48.7,39,15
CLMB,J013.C,Lowland,Gulf,C5005,B,57.8,39,16
CLMB,J013.C,Lowland,Gulf,C5005,C,52.5,41,16
CLMB,J582.C,Upland,Midwest,C5007,A,41.6,23,10
CLMB,J582.C,Upland,Midwest,C5007,B,35.8,21,10
CLMB,J582.C,Upland,Midwest,C5007,C,45.7,22,11
CLMB,J431.A,Upland,Atlantic,C5008,A,33.2,24,10
CLMB,J431.A,Upland,Atlantic,C5008,B,34.7,24,12
CLMB,J431.A,Upland,Atlantic,C5008,C,32.7,20,10
CLMB,AP13,Lowland,Gulf,C5009,A,64.5,34,16
CLMB,AP13,Lowland,Gulf,C5009,B,57.5,41,14
CLMB,AP13,Lowland,Gulf,C5009,C,58.9,38,16
CLMB,J540.B,Upland,Atlantic,C5010,A,39.4,13,9
CLMB,J540.B,Upland,Atlantic,C5010,B,35.3,15,8
CLMB,J540.B,Upland,Atlantic,C5010,C,34.2,16,8
CLMB,J526.C,Upland,Atlantic,C5011,A,28.3,18,10
CLMB,J526.C,Upland,Atlantic,C5011,B,28.5,19,12
CLMB,J526.C,Upland,Atlantic,C5011,C,30.8,19,11
CLMB,J349.A,Upland,Midwest,C5015,A,49.5,25,11
CLMB,J349.A,Upland,Midwest,C5015,B,37.4,15,7
CLMB,J349.A,Upland,Midwest,C5015,C,44.5,24,7
CLMB,AP13,Lowland,Gulf,C5017,A,66.8,39,17
CLMB,AP13,Lowland,Gulf,C5017,B,54.5,42,16
CLMB,AP13,Lowland,Gulf,C5017,C,68.1,30,21
CLMB,J612.B,Unknown,4X,C5018,A,23.6,12,7
CLMB,J612.B,Unknown,4X,C5018,B,23.5,12,6
CLMB,J612.B,Unknown,4X,C5018,C,22.3,12,6
CLMB,J300.A,Lowland,Gulf,C5202,A,71.8,31,14
CLMB,J300.A,Lowland,Gulf,C5202,B,53.9,29,13
CLMB,J300.A,Lowland,Gulf,C5202,C,67.6,31,15
CLMB,J027.B,Lowland,Gulf,C5203,A,65.1,29,13
CLMB,J027.B,Lowland,Gulf,C5203,B,65.7,28,13
CLMB,J027.B,Lowland,Gulf,C5203,C,70,28,12
CLMB,J399.B,Upland,4X,C5205,A,56.7,23,12
CLMB,J399.B,Upland,4X,C5205,B,55,22,10
CLMB,J399.B,Upland,4X,C5205,C,52.9,21,9
CLMB,J542.B,Upland,Atlantic,C5206,A,30.1,19,8
CLMB,J542.B,Upland,Atlantic,C5206,B,31,16,8
CLMB,J542.B,Upland,Atlantic,C5206,C,35.1,19,9
CLMB,J169.A,Coastal,Atlantic,C5210,A,36,20,11
CLMB,J169.A,Coastal,Atlantic,C5210,B,38,22,12
CLMB,J169.A,Coastal,Atlantic,C5210,C,39.9,20,12
CLMB,J279.A,Lowland,Gulf,C5214,A,41.7,20,10
CLMB,J279.A,Lowland,Gulf,C5214,B,40.5,22,9
CLMB,J279.A,Lowland,Gulf,C5214,C,37.3,20,9
CLMB,J041.A,Lowland,Gulf,C5216,A,56.9,29,15
CLMB,J041.A,Lowland,Gulf,C5216,B,59.1,31,13
CLMB,J041.A,Lowland,Gulf,C5216,C,56.1,26,12
CLMB,J386.A,Upland,Midwest,C5217,A,47.4,22,14
CLMB,J386.A,Upland,Midwest,C5217,B,45.9,22,13
CLMB,J386.A,Upland,Midwest,C5217,C,39,21,10
CLMB,J666.B,Upland,Atlantic,C5218,A,35.7,20,10
CLMB,J666.B,Upland,Atlantic,C5218,B,41.7,25,12
CLMB,J666.B,Upland,Atlantic,C5218,C,42.4,25,14
CLMB,J644.C,Upland,Atlantic,C5219,A,24.3,16,8
CLMB,J644.C,Upland,Atlantic,C5219,B,28.5,21,8
CLMB,J644.C,Upland,Atlantic,C5219,C,25.2,19,7
CLMB,J396.A,Upland,Midwest,C5221,A,39.8,16,8
CLMB,J396.A,Upland,Midwest,C5221,B,43.9,16,9
CLMB,J396.A,Upland,Midwest,C5221,C,37,15,8
CLMB,J483.C,Coastal,Gulf,C5402,A,60.4,54,25
CLMB,J483.C,Coastal,Gulf,C5402,B,68.6,53,20
CLMB,J483.C,Coastal,Gulf,C5402,C,65,46,17
CLMB,J329.A,Coastal,Gulf,C5403,A,33.5,42,17
CLMB,J329.A,Coastal,Gulf,C5403,B,26.1,38,13
CLMB,J329.A,Coastal,Gulf,C5403,C,27.3,39,19
CLMB,J326.A,Coastal,Gulf,C5404,A,64.4,40,24
CLMB,J326.A,Coastal,Gulf,C5404,B,62.6,40,23
CLMB,J326.A,Coastal,Gulf,C5404,C,63.4,42,20
CLMB,AP13,Lowland,Gulf,C5405,A,44.9,33,15
CLMB,AP13,Lowland,Gulf,C5405,B,39,30,12
CLMB,AP13,Lowland,Gulf,C5405,C,34.3,29,12
CLMB,J477.B,Unknown,4X,C5407,A,48.8,32,21
CLMB,J477.B,Unknown,4X,C5407,B,50,35,23
CLMB,J477.B,Unknown,4X,C5407,C,46.8,30,22
CLMB,J514.A,Lowland,Gulf,C5410,A,66.3,31,18
CLMB,J514.A,Lowland,Gulf,C5410,B,67.6,33,20
CLMB,J514.A,Lowland,Gulf,C5410,C,67.2,30,18
CLMB,J240.A,Lowland,Gulf,C5412,A,34.1,26,11
CLMB,J240.A,Lowland,Gulf,C5412,B,38.2,27,14
CLMB,J240.A,Lowland,Gulf,C5412,C,38.3,28,14
CLMB,AP13,Lowland,Gulf,C5413,A,64.7,35,16
CLMB,AP13,Lowland,Gulf,C5413,B,47.2,33,13
CLMB,AP13,Lowland,Gulf,C5413,C,59.8,32,17
CLMB,J482.B,Coastal,Gulf,C5414,A,62.2,28,13
CLMB,J482.B,Coastal,Gulf,C5414,B,64.3,30,14
CLMB,J482.B,Coastal,Gulf,C5414,C,65.2,31,16
CLMB,J441.A,Lowland,Gulf,C5416,A,60.4,38,18
CLMB,J441.A,Lowland,Gulf,C5416,B,51.7,33,16
CLMB,J441.A,Lowland,Gulf,C5416,C,52.8,34,15
CLMB,AP13,Lowland,Gulf,C5421,A,61.5,38,24
CLMB,AP13,Lowland,Gulf,C5421,B,53,35,15
CLMB,AP13,Lowland,Gulf,C5421,C,61.7,39,15
CLMB,J368.C,Upland,Midwest,C5601,A,35.9,19,11
CLMB,J368.C,Upland,Midwest,C5601,B,30.5,16,8
CLMB,J368.C,Upland,Midwest,C5601,C,36.8,17,9
CLMB,J208.C,Coastal,Atlantic,C5602,A,63.8,28,14
CLMB,J208.C,Coastal,Atlantic,C5602,B,58.6,29,15
CLMB,J208.C,Coastal,Atlantic,C5602,C,60.7,30,13
CLMB,J172.A,Upland,Atlantic,C5604,A,31.1,22,11
CLMB,J172.A,Upland,Atlantic,C5604,B,31.8,28,10
CLMB,J172.A,Upland,Atlantic,C5604,C,28.6,22,10
CLMB,J455.B,Upland,Atlantic,C5605,A,36.5,26,13
CLMB,J455.B,Upland,Atlantic,C5605,B,41,25,16
CLMB,J455.B,Upland,Atlantic,C5605,C,38.4,24,12
CLMB,J175.A,Upland,Atlantic,C5607,A,44.2,21,12
CLMB,J175.A,Upland,Atlantic,C5607,B,43.9,27,12
CLMB,J175.A,Upland,Atlantic,C5607,C,48.1,23,12
CLMB,J311.A,Lowland,Gulf,C5608,A,61.4,34,15
CLMB,J311.A,Lowland,Gulf,C5608,B,61.8,30,13
CLMB,J311.A,Lowland,Gulf,C5608,C,54.8,32,14
CLMB,J656.B,Upland,Midwest,C5613,A,59.6,20,12
CLMB,J656.B,Upland,Midwest,C5613,B,50.1,16,9
CLMB,J656.B,Upland,Midwest,C5613,C,52.6,16,10
CLMB,J458.B,Coastal,Gulf,C5614,A,72,40,21
CLMB,J458.B,Coastal,Gulf,C5614,B,70.6,34,15
CLMB,J458.B,Coastal,Gulf,C5614,C,67.6,35,18
CLMB,J384.B,Upland,Midwest,C5616,A,41.3,25,11
CLMB,J384.B,Upland,Midwest,C5616,B,37.6,21,10
CLMB,J384.B,Upland,Midwest,C5616,C,43.4,25,13
CLMB,J540.C,Upland,Atlantic,C5617,A,37.2,21,12
CLMB,J540.C,Upland,Atlantic,C5617,B,35.1,23,9
CLMB,J540.C,Upland,Atlantic,C5617,C,40.1,24,10
CLMB,J517.C,Upland,Atlantic,C5618,A,36.1,18,8
CLMB,J517.C,Upland,Atlantic,C5618,B,35,17,9
CLMB,J517.C,Upland,Atlantic,C5618,C,27.9,17,8
CLMB,J382.A,Upland,Midwest,C5621,A,30.1,13,7
CLMB,J382.A,Upland,Midwest,C5621,B,34.3,16,9
CLMB,J382.A,Upland,Midwest,C5621,C,25.9,14,7
CLMB,J593.B,Coastal,Atlantic,C5717,A,40.5,24,10
CLMB,J593.B,Coastal,Atlantic,C5717,B,44.5,23,12
CLMB,J593.B,Coastal,Atlantic,C5717,C,43.3,13,12
CLMB,AP13,Lowland,Gulf,C5801,A,44.2,34,13
CLMB,AP13,Lowland,Gulf,C5801,B,63.5,36,18
CLMB,AP13,Lowland,Gulf,C5801,C,60.3,35,16
CLMB,J481.A,Coastal,Gulf,C5802,A,50.3,47,18
CLMB,J481.A,Coastal,Gulf,C5802,B,56,44,17
CLMB,J481.A,Coastal,Gulf,C5802,C,55.1,44,22
CLMB,J574.C,Upland,Atlantic,C5803,A,45.8,22,10
CLMB,J574.C,Upland,Atlantic,C5803,B,46.8,16,9
CLMB,J574.C,Upland,Atlantic,C5803,C,45,23,12
CLMB,J619.A,Upland,Atlantic,C5804,A,19.8,16,7
CLMB,J619.A,Upland,Atlantic,C5804,B,33.6,21,9
CLMB,J619.A,Upland,Atlantic,C5804,C,32.9,20,9
CLMB,J350.B,Upland,Midwest,C5806,A,42.2,21,8
CLMB,J350.B,Upland,Midwest,C5806,B,34.8,20,10
CLMB,J350.B,Upland,Midwest,C5806,C,37.1,17,9
CLMB,J448.A,Upland,Midwest,C5807,A,36.8,18,8
CLMB,J448.A,Upland,Midwest,C5807,B,36.9,20,8
CLMB,J448.A,Upland,Midwest,C5807,C,31.8,20,8
CLMB,J245.A,Lowland,Gulf,C5808,A,64.8,37,15
CLMB,J245.A,Lowland,Gulf,C5808,B,49.3,36,14
CLMB,J245.A,Lowland,Gulf,C5808,C,55.1,37,17
CLMB,AP13,Lowland,Gulf,C5809,A,56,38,14
CLMB,AP13,Lowland,Gulf,C5809,B,59.2,37,12
CLMB,AP13,Lowland,Gulf,C5809,C,59.9,33,12
CLMB,J586.A,Coastal,Atlantic,C5812,A,67.7,38,24
CLMB,J586.A,Coastal,Atlantic,C5812,B,52.5,40,23
CLMB,J586.A,Coastal,Atlantic,C5812,C,68.3,37,25
CLMB,J257.A,Upland,Midwest,C5814,A,34.7,27,10
CLMB,J257.A,Upland,Midwest,C5814,B,33.3,28,9
CLMB,J257.A,Upland,Midwest,C5814,C,34.7,29,9
CLMB,J591.B,Lowland,Atlantic,C5815,A,59,23,13
CLMB,J591.B,Lowland,Atlantic,C5815,B,54.9,21,14
CLMB,J591.B,Lowland,Atlantic,C5815,C,55.7,21,14
CLMB,J429.A,Upland,Atlantic,C5816,A,49.7,25,10
CLMB,J429.A,Upland,Atlantic,C5816,B,40.3,22,9
CLMB,J429.A,Upland,Atlantic,C5816,C,39.8,22,9
CLMB,AP13,Lowland,Gulf,C5817,A,62.9,39,16
CLMB,AP13,Lowland,Gulf,C5817,B,62.1,34,15
CLMB,AP13,Lowland,Gulf,C5817,C,61.1,35,15
CLMB,J614.A,Coastal,Atlantic,C5820,A,52,38,14
CLMB,J614.A,Coastal,Atlantic,C5820,B,50.7,40,19
CLMB,J614.A,Coastal,Atlantic,C5820,C,56.6,37,25
CLMB,J465.C,Coastal,Gulf,C6001,A,58.2,34,17
CLMB,J465.C,Coastal,Gulf,C6001,B,36.2,29,12
CLMB,J465.C,Coastal,Gulf,C6001,C,38.7,32,14
CLMB,J344.A,Upland,Midwest,C6003,A,35.3,19,10
CLMB,J344.A,Upland,Midwest,C6003,B,45.4,18,8
CLMB,J344.A,Upland,Midwest,C6003,C,29.2,15,8
CLMB,J235.A,Lowland,Gulf,C6004,A,61.2,43,16
CLMB,J235.A,Lowland,Gulf,C6004,B,37.8,34,12
CLMB,J235.A,Lowland,Gulf,C6004,C,48.4,42,16
CLMB,J534.C,Upland,Atlantic,C6005,A,44.4,33,16
CLMB,J534.C,Upland,Atlantic,C6005,B,40,29,13
CLMB,J534.C,Upland,Atlantic,C6005,C,44.7,33,16
CLMB,J022.B,Lowland,Gulf,C6006,A,80.5,36,18
CLMB,J022.B,Lowland,Gulf,C6006,B,67.5,38,15
CLMB,J022.B,Lowland,Gulf,C6006,C,69.4,39,20
CLMB,J003.D,Lowland,Gulf,C6008,A,60.8,40,14
CLMB,J003.D,Lowland,Gulf,C6008,B,59.3,39,14
CLMB,J003.D,Lowland,Gulf,C6008,C,59.3,40,16
CLMB,J418.A,Coastal,Atlantic,C6009,A,48.4,24,12
CLMB,J418.A,Coastal,Atlantic,C6009,B,37.8,24,11
CLMB,J418.A,Coastal,Atlantic,C6009,C,47.6,23,10
CLMB,J618.A,Unknown,4X,C6010,A,20.9,11,8
CLMB,J618.A,Unknown,4X,C6010,B,20.9,10,6
CLMB,J618.A,Unknown,4X,C6010,C,23,10,7
CLMB,J500.A,Coastal,Gulf,C6011,A,77.5,38,21
