"SITE","LINE","LEN","PRM","SEC","SITE2"
"KING",36,"32","26.5","13","KING"
"KING",37,"36","30.5","11.5","KING"
"KING",38,"30","28","13","KING"
"KING",39,"26.75","24.75","9","KING"
"KING",40,"44.25","31","13.75","KING"
"KING",41,"35","20","9","KING"
"KING",42,"33.5","23","10","KING"
"KING",43,"42","31","14.5","KING"
"KING",44,"31","19","10","KING"
"KING",45,"41","24","11.5","KING"
"KING",46,"35.5","25.5","11","KING"
"KING",47,"*","*","*","KING"
"KING",48,"37","23.5","12","KING"
"KING",49,"36.5","24.5","11","KING"
"KING",50,"34","23","10","KING"
"KING",52,"*","*","*","KING"
"KING",53,"32.5","26.5","12","KING"
"KING",54,"61","35.5","14.5","KING"
"KING",55,"42","25","11.75","KING"
"KING",56,"45","25","13.5","KING"
"KING",57,"27.5","18.5","9","KING"
"KING",58,"40","24","11","KING"
"KING",59,"*","*","*","KING"
"KING",60,"*","*","*","KING"
"KING",61,"32.5","23.5","11.5","KING"
"KING",62,"44","30.5","12","KING"
"KING",63,"37.5","25","11.5","KING"
"KING",64,"24.5","21","9.5","KING"
"KING",65,"36","28.5","10.5","KING"
"KING",66,"42.5","28","12.5","KING"
"KING",67,"33","21.75","8.75","KING"
"KING",68,"35","33","13","KING"
"KING",69,"29.5","25.5","10","KING"
"KING",70,"31.5","25.5","13","KING"
"KING",71,"25.5","26.25","10","KING"
"KING",72,"36","28.5","11.5","KING"
"KING",73,"34","28","12.5","KING"
"KING",74,"44.5","34","20","KING"
"KING",75,"46.25","29","13.5","KING"
"KING",76,"26","18","6.66666666666667","KING"
"KING",77,"31.5","20.5","9.5","KING"
"KING",78,"*","*","*","KING"
"KING",79,"29.5","25","10","KING"
"KING",80,"36.5","31","11.5","KING"
"KING",81,"36.5","20","11.5","KING"
"KING",83,"51","28.5","13","KING"
"KING",84,"18.5","19","8.5","KING"
"KING",85,"46.5","20","9","KING"
"KING",86,"38","27.5","12","KING"
"KING",87,"13","16.5","6.5","KING"
"KING",88,"55","30.5","13","KING"
"KING",89,"34","35.5","9.5","KING"
"KING",90,"38.5","29.25","13.25","KING"
"KING",91,"43","35.5","14","KING"
"KING",93,"35.5","25","12.25","KING"
"KING",94,"33","33","13","KING"
"KING",95,"*","*","*","KING"
"KING",96,"30.5","24.5","9.5","KING"
"KING",97,"40.5","27","12","KING"
"KING",98,"34","27.5","10","KING"
"KING",99,"14.5","12.5","5.5","KING"
"KING",100,"31.5","21","9.5","KING"
"KING",101,"33.5","20.5","10.5","KING"
"KING",102,"35","19","11.5","KING"
"KING",103,"39.75","35.25","12.5","KING"
"KING",104,"37","21","11","KING"
"KING",105,"31.5","23","9.5","KING"
"KING",106,"39.75","23","8.25","KING"
"KING",107,"27","21.5","10.5","KING"
"KING",108,"44.5","28","12.5","KING"
"KING",110,"36.5","23.5","10.5","KING"
"KING",111,"36.5","25.5","13","KING"
"KING",112,"33","19.5","9.5","KING"
"KING",113,"36.25","35","12.25","KING"
"KING",114,"35","20","10.5","KING"
"KING",115,"48.5","30","12.5","KING"
"KING",116,"32.25","23.5","10.5","KING"
"KING",117,"32.5","34","13","KING"
"KING",118,"29","26","12","KING"
"KING",119,"36.5","35","12","KING"
"KING",120,"44.5","21","12.5","KING"
"KING",122,"35.5","25.5","12","KING"
"KING",123,"39.5","25.5","12.5","KING"
"KING",125,"35.5","20.5","9.5","KING"
"KING",126,"27.5","19.5","8.5","KING"
"KING",127,"35","21","9.5","KING"
"KING",128,"30","26","11","KING"
"KING",130,"47","22.5","11.5","KING"
"KING",131,"40.5","30","12","KING"
"KING",132,"55","28.5","13","KING"
"KING",134,"22","25.5","7.5","KING"
"KING",135,"35","24.5","10.5","KING"
"KING",136,"31","29.5","11","KING"
"KING",137,"*","*","*","KING"
"KING",138,"30","20.5","10","KING"
"KING",139,"40","26.5","11","KING"
"KING",141,"37","27","13","KING"
"KING",142,"16.5","21","9.5","KING"
"KING",143,"42","33.5","10.5","KING"
"KING",144,"39","20.5","8","KING"
"KING",145,"24","17","6","KING"
"KING",146,"27","23","8","KING"
"KING",147,"32.5","31","13.5","KING"
"KING",148,"*","*","*","KING"
"KING",150,"33.5","26.5","10","KING"
"KING",151,"25","21","9.5","KING"
"KING",152,"36.5","24.5","13","KING"
"KING",153,"41","28","13","KING"
"KING",154,"34.5","28","12.5","KING"
"KING",155,"42","34","13","KING"
"KING",156,"21.5","21","10","KING"
"KING",157,"41","27","14","KING"
"KING",158,"43","21.5","11","KING"
"KING",159,"35","26.5","11.5","KING"
"KING",160,"39","22","12.5","KING"
"KING",161,"46","30.5","12","KING"
"KING",163,"*","*","*","KING"
"KING",164,"*","*","*","KING"
"KING",165,"31.5","28","9.5","KING"
"KING",166,"50","38.5","12.5","KING"
"KING",167,"43.5","33","15","KING"
"KING",168,"*","*","*","KING"
"KING",169,"36.5","34","12.5","KING"
"KING",170,"41.5","28.5","11.5","KING"
"KING",171,"27.5","25","10.5","KING"
"KING",172,"25","19","8.5","KING"
"KING",173,"32","22.5","11","KING"
"KING",174,"33","29","13","KING"
"KING",175,"43","38","13.5","KING"
"KING",176,"45.5","35","14.5","KING"
"KING",177,"30.25","28.25","10.5","KING"
"KING",178,"41.5","31.5","11","KING"
"KING",179,"41","24.5","11","KING"
"KING",180,"34","22","10","KING"
"KING",181,"*","*","*","KING"
"KING",182,"33.75","25.75","11.25","KING"
"KING",184,"40.5","24.5","10.5","KING"
"KING",185,"36.5","26","14","KING"
"KING",186,"39","28.5","14","KING"
"KING",187,"32.5","24.25","11.75","KING"
"KING",188,"31","26.5","13.5","KING"
"KING",189,"24.5","19.5","7","KING"
"KING",190,"33.5","21","11","KING"
"KING",191,"36.5","29.5","10.5","KING"
"KING",192,"46.5","28","13.5","KING"
"KING",193,"45.5","30","11.5","KING"
"KING",194,"39.5","30.5","11","KING"
"KING",195,"26.5","21.5","8","KING"
"KING",196,"42","34","13","KING"
"KING",197,"45","25.5","12","KING"
"KING",198,"35.5","26","10.5","KING"
"KING",199,"30","19","10.5","KING"
"KING",200,"28.5","27.5","11.5","KING"
"KING",201,"36.5","25","10","KING"
"KING",202,"26.25","18.5","9.25","KING"
"KING",203,"39.5","27.5","11","KING"
"KING",204,"*","*","*","KING"
"KING",205,"32.25","24.5","11.75","KING"
"KING",206,"*","*","*","KING"
"KING",207,"21.5","19.5","9","KING"
"KING",208,"*","*","*","KING"
"KING",209,"45","22.5","12","KING"
"KING",210,"24.5","19","7.5","KING"
"KING",211,"*","*","*","KING"
"KING",212,"31.5","24.5","11.5","KING"
"KING",213,"24.5","14.5","7","KING"
"KING",214,"44.5","22.5","11","KING"
"KING",215,"35","31","11","KING"
"KING",216,"17","30","7.5","KING"
"KING",217,"36","28.5","12.5","KING"
"KING",218,"35.5","28.5","12.5","KING"
"KING",219,"28.5","19.5","10","KING"
"KING",220,"27","25","11.5","KING"
"KING",221,"28.75","18.25","7.5","KING"
"KING",222,"27.5","19.5","9","KING"
"KING",223,"40","28.5","11.5","KING"
"KING",224,"43","28.5","12.5","KING"
"KING",225,"46","27","15","KING"
"KING",226,"40.5","41","14","KING"
"KING",227,"43","41","14","KING"
"KING",228,"24.5","17.75","8","KING"
"KING",229,"35","30.5","12","KING"
"KING",230,"35.5","24.5","10","KING"
"KING",231,"31.5","20.5","9","KING"
"KING",232,"33","28","10.5","KING"
"KING",233,"*","*","*","KING"
"KING",234,"40","26.5","11.5","KING"
"KING",235,"*","*","*","KING"
"KING",236,"29","15","11.5","KING"
"KING",237,"34.5","24","14","KING"
"KING",238,"27.5","29.5","12.5","KING"
"KING",239,"46","25","14","KING"
"KING",240,"40","31.5","11.5","KING"
"KING",241,"42","22.5","11","KING"
"KING",242,"36.75","22","10","KING"
"KING",243,"27.5","18.5","11","KING"
"KING",244,"36.5","31","8.5","KING"
"KING",245,"36.5","24.5","10.5","KING"
"KING",246,"*","*","*","KING"
"KING",247,"43","28","13","KING"
"KING",248,"47","28.5","15.5","KING"
"KING",249,"38","25.5","12.5","KING"
"KING",250,"45.5","27.5","12.5","KING"
"KING",251,"35","24.5","12","KING"
"KING",252,"32","27.5","10","KING"
"KING",253,"44","36","12.5","KING"
"KING",254,"32.5","21.5","11","KING"
"KING",255,"28","19","9","KING"
"KING",256,"35","31.5","13","KING"
"KING",257,"45.25","26.25","12.25","KING"
"KING",258,"35.5","22","9","KING"
"KING",259,"41","24","11.5","KING"
"KING",260,"39","33","14","KING"
"KING",261,"34.5","21.5","10","KING"
"KING",262,"45","39.5","19","KING"
"KING",263,"41","27.5","11.5","KING"
"KING",264,"37","22.5","9","KING"
"KING",265,"19.5","17.75","7.25","KING"
"KING",266,"36","27.5","11","KING"
"KING",267,"48.5","28.5","13","KING"
"KING",268,"*","*","*","KING"
"KING",269,"37.5","20","11","KING"
"KING",270,"46","33","15","KING"
"KING",271,"38","25.5","10","KING"
"KING",272,"21.5","26.5","9","KING"
"KING",273,"*","*","*","KING"
"KING",274,"39","20","9","KING"
"KING",275,"32.5","21","11","KING"
"KING",276,"*","*","*","KING"
"KING",277,"33.5","25","11.5","KING"
"KING",278,"34","34.5","14","KING"
"KING",279,"31.75","22.25","11","KING"
"KING",280,"33.5","33","10.5","KING"
"KING",281,"35","24.5","11.5","KING"
"KING",282,"32","21","10.5","KING"
"KING",283,"41","28","12","KING"
"KING",284,"51.5","28.5","9.5","KING"
"KING",285,"44","28.5","13","KING"
"KING",286,"40","25","12.5","KING"
"KING",287,"*","*","*","KING"
"KING",288,"36.5","37.5","15.5","KING"
"KING",289,"20","12.5","7","KING"
"KING",290,"35","26","9.5","KING"
"KING",291,"41.5","23","11.5","KING"
"KING",292,"40","32.5","11.5","KING"
"KING",293,"25.5","16","9","KING"
"KING",294,"43.5","18","9.5","KING"
"KING",296,"31","27.5","10","KING"
"KING",297,"38.5","25","12.5","KING"
"KING",298,"37.5","33.5","10.5","KING"
"KING",299,"19","17.5","7.5","KING"
"KING",300,"45","27","13","KING"
"KING",301,"35.75","24.5","12","KING"
"KING",302,"29","19.5","10.5","KING"
"KING",303,"50","27","13","KING"
"KING",304,"35","21.5","8.5","KING"
"KING",305,"25.75","22.5","10.5","KING"
"KING",306,"35.5","26.5","11","KING"
"KING",307,"33.5","19","9.5","KING"
"KING",308,"41","29","13","KING"
"KING",310,"28","22","9.5","KING"
"KING",311,"36.5","29","11","KING"
"KING",312,"29.5","29.5","11","KING"
"KING",313,"29.5","22.5","10","KING"
"KING",314,"35","25","13.5","KING"
"KING",315,"42.5","22.5","13","KING"
"KING",316,"*","*","*","KING"
"KING",317,"29.5","19.5","8.5","KING"
"KING",318,"30.5","25","11.5","KING"
"KING",319,"41.5","28.5","12.5","KING"
"KING",320,"47.5","29","10.5","KING"
"KING",322,"46","28.5","9.5","KING"
"KING",323,"47.5","33.5","14.5","KING"
"KING",324,"35","32.5","11.5","KING"
"KING",325,"26","28.5","10","KING"
"KING",326,"29","33.5","11.5","KING"
"KING",327,"25.5","15.5","9.5","KING"
"KING",328,"28","24.5","10.5","KING"
"KING",330,"31","20.5","11","KING"
"KING",332,"35.5","23.25","13.5","KING"
"KING",333,"29.5","29","9.5","KING"
"KING",334,"44","28.75","11.5","KING"
"KING",335,"*","*","*","KING"
"KING",336,"44.5","29.5","15.5","KING"
"KING",337,"41.5","22","10","KING"
"KING",338,"34.5","21","13","KING"
"KING",339,"29.5","19.5","8.5","KING"
"KING",340,"25.5","21.5","9.5","KING"
"KING",341,"31","28.5","13","KING"
"KING",342,"37","17.5","9.5","KING"
"KING",343,"25","23.5","10.5","KING"
"KING",344,"45.5","28","13","KING"
"KING",345,"37","16.5","9.5","KING"
"KING",346,"33.5","18.5","10.5","KING"
"KING",347,"28","24","10","KING"
"KING",349,"45","39.5","11","KING"
"KING",350,"37.5","32.5","12.5","KING"
"KING",352,"36","19.5","12","KING"
"KING",353,"24","20.5","8.5","KING"
"KING",354,"23.5","22","5.5","KING"
"KING",355,"42.5","22.5","12","KING"
"KING",356,"32.5","24","9.5","KING"
"KING",358,"29","22","9.5","KING"
"KING",359,"31","25","9","KING"
"KING",360,"35","21.5","11.5","KING"
"KING",361,"33","29.5","9.5","KING"
"KING",362,"38.5","34.5","17","KING"
"KING",363,"41","28.5","10.5","KING"
"KING",364,"41.5","27","10.5","KING"
"KING",365,"39","22","12","KING"
"KING",366,"50","32.5","12.5","KING"
"KING",367,"21.5","22","9","KING"
"KING",368,"34","25","10.5","KING"
"KING",369,"40.25","29.25","12","KING"
"KING",370,"36.5","25","9","KING"
"KING",371,"42.5","30","13.5","KING"
"KING",372,"38.5","34.5","11","KING"
"KING",373,"30","20.5","10","KING"
"KING",374,"42","31","13","KING"
"KING",375,"31","24","10.5","KING"
"KING",376,"52","28.5","14","KING"
"KING",377,"17","15.5","6","KING"
"KING",378,"41.5","19","9","KING"
"KING",379,"28","25.5","11.5","KING"
"KING",380,"33.5","35","17.5","KING"
"KING",381,"37.5","28","11","KING"
"KING",382,"41.75","21","11.75","KING"
"KING",383,"36.5","26.75","11","KING"
"KING",384,"37","25","9","KING"
"KING",386,"36.5","28","9.5","KING"
"KING",388,"*","*","*","KING"
"KING",389,"47","22.5","12.5","KING"
"KING",390,"38","23","12","KING"
"KING",391,"33.25","19.75","10","KING"
"KING",392,"24","15.5","7.5","KING"
"KING",393,"26.5","19","9","KING"
"KING",394,"*","*","*","KING"
"KING",395,"27.5","23","9.5","KING"
"KING",396,"*","*","*","KING"
"KING",397,"38.5","22.5","10","KING"
"KING",398,"31","22.5","15","KING"
"KING",399,"*","*","*","KING"
"KING",400,"42.5","32","13","KING"
"KING",402,"57.5","29.75","12.75","KING"
"KING",403,"36","29","9.5","KING"
"KING",404,"44.5","32","11.5","KING"
"LINC",1,"44.7","29","9.5","LINC"
"LINC",2,"49.5","28.5","12.5","LINC"
"LINC",3,"41.7","31.5","11.5","LINC"
"LINC",4,"48.5","26.5","12","LINC"
"LINC",5,"48","26","10.5","LINC"
"LINC",7,"36.7","25.5","12","LINC"
"LINC",8,"49.5","28.5","12.5","LINC"
"LINC",9,"49","22","11.5","LINC"
"LINC",10,"*","*","*","LINC"
"LINC",11,"49.7","29.5","12.5","LINC"
"LINC",12,"44.5","25","9.75","LINC"
"LINC",13,"34","24.5","10","LINC"
"LINC",14,"37.7","29.5","10","LINC"
"LINC",15,"*","*","13","LINC"
"LINC",16,"49.2","25.5","11.5","LINC"
"LINC",17,"50.7","24","13","LINC"
"LINC",18,"46.7","21.5","9.5","LINC"
"LINC",19,"51","25","11.5","LINC"
"LINC",20,"42.2","25.5","10","LINC"
"LINC",21,"45.2","29","10","LINC"
"LINC",22,"39","21","10","LINC"
"LINC",23,"38","25","10","LINC"
"LINC",24,"34","24","8.5","LINC"
"LINC",25,"49","23","12","LINC"
"LINC",26,"58.2","37.75","14.75","LINC"
"LINC",27,"*","*","*","LINC"
"LINC",28,"50.7","28","12","LINC"
"LINC",29,"45.5","27.5","15","LINC"
"LINC",30,"57.2","27.5","12.75","LINC"
"LINC",31,"28","25.5","10.5","LINC"
"LINC",32,"54.7","27","12.75","LINC"
"LINC",33,"45.2","23.5","8.5","LINC"
"LINC",34,"*","*","*","LINC"
"LINC",35,"56","26","13.5","LINC"
"LINC",36,"54","37","19.5","LINC"
"LINC",37,"45.7","31","13.5","LINC"
"LINC",38,"35.7","29","12","LINC"
"LINC",39,"41.5","33.5","12","LINC"
"LINC",40,"51.35","32","13","LINC"
"LINC",41,"45","22","9.5","LINC"
"LINC",42,"44.5","25","11","LINC"
"LINC",43,"46.7","27","12.5","LINC"
"LINC",44,"36.2","24","10","LINC"
"LINC",45,"*","*","*","LINC"
"LINC",46,"48.2","32.5","14","LINC"
"LINC",47,"*","*","*","LINC"
"LINC",48,"45.7","23.5","9.5","LINC"
"LINC",49,"*","*","*","LINC"
"LINC",50,"*","*","*","LINC"
"LINC",52,"44.7","21.5","12","LINC"
"LINC",53,"35.7","27","11","LINC"
"LINC",54,"58.75","40","13","LINC"
"LINC",55,"43.2","25.25","11.5","LINC"
"LINC",56,"52.5","23","14.5","LINC"
"LINC",57,"*","*","11.5","LINC"
"LINC",58,"38","21","11","LINC"
"LINC",59,"*","*","*","LINC"
"LINC",60,"*","*","*","LINC"
"LINC",61,"47","28","13","LINC"
"LINC",62,"44.35","26.75","10.25","LINC"
"LINC",63,"*","*","*","LINC"
"LINC",64,"40.7","24.5","11","LINC"
"LINC",65,"38.5","32.5","13","LINC"
"LINC",66,"54.5","28","12.5","LINC"
"LINC",67,"47","22","11.5","LINC"
"LINC",68,"40.7","33","12","LINC"
"LINC",69,"43","36","14.5","LINC"
"LINC",70,"45","29.5","11.5","LINC"
"LINC",71,"45.5","36","12","LINC"
"LINC",72,"46","30","16","LINC"
"LINC",73,"44.7","29","12.5","LINC"
"LINC",74,"53.85","42.5","16.5","LINC"
"LINC",75,"63","29","13.5","LINC"
"LINC",76,"52","28","11.5","LINC"
"LINC",77,"42.7","28","11.5","LINC"
"LINC",78,"*","*","11","LINC"
"LINC",79,"*","*","13.75","LINC"
"LINC",80,"50.2","27","13","LINC"
"LINC",81,"54.7","21.5","11","LINC"
"LINC",83,"55.5","31","13.75","LINC"
"LINC",84,"43.5","27","11","LINC"
"LINC",85,"54","23.5","10.5","LINC"
"LINC",86,"52.5","30.5","14","LINC"
"LINC",87,"*","*","9.5","LINC"
"LINC",88,"44.5","33.5","13.5","LINC"
"LINC",89,"47","34.5","13.5","LINC"
"LINC",90,"52.95","37.25","14.5","LINC"
"LINC",91,"64","42","18.25","LINC"
"LINC",93,"*","*","12.5","LINC"
"LINC",94,"41.2","32.5","11","LINC"
"LINC",95,"46.5","24.5","13","LINC"
"LINC",96,"*","*","*","LINC"
"LINC",97,"49.7","28.5","12","LINC"
"LINC",98,"*","*","*","LINC"
"LINC",99,"*","*","*","LINC"
"LINC",100,"51.7","26","11.25","LINC"
"LINC",101,"50","26.5","12.5","LINC"
"LINC",102,"*","*","*","LINC"
"LINC",103,"49.5","28","12.5","LINC"
"LINC",104,"41.2","22","10","LINC"
"LINC",105,"*","*","13","LINC"
"LINC",106,"49.7","27","10.5","LINC"
"LINC",107,"49.5","24","9.5","LINC"
"LINC",108,"45.5","24.5","11.5","LINC"
"LINC",110,"48","30.5","11","LINC"
"LINC",111,"40","23","11.5","LINC"
"LINC",112,"53.7","28","14.5","LINC"
"LINC",113,"54.5","34","14","LINC"
"LINC",114,"50","33.5","14.5","LINC"
"LINC",115,"43","25.5","13.5","LINC"
"LINC",116,"*","*","*","LINC"
"LINC",117,"53","34.5","16","LINC"
"LINC",118,"55.7","31.5","15","LINC"
"LINC",119,"55","39.5","13","LINC"
"LINC",120,"44.25","24.25","11.75","LINC"
"LINC",122,"40","27.5","10.5","LINC"
"LINC",123,"45.85","27.5","11.25","LINC"
"LINC",125,"42.35","22.75","9.5","LINC"
"LINC",126,"42.7","25.5","11.5","LINC"
"LINC",127,"*","*","*","LINC"
"LINC",128,"45.7","31.5","12","LINC"
"LINC",130,"51.25","21.75","12.5","LINC"
"LINC",131,"52.35","28","11.75","LINC"
"LINC",132,"52.5","28","11","LINC"
"LINC",134,"47.2","43.5","12.5","LINC"
"LINC",135,"49.75","24","12","LINC"
"LINC",136,"*","*","*","LINC"
"LINC",137,"54.6","30.5","12.25","LINC"
"LINC",138,"57.2","33.5","14.5","LINC"
"LINC",139,"45","32","10.5","LINC"
"LINC",141,"35","28","10.5","LINC"
"LINC",142,"35.2","28.5","12.5","LINC"
"LINC",143,"55.5","36","13","LINC"
"LINC",144,"44","24","9","LINC"
"LINC",145,"55.2","28.5","12.5","LINC"
"LINC",146,"39.2","31","12","LINC"
"LINC",147,"41.5","26.5","11.5","LINC"
"LINC",148,"42.2","19","10","LINC"
"LINC",150,"37.7","26","9.5","LINC"
"LINC",151,"57.5","31","13","LINC"
"LINC",152,"*","*","*","LINC"
"LINC",153,"47.6","36.25","12.25","LINC"
"LINC",154,"53","29","16","LINC"
"LINC",155,"*","*","*","LINC"
"LINC",156,"39.5","26.5","11.5","LINC"
"LINC",157,"41","20.5","10.5","LINC"
"LINC",158,"39.7","26","10","LINC"
"LINC",159,"47.45","31","12.75","LINC"
"LINC",160,"*","*","*","LINC"
"LINC",161,"45","35","14.5","LINC"
"LINC",163,"*","*","*","LINC"
"LINC",164,"58","36","12.5","LINC"
"LINC",165,"*","*","*","LINC"
"LINC",166,"81","42","14","LINC"
"LINC",167,"53","33","13","LINC"
"LINC",168,"57.5","35.5","16.5","LINC"
"LINC",169,"44","31.5","11.5","LINC"
"LINC",170,"56","30","11.5","LINC"
"LINC",171,"47.5","26","11","LINC"
"LINC",172,"54.5","36","13.5","LINC"
"LINC",173,"50","24.5","10.5","LINC"
"LINC",174,"44","25","12.5","LINC"
"LINC",175,"65.2","39","13.5","LINC"
"LINC",176,"55.7","37","15.5","LINC"
"LINC",177,"45.5","24","13.5","LINC"
"LINC",178,"57.5","36","12","LINC"
"LINC",179,"56.2","28.5","11","LINC"
"LINC",180,"*","*","*","LINC"
"LINC",181,"43.5","25","12.5","LINC"
"LINC",182,"58","30.5","16.5","LINC"
"LINC",184,"57.7","32","13.5","LINC"
"LINC",185,"44","28.5","11.5","LINC"
"LINC",186,"*","*","*","LINC"
"LINC",187,"48.5","23.5","10","LINC"
"LINC",188,"*","*","12.5","LINC"
"LINC",189,"53.5","32.5","12.5","LINC"
"LINC",190,"*","*","*","LINC"
"LINC",191,"43.5","31","11.5","LINC"
"LINC",192,"*","*","*","LINC"
"LINC",193,"64.5","35","13.5","LINC"
"LINC",194,"70.2","35","13","LINC"
"LINC",195,"46.2","24.5","11","LINC"
"LINC",196,"47.7","35","17","LINC"
"LINC",197,"45.5","25","10.5","LINC"
"LINC",198,"54.5","25","10.5","LINC"
"LINC",199,"52.7","30.5","12","LINC"
"LINC",200,"62.2","32.5","13","LINC"
"LINC",201,"54.7","31.5","12.5","LINC"
"LINC",202,"46","24.5","10","LINC"
"LINC",203,"41","29.5","13","LINC"
"LINC",204,"44.2","35.5","12.5","LINC"
"LINC",205,"*","*","*","LINC"
"LINC",206,"43","30","10.5","LINC"
"LINC",207,"42.6","29.5","11.75","LINC"
"LINC",208,"40","24","10","LINC"
"LINC",209,"42.7","29","11.5","LINC"
"LINC",210,"51.7","32","13.5","LINC"
"LINC",211,"*","*","*","LINC"
"LINC",212,"*","*","*","LINC"
"LINC",213,"64.2","27.5","12","LINC"
"LINC",214,"*","*","12","LINC"
"LINC",215,"*","*","*","LINC"
"LINC",216,"44.7","35","11","LINC"
"LINC",217,"46.5","28.5","12.5","LINC"
"LINC",218,"42.95","35.25","10.5","LINC"
"LINC",219,"*","*","*","LINC"
"LINC",220,"49.7","25.5","10.5","LINC"
"LINC",221,"56.5","30.5","11.5","LINC"
"LINC",222,"51","24","11.5","LINC"
"LINC",223,"45.5","30.5","13.5","LINC"
"LINC",224,"55.7","31","12.5","LINC"
"LINC",225,"*","*","*","LINC"
"LINC",226,"49.5","37","13.5","LINC"
"LINC",227,"48.7","34","12","LINC"
"LINC",228,"49.2","26.5","11","LINC"
"LINC",229,"64.2","36","15.5","LINC"
"LINC",230,"45.5","28","10","LINC"
"LINC",231,"48.2","24","11","LINC"
"LINC",232,"*","*","*","LINC"
"LINC",233,"55.5","29.5","12","LINC"
"LINC",234,"53","29","11.5","LINC"
"LINC",235,"42.7","36.5","13","LINC"
"LINC",236,"48.5","25","9.5","LINC"
"LINC",237,"51","26.5","13.5","LINC"
"LINC",238,"47.5","35","14","LINC"
"LINC",239,"*","*","16","LINC"
"LINC",240,"*","*","*","LINC"
"LINC",241,"*","*","*","LINC"
"LINC",242,"41.5","24","9.5","LINC"
"LINC",243,"46.2","24","10","LINC"
"LINC",244,"54.5","34","14","LINC"
"LINC",245,"53","27","11.5","LINC"
"LINC",246,"55.2","25.5","10.5","LINC"
"LINC",247,"61","34","13","LINC"
"LINC",248,"*","*","16","LINC"
"LINC",249,"44.5","32","12","LINC"
"LINC",250,"53.7","31","13","LINC"
"LINC",251,"53","32.5","12.5","LINC"
"LINC",252,"56.2","27","11.5","LINC"
"LINC",253,"*","*","*","LINC"
"LINC",254,"46","24.5","11.5","LINC"
"LINC",255,"45.35","24.25","10.5","LINC"
"LINC",256,"46.35","36.25","14","LINC"
"LINC",257,"66.2","34.5","12","LINC"
"LINC",258,"48.5","24.5","11","LINC"
"LINC",259,"48.5","25","13","LINC"
"LINC",260,"50.5","35.5","13.5","LINC"
"LINC",261,"*","*","*","LINC"
"LINC",262,"*","*","*","LINC"
"LINC",263,"*","*","12","LINC"
"LINC",264,"55","24","11.5","LINC"
"LINC",265,"36.35","26.75","11","LINC"
"LINC",266,"*","*","*","LINC"
"LINC",267,"53","35.25","14","LINC"
"LINC",268,"48","25.5","12","LINC"
"LINC",269,"40","26","10.5","LINC"
"LINC",270,"56","37","20.5","LINC"
"LINC",271,"*","*","*","LINC"
"LINC",272,"45.2","34","12","LINC"
"LINC",273,"*","*","*","LINC"
"LINC",274,"61.5","39.5","12.5","LINC"
"LINC",275,"45.7","25","11.5","LINC"
"LINC",276,"*","*","*","LINC"
"LINC",277,"38.85","27","11","LINC"
"LINC",278,"*","*","*","LINC"
"LINC",279,"53","29.5","12","LINC"
"LINC",280,"46","39","12.5","LINC"
"LINC",281,"35.5","21.5","8","LINC"
"LINC",282,"44.2","35.5","10.5","LINC"
"LINC",283,"50.7","22.5","12.5","LINC"
"LINC",284,"57","30","11","LINC"
"LINC",285,"*","*","*","LINC"
"LINC",286,"*","*","*","LINC"
"LINC",287,"43.2","23.5","11.5","LINC"
"LINC",288,"*","*","*","LINC"
"LINC",289,"45.5","37","13","LINC"
"LINC",290,"53.7","38.5","15","LINC"
"LINC",291,"*","*","*","LINC"
"LINC",292,"45","30.5","12","LINC"
"LINC",293,"40.7","22","10.5","LINC"
"LINC",294,"41.5","18.5","8","LINC"
"LINC",296,"53","36.5","17.5","LINC"
"LINC",297,"46.2","25.5","10.5","LINC"
"LINC",298,"42.2","33","13.5","LINC"
"LINC",299,"50.7","27","12.5","LINC"
"LINC",300,"*","*","*","LINC"
"LINC",301,"53.5","27.5","12","LINC"
"LINC",302,"38.5","29","10","LINC"
"LINC",303,"59","31","16","LINC"
"LINC",304,"44.2","21","10.5","LINC"
"LINC",305,"46.2","33.5","13.5","LINC"
"LINC",306,"*","*","13.5","LINC"
"LINC",307,"42.2","29.5","12","LINC"
"LINC",308,"47","29.5","10.5","LINC"
"LINC",310,"43","29","10","LINC"
"LINC",311,"47.7","32.5","11.5","LINC"
"LINC",312,"50","31","13.5","LINC"
"LINC",313,"*","*","12","LINC"
"LINC",314,"*","*","10","LINC"
"LINC",315,"38.7","25.5","12","LINC"
"LINC",316,"*","*","*","LINC"
"LINC",317,"43.5","27","11","LINC"
"LINC",318,"*","*","*","LINC"
"LINC",319,"*","*","*","LINC"
"LINC",320,"59","30.5","11.5","LINC"
"LINC",322,"50.7","33.5","12.5","LINC"
"LINC",323,"*","*","*","LINC"
"LINC",324,"41","30.5","12","LINC"
"LINC",325,"47.2","32.5","12","LINC"
"LINC",326,"50.7","37.5","11.5","LINC"
"LINC",327,"*","*","*","LINC"
"LINC",328,"58.7","34","15.5","LINC"
"LINC",330,"49","23","10","LINC"
"LINC",332,"49","27","15","LINC"
"LINC",333,"52.7","39.5","14.5","LINC"
"LINC",334,"56.25","31","13.25","LINC"
"LINC",335,"*","*","*","LINC"
"LINC",336,"53","32.5","13","LINC"
"LINC",337,"41","21","11","LINC"
"LINC",338,"*","*","*","LINC"
"LINC",339,"41","28.5","10.5","LINC"
"LINC",340,"55.2","26","12","LINC"
"LINC",341,"41","26.5","13","LINC"
"LINC",342,"49.2","17.5","10.5","LINC"
"LINC",343,"48.85","25.25","11","LINC"
